pair_id,group_id,language,toxic_input,detox_reference,generated,is_empty,has_sentinel,is_copy_of_input,is_copy_of_input_loose,is_generic_template,behaviour_label,split,seed,sta_supported,sta,sta_unvalidated,sim,fl,j,j_unvalidated
ar-0288,ar-g0385,ar,ياعم كس أمك هو إنت ما تعرفش اننا بعتنا زيارات و عاملين جسر جوى و فى مستشفى ميدانى اتعمل يلعن ميتين أمك إبن شرموطة,ياعم هو إنت ما تعرفش اننا بعتنا زيارات و عاملين جسر جوى و فى مستشفى ميدانى اتعمل,,False,False,False,False,False,no_generation,train,1337,True,,,,,,
ar-0291,ar-g0324,ar,هذا أطول مني ب ٤٦ سنتمتر وأنا أشوف اللي أقصر مني ب ١٠ سنتمتر قزم أجل هذا وش يشوفني🙄,هذا أطول مني ب ٤٦ سنتمتر وأنا أشوف اللي أقصر مني ب ١٠ سنتمتر قصير أجل هذا وش يشوفني🙄,,False,False,False,False,False,no_generation,train,1337,True,,,,,,
ar-0295,ar-g0222,ar,قطر سحبت مليارين غصب عن خشم بلحه,قطر سحبت مليارين غصب عن السيسي,,False,False,False,False,False,no_generation,train,1337,True,,,,,,
ar-0302,ar-g0199,ar,عد إلى هنا يا كسول ياشيوعي!,عد إلى هنا يا كسول بامن تؤيد الشيوعية!,,False,False,False,False,False,no_generation,train,1337,True,,,,,,
ar-0303,ar-g0344,ar,هو الاسماعيلى ده فريق متخلف يعنى ولا ايه يعنى ماهو عادى لو المصرى راح الماتش وعداكم كلكم ما تولعوا يعنى ماهو خايف ع…,هو الاسماعيلى ده فريق مبتدئ يعنى ولا ايه يعنى ماهو عادى لو المصرى راح الماتش وعداكم كلكم ما تولعوا يعنى ماهو خايف ع…,,False,False,False,False,False,no_generation,train,1337,True,,,,,,
ar-0306,ar-g0373,ar,وهو قطعة قمامة عديمة القيمة ينبغي أن يزال من منصبه في أقرب وقت ممكن.,وينبغي أن يعزل من منصبه في أقرب وقت ممكن.,,False,False,False,False,False,no_generation,train,1337,True,,,,,,
ar-0310,ar-g0058,ar,"اضحك مع خرافات الرافضة 😂🤣 قال الخميني: "" سَببُ مُلوحَة مِياه البحرِ هُو بكاء الأسماكِ على مقتلِ الحسين.! 📚|[بحر الأنوار(ص: ١٢٥)]","اضحك مع خرافات الشيعة😂🤣 قال الخميني: "" سَببُ مُلوحَة مِياه البحرِ هُو بكاء الأسماكِ على مقتلِ الحسين.! 📚|[بحر الأنوار(ص: ١٢٥)]",,False,False,False,False,False,no_generation,train,1337,True,,,,,,
ar-0314,ar-g0182,ar,سويت لاختي بطاقت تخرج وتعبت عليها وبالاخير قالت لحجيه م ابيها وراحت تسوي لنفسها اوكي حبي الله ياخدك😢😢💓💓,سويت لاختي بطاقت تخرج وتعبت عليها وبالاخير قالت م ابيها وراحت تسوي لنفسها اوكي حبي😢😢💓💓,,False,False,False,False,False,no_generation,train,1337,True,,,,,,
ar-0315,ar-g0294,ar,مش ملاحظة انك صايره دبه مره,مش ملاحظة انك صايره سمينه مره,,False,False,False,False,False,no_generation,train,1337,True,,,,,,
ar-0319,ar-g0274,ar,ليه انت ما عندك حمام؟ او بعدك بتعملها تحت الشجرة وبتمسح بالحجرة؟! لما قلت عنك غبي عنجد ما غل…,ليه انت ما عندك حمام؟ او بعدك بتعملها تحت الشجرة وبتمسح بالحجرة؟! لما قلت عنك ساذج عنجد ما غل…,,False,False,False,False,False,no_generation,train,1337,True,,,,,,
ar-0322,ar-g0180,ar,ستيفن كوك لة بصيرة ورؤية ثاقبة في الشرق الأوسط علشانة لايطيق قردوغان 😂,ستيفن كوك لة بصيرة ورؤية ثاقبة في الشرق الأوسط علشانة لايطيق أردوغان 😂,,False,False,False,False,False,no_generation,train,1337,True,,,,,,
ar-0323,ar-g0015,ar,أنت تعلم جيداً أنني لم أفعل عمل جاك اللعين .,أنت تعلم جيداً أنني لم أفعل شيئاً.,,False,False,False,False,False,no_generation,train,1337,True,,,,,,
ar-0324,ar-g0176,ar,روح كس اختك لا ترجع مرة تانية,روح لا ترجع مرة تانية,,False,False,False,False,False,no_generation,train,1337,True,,,,,,
ar-0340,ar-g0105,ar,انت احول فريقك داج ..بلاش مجامله وتطبيل على الحكم,انت مش شايف فريقك داج ..بلاش مجامله وتطبيل على الحكم,,False,False,False,False,False,no_generation,train,1337,True,,,,,,
ar-0341,ar-g0169,ar,دوري هبايل ثالث هدافين الابطال التاريخي وش يتميز عنه لوكاكو,دوري مبتدئين ثالث هدافين الابطال التاريخي وش يتميز عنه لوكاكو,,False,False,False,False,False,no_generation,train,1337,True,,,,,,
ar-0344,ar-g0381,ar,ياخوك نمزح بس انت لحجي,ياخوك نمزح بس انت بسيط,,False,False,False,False,False,no_generation,train,1337,True,,,,,,
ar-0347,ar-g0197,ar,عالا فكرا خوش كيدا عالا ماوقيع الوزاره ، ، فيه حاقا تهيماك صاخصيا ايا وزارا ؟ ال خارقيا يا حمار,عالا فكرا خوش كيدا عالا ماوقيع الوزاره ، ، فيه حاقا تهيماك صاخصيا ايا وزارا ؟ ال خارقيا,,False,False,False,False,False,no_generation,train,1337,True,,,,,,
ar-0349,ar-g0395,ar,يلعن امك انت وشعرك يارب حضور,يرحم امك انت وشعرك يارب حضور,,False,False,False,False,False,no_generation,train,1337,True,,,,,,
ar-0353,ar-g0331,ar,هذا ما يحدث عندما يرسل الحمقى صبيا ليقوم بعمل الرجال,هذا ما يحدث عندما ترسل فتى ليقوم بعمل رجل,,False,False,False,False,False,no_generation,train,1337,True,,,,,,
ar-0357,ar-g0006,ar,أريدكم جميعاً لنفسي، أيتها العاهرة.,أريدكم جميعا لنفسي,,False,False,False,False,False,no_generation,train,1337,True,,,,,,
ar-0358,ar-g0151,ar,حان الوقت لهؤلاء المهرجين للتقاعد.,حان الوقت لهؤلاء المنفذين للتقاعد.,,False,False,False,False,False,no_generation,train,1337,True,,,,,,
ar-0362,ar-g0286,ar,مدرب غبي مو عارف يوظف اللاعبين,مدرب ساذج مو عارف يوظف اللاعبين,,False,False,False,False,False,no_generation,train,1337,True,,,,,,
ar-0364,ar-g0372,ar,وهل الشريف يسمع لكلام شراميط من هي اليسا,وهل الشريف يسمع لكلام ساقطات من هي اليسا,,False,False,False,False,False,no_generation,train,1337,True,,,,,,
ar-0367,ar-g0158,ar,حوثيه و الاستايل بعد لحجي 🤢🤢,حوثيه والاستايل بعد بسيط 🤢🤢,,False,False,False,False,False,no_generation,train,1337,True,,,,,,
ar-0372,ar-g0147,ar,جونز هو مهرج متبجح يعتقد انه يمكن شراء أي شيء يريد، بما في ذلك الشعبية.,جونز يعتقد أنه يستطيع شراء أي شيء يريده، بما في ذلك الشعبية.,,False,False,False,False,False,no_generation,train,1337,True,,,,,,
ar-0376,ar-g0087,ar,الله يلعن ابوك حكم اقسم بالله واضح الفاول جعلك تتمنى الموت ولا تشوفه,يا لك من حكم اقسم بالله واضح الفاول جعلك تتمنى الموت ولا تشوفه,,False,False,False,False,False,no_generation,train,1337,True,,,,,,
ar-0385,ar-g0236,ar,كيفيك يا زنجي — انت عارف كم الساعه هسا؟,كيفيك يا اسمر — انت عارف كم الساعه هسا؟,,False,False,False,False,False,no_generation,train,1337,True,,,,,,
ar-0387,ar-g0139,ar,تعبت من أكاذيبك الخسيسة,تعبت من أكاذيبك,,False,False,False,False,False,no_generation,train,1337,True,,,,,,
ar-0390,ar-g0124,ar,بعيدا عن التنمر والتشمت لاكن شفت البيتموجي حق افنان وكانت دبة !! شلون تجي تتكلم ع الرشيقة هذاي😅,بعيدا عن التنمر والتشمت لاكن شفت البيتموجي حق افنان وكانت سمينة!! شلون تجي تتكلم ع الرشيقة هذاي😅,,False,False,False,False,False,no_generation,train,1337,True,,,,,,
ar-0393,ar-g0014,ar,أنا متأكد من أن بعضهم متحيز سياسيًا، وبعضها يغطي مؤخرته ويتظاهر بأنه لا يوجد شيء خاطئ.,أنا متأكد من أن بعضهم متحيز سياسيًا، ويتظاهر بأنه لا يوجد شيء خاطئ.,,False,False,False,False,False,no_generation,train,1337,True,,,,,,
ar-0394,ar-g0275,ar,ما استغربت لمن عرفت ان الي مسوي المقطع فلسطيزي لأن واضح فيه الحقد والحسد والدلاخة وبعده عن الدين وم…,ما استغربت لمن عرفت ان الي مسوي المقطع فلسطيني لأن واضح فيه الحقد والحسد والدلاخة وبعده عن الدين وم…,,False,False,False,False,False,no_generation,train,1337,True,,,,,,
ar-0396,ar-g0036,ar,إنهم يحاولون أن يجعلوك تتغوط في بنطالك كل مرة تسمع أسمهم,انهم يحاولون اخافتك في كل مرة تسمع اسمهم,,False,False,False,False,False,no_generation,train,1337,True,,,,,,
de-0001,de-g0007,de,#Lindner steckt heute Abend schon seinen Kopf in den Arsch von #Merkel widerlich #FDP,#Lindner schmeichelt sich heute Abend schon wieder bei #Merkel ein #FDP,,False,False,False,False,False,no_generation,train,1337,True,,,,,,
de-0003,de-g0293,de,"So ein schäbiger Lump, lässt Kinder im Krieg allein und Fahnenflucht","So eine Person, lässt Kinder im Krieg allein und Fahnenflucht",,False,False,False,False,False,no_generation,train,1337,True,,,,,,
de-0006,de-g0317,de,Und N24 geht mir auch aufs Arschloch heute morgen // Über Trump--er klage das Medien unehrlich sind!!?!?soll er mal nach🇩🇪kommen !!!!,Und N24 geht mir auch auf die Nerven heute morgen // Über Trump--er klage das Medien unehrlich sind!!?!?soll er mal nach🇩🇪kommen !!!!,,False,False,False,False,False,no_generation,train,1337,True,,,,,,
de-0007,de-g0096,de,Die Hetzer der ÖR Medien haben wieder Hochkonjunktur dieses ganze Schweinejournalisten Pack gehört entsorgt und dass schnellstmöglich. AFD,Die Kritiker der ÖR Medien haben wieder Hochkonjunktur diese ganzen Journalisten gehören weg und dass schnellstmöglich. AFD,,False,False,False,False,False,no_generation,train,1337,True,,,,,,
de-0008,de-g0322,de,Verdammt die Olle Merkel tritt wieder an !!!,die Merkel tritt wieder an !!!,,False,False,False,False,False,no_generation,train,1337,True,,,,,,
de-0011,de-g0367,de,dieser Holtmann scheint ein Grüner-Bastard zu sein! #BerichtAusBerlin,dieser Holtmann scheint ein Grüner-Anhänger zu sein! #BerichtAusBerlin,,False,False,False,False,False,no_generation,train,1337,True,,,,,,
de-0012,de-g0252,de,"Moin, moin, seid Ihr alle noch gesund und munter bei all dem geistigen Dünnpfiff im ""Merkel-Propagandaschrott"" ???😜","Moin, moin, seid Ihr alle noch gesund und munter bei all dem geistigen Quatsch in der ""Merkel-Propaganda"" ???😜",,False,False,False,False,False,no_generation,train,1337,True,,,,,,
de-0015,de-g0003,de,#Grüne und #FDP kriechen #Merkel doch jetzt schon in den Arsch damit sie nur schnell an die Macht kommen #CDU,#Grüne und #FDP wollen #Merkel doch jetzt schon gefallen damit sie nur schnell an die Macht kommen #CDU,,False,False,False,False,False,no_generation,train,1337,True,,,,,,
de-0017,de-g0262,de,"Nö, der sieht dumm aus. 😾","Nö, der gefällt mir optisch nicht.",,False,False,False,False,False,no_generation,train,1337,True,,,,,,
de-0021,de-g0010,de,#Sexuallkunde für #Flüchtlinge und #Migranten ... #Mama #Merkel bringt #Asylanten das ficken bei ... #Vergewaltigungen funktionieren bereits,#Sexuallkunde für #Flüchtlinge und #Migranten ... #Mama #Merkel bietet #Asylbewerbern Aufklärungsunterricht an  ... #Vergewaltigungen funktionieren bereits,,False,False,False,False,False,no_generation,train,1337,True,,,,,,
de-0022,de-g0215,de,"Ja schnell alle Bäume weg, 5G Handys kaufen und Bürgermeister den Sack lutschen du kleine Profesora","Ja schnell alle Bäume weg, 5G Handys kaufen und Bürgermeister schmeicheln Profesora",,False,False,False,False,False,no_generation,train,1337,True,,,,,,
de-0032,de-g0198,de,Ich will nicht das es Kriminellen Flüchtlingen Deserteuren und Feiglingen hier besser geht..erst recht nicht dem Afrika-Pack. Und weder bin ich Rassist noch ein Nazi noch xenophob....!,Ich will nicht das es Kriminellen Flüchtlingen und Deserteuren hier besser geht..erst recht nicht Menschen aus Afrika. Und weder bin ich Rassist noch ein Nazi noch xenophob....!,,False,False,False,False,False,no_generation,train,1337,True,,,,,,
de-0035,de-g0141,de,"Endlich, Trump streicht dem CIA die Gelder, die seit 1945 für weltweite Kriege sorgten - logisch, dass Merkel und Flintenuschi jaulen 💩","Endlich, Trump streicht dem CIA die Gelder, die seit 1945 für weltweite Kriege sorgten - logisch, dass Merkel und Von der Leyen jaulen",,False,False,False,False,False,no_generation,train,1337,True,,,,,,
de-0039,de-g0034,de,Also diesem Schweinepriester Lauterbach glaube ich keinen Cent....aber seiner Exfrau darf man getrost zuhören...seine Vita entspricht dem SPD-Standard...😃😃😃,Also diesem Lauterbach glaube ich keinen Cent....aber seiner Exfrau darf man getrost zuhören...seine Vita entspricht dem SPD-Standard...😃😃😃,,False,False,False,False,False,no_generation,train,1337,True,,,,,,
de-0041,de-g0396,de,wir brauchen das scheiß #Europa nicht ich bin #Deutscher und kein Europäer #btw2017,wir brauchen das #Europa nicht ich bin #Deutscher und kein Europäer #btw2017,,False,False,False,False,False,no_generation,train,1337,True,,,,,,
de-0042,de-g0255,de,Na klar kriegt der Lob von allen Seiten...ist ja ein Merkel-Blindenhund.. Wollt ihr tatsächliche Opfer sehen dann geht auf Friedhöfe oder sprecht mit den Angehörigen..!,Na klar kriegt der Lob von allen Seiten...ist ja ein Merkel-Anhänger.. Wollt ihr tatsächliche Opfer sehen dann geht auf Friedhöfe oder sprecht mit den Angehörigen..!,,False,False,False,False,False,no_generation,train,1337,True,,,,,,
de-0044,de-g0074,de,Dass wir diese ganzen IS-Kämpfer haben ist ausschließlich die. Schuld der Amerikaner. Scheinheiliges Volk.,Dass wir so viele IS-Kämpfer haben ist vor allem die. Schuld der Amerikaner.,,False,False,False,False,False,no_generation,train,1337,True,,,,,,
de-0046,de-g0163,de,"Gibt es überhaupt so viele Dreckslöcher in Deutschland, wenn die LINKEN sich bald verdrücken müßen ??","Gibt es überhaupt so viele Rückzugsorte in Deutschland, wenn die LINKEN sich bald verdrücken müßen ??",,False,False,False,False,False,no_generation,train,1337,True,,,,,,
de-0049,de-g0229,de,"Klar doch alles rechte böse Nazis. Was wissen die heute von damals? Fragt eure Omas, Mütter. Nicht was Hetzmedien verbreiten.","Klar doch alles rechte böse Nazis. Was wissen die heute von damals? Fragt eure Omas, Mütter. Nicht was Medien verbreiten.",,False,False,False,False,False,no_generation,train,1337,True,,,,,,
de-0051,de-g0312,de,"Träume und Wünsche...leider. Jamaika-Scheisse wird durchgesetzt....dafür sorgen schon die Lauch-Scheisser. Die bleiben klebend sitzend...der Troll Joschka hat’s Ihnen vorgemacht, die Warze Roth hat’s perfektioniert ..!","Träume und Wünsche...leider. Jamaika-Koalition wird durchgesetzt....dafür sorgen schon die Unterstützer|LBR| Die bleiben sitzen...der Joschka hat’s Ihnen vorgemacht, die Roth hat’s perfektioniert ..!",,False,False,False,False,False,no_generation,train,1337,True,,,,,,
de-0052,de-g0118,de,Die wievielte Generation Türken scheint hier auf der Straße zu sein ca.die 4te das Wespen Nest,Die wievielte Generation Türken scheint hier auf der Straße zu sein ca.die 4te,,False,False,False,False,False,no_generation,train,1337,True,,,,,,
de-0056,de-g0353,de,Wie dämlich sind Sie eigentlich? Sie sollten ihre Allgemeinbildung vervollständigen und Objektivität walten lassen. 🤢,Wie uninformiert sind Sie eigentlich? Sie sollten ihre Allgemeinbildung vervollständigen und Objektivität walten lassen. 🤢,,False,False,False,False,False,no_generation,train,1337,True,,,,,,
de-0059,de-g0241,de,"Mensch, Kauder müsste sich doch bepissen vor lachen, wenn er über diese Lüge nachdenkt 😂😂😂","Mensch, Kauder müsste sich doch kaum halten können vor lachen, wenn er über diese Lüge nachdenkt 😂😂😂",,False,False,False,False,False,no_generation,train,1337,True,,,,,,
de-0062,de-g0089,de,Deutschland das Land der drei Geschlechter der Duckmäuser und ja Sager der Toleranz Fanatiker. Das Land der Verblödung.,Deutschland das Land der drei Geschlechter der Angepassten und ja Sager der Toleranz Fanatiker.,,False,False,False,False,False,no_generation,train,1337,True,,,,,,
de-0063,de-g0183,de,"Ich bemerke in unseren Medien eine Strategie, die FDP gleich der AfD, zum Abschuss freizugeben.","Ich bemerke in unseren Medien eine Strategie, die FDP gleich der AfD, zu kritisieren.",,False,False,False,False,False,no_generation,train,1337,True,,,,,,
de-0066,de-g0080,de,Der IS eroberte in 100ten Städten auch die Ämter mit Mio Pässen u. verblödete Beamte wundern sich über Zig Identitäten von Krimigranten 😂😂😂,Der IS eroberte in 100ten Städten auch die Ämter mit Mio Pässen u. Beamte wundern sich über Zig Identitäten von Immigranten 😂😂😂,,False,False,False,False,False,no_generation,train,1337,True,,,,,,
de-0072,de-g0217,de,Jeder der in der Right Trash liste von irgendso nehm linken Hurensohn ist ist ein Ehrenmann,Jeder der in der Right Trash liste von irgendso nehm Linken ist ist ein Ehrenmann,,False,False,False,False,False,no_generation,train,1337,True,,,,,,
de-0074,de-g0193,de,Ich lass mir mein Land nicht von einer Horde Nafris und Antifaschisten nehmen deswegen bin ich #AFD wähler,Ich lass mir mein Land nicht von Norfafrikanern und Antifaschisten nehmen deswegen bin ich #AFD wähler,,False,False,False,False,False,no_generation,train,1337,True,,,,,,
de-0077,de-g0211,de,Ist mir scheissegal was der blöden Puppe angezogen wurde....Hauptsache Kent trägt eine Reichsuniform...!!,Ist mir egal was der Puppe angezogen wurde....Hauptsache Kent trägt eine Reichsuniform...!!,,False,False,False,False,False,no_generation,train,1337,True,,,,,,
de-0084,de-g0200,de,Ich würde Grüne mit einem Geschwür am Arsch der Welt bezeichnen. Ist aber meine persönliche Meinung. Ein Geschwür kann einen Körper zerstören oder ein ganzes Land.,Ich würde Grüne mit einem Geschwür der Welt bezeichnen. Ist aber meine persönliche Meinung. Ein Geschwür kann einen Körper zerstören oder ein ganzes Land.,,False,False,False,False,False,no_generation,train,1337,True,,,,,,
de-0085,de-g0076,de,Der DE Schweinejournalimus hat wieder Hochkonjunktur wie gehabt Hetze gegen Trump u dazu diskriminieren der größten DE Oppositionpartei AFD,Der DE Jorunalismus hat wieder Hochkonjunktur wie gehabt Stimmung machen gegen Trump u dazu diskriminieren der größten DE Oppositionpartei AFD,,False,False,False,False,False,no_generation,train,1337,True,,,,,,
de-0088,de-g0240,de,"Martin Schulz ist nichts, kann nichts und taugt nichts.Ein totaler. Versager, schon in der Schulzeit. Und trockener Alkoholiker.","Martin Schulz kann nichts und taugt nichts.Ein totaler. Versager, schon in der Schulzeit. Und trockener Alkoholiker.",,False,False,False,False,False,no_generation,train,1337,True,,,,,,
de-0090,de-g0184,de,"Ich brauche einen Blog, glaube ich, 140 Zeichen sind zu wenig. Get rid of #Islam #Muslims #rapefugees","Ich brauche einen Blog, glaube ich, 140 Zeichen sind zu wenig. Weg mit #Islam #Muslims",,False,False,False,False,False,no_generation,train,1337,True,,,,,,
de-0092,de-g0359,de,Younower zu werden ist der finale schritt um ein Hurensohn zu werden,Younower zu werden ist der finale schritt um unsympathisch zu werden,,False,False,False,False,False,no_generation,train,1337,True,,,,,,
de-0093,de-g0038,de,An alle Pferde Hunde Katzen Kühe usw....ihr seid voll im Arsch...!,An alle Pferde Hunde Katzen Kühe usw....ihr seid voll in der Klemme...!,,False,False,False,False,False,no_generation,train,1337,True,,,,,,
de-0097,de-g0195,de,Ich scheisse auf die GroKo !!!,Mir ist die GroKo egal !!!,,False,False,False,False,False,no_generation,train,1337,True,,,,,,
de-0104,de-g0067,de,"Das ist eine Moslem-Schlampe , die es hoffentlich noch bereuen wird .Ich habe kein Mitleid nur Schadenfreude!","Das ist eine Muslima, die es hoffentlich noch bereuen wird .Ich habe kein Mitleid nur Schadenfreude!",,False,False,False,False,False,no_generation,train,1337,True,,,,,,
de-0105,de-g0001,de,#Diesel-#Fahrverbote: Wie vorhergesagt nimmt ihnen das #Globalisten-#Dreckspack jetzt leistbare #Mobilität &amp; zerstört dt. Schlüsselindustrie,#Diesel-#Fahrverbote: Wie vorhergesagt nimmt ihnen das #Globalisten-Gruppe jetzt leistbare #Mobilität & zerstört dt. Schlüsselindustrie,,False,False,False,False,False,no_generation,train,1337,True,,,,,,
de-0106,de-g0223,de,"Kann bleiben wo sie ist, dumme Nuss🖕",Kann bleiben wo sie ist,,False,False,False,False,False,no_generation,train,1337,True,,,,,,
de-0109,de-g0027,de,"@USER_13 @USER_15 @USER_9 @USER_3 @USER_4 @USER_7 @USER_1 @USER_14 @USER_6 @USER_12 @USER_5 @USER_10 @USER_11 Ne, das gibts nicht, ist der Vollpfosten immer noch da???","@USER_13 @USER_15 @USER_9 @USER_3 @USER_4 @USER_7 @USER_1 @USER_14 @USER_6 @USER_12 @USER_5 @USER_10 @USER_11 Ne, das gibts nicht, ist der Typ immer noch da???",,False,False,False,False,False,no_generation,train,1337,True,,,,,,
de-0111,de-g0236,de,MEIN GOTT ! WAS HAT DIE SED-TRULLA MIT HILFE VON LINKEN U-BOOTEN AUS DEUTSCHLAND GEMACHT !?!? DAS DAS DAS DURFTE !!,MEIN GOTT ! WAS HAT DIE SED-FRAU MIT HILFE VON LINKEN U-BOOTEN AUS DEUTSCHLAND GEMACHT !?!? DAS DAS DAS DURFTE !!,,False,False,False,False,False,no_generation,train,1337,True,,,,,,
de-0118,de-g0339,de,"Wegen Pussys wie dir, gibt es in 🇩🇪keinen ernstzunehmenden Widerstand.","Wegen Menschen wie dir, gibt es in 🇩🇪keinen ernstzunehmenden Widerstand.",,False,False,False,False,False,no_generation,train,1337,True,,,,,,
de-0119,de-g0244,de,"Merkel: ""Die Bürger haben keine Lust auf Zuständigkeitsdebatten"" ??? Eben ein verlogenes Miststück mit ausreichender Denunziantenerfahrung😜","Merkel: ""Die Bürger haben keine Lust auf Zuständigkeitsdebatten"" ??? Eben eine Politikerin mit ausreichender rethorischer Erfahrung 😜",,False,False,False,False,False,no_generation,train,1337,True,,,,,,
de-0120,de-g0085,de,Der dumme Deutsche hat gewählt er läuft freiwillig zur Schlachtbank.. Armes dummes Deutschland.,Der Deutsche hat gewählt er läuft freiwillig zur Schlachtbank.. Armes Deutschland.,,False,False,False,False,False,no_generation,train,1337,True,,,,,,
de-0121,de-g0069,de,Das meiste geht eh wieder für die Asylanten drauf 🤮,Das meiste geht eh wieder für die Asylbewerber drauf,,False,False,False,False,False,no_generation,train,1337,True,,,,,,
de-0123,de-g0386,de,und was hat der Gabriel damals Versprochen ? Verlogen ist das Pack.Nie wieder SPD,und was hat der Gabriel damals Versprochen ? Verlogen sind sie.Nie wieder SPD,,False,False,False,False,False,no_generation,train,1337,True,,,,,,
de-0124,de-g0126,de,Du bist einfach nur noch lächerlich . #Bundestag,Du bist einfach nur noch fragwürdig . #Bundestag,,False,False,False,False,False,no_generation,train,1337,True,,,,,,
de-0125,de-g0324,de,Von Gauland wurde verlangt das er sich wegen ˋentsorgen‘ entschuldigen sollte.... Würde das von der Kröte auch verlangt..?,Von Gauland wurde verlangt das er sich wegen ˋentsorgen‘ entschuldigen sollte.... Würde das von der Person auch verlangt..?,,False,False,False,False,False,no_generation,train,1337,True,,,,,,
de-0130,de-g0258,de,"Nein, MAN USS regulieren, weil dieMieten sonst in dieHöhe steigen. Bauen bedeutet nicht, dass die Mieten sinken. Da werden wir massiv verarscht.","Nein, MAN USS regulieren, weil dieMieten sonst in dieHöhe steigen. Bauen bedeutet nicht, dass die Mieten sinken. Da werden wir hinters Licht geführt.",,False,False,False,False,False,no_generation,train,1337,True,,,,,,
de-0136,de-g0045,de,Bei diesen Kölner Staatsoberhäupter sind die Kölner verloren...oder verständlicher:...voll im Arsch..!!,Bei diesen Kölner Staatsoberhäupter sind die Kölner verloren...!!,,False,False,False,False,False,no_generation,train,1337,True,,,,,,
de-0138,de-g0332,de,"Was für Bullshit. Wenn er mit Wissen und Unterstützung von Merkel gehandelt hat, dann ist das ein Skandal der gesamten Bundesregierung!","Was für Unsinn. Wenn er mit Wissen und Unterstützung von Merkel gehandelt hat, dann ist das ein Skandal der gesamten Bundesregierung!",,False,False,False,False,False,no_generation,train,1337,True,,,,,,
de-0144,de-g0174,de,Hatte Yücel am Ende doch recht..?...ich bleibe bei meiner Aussage: 80% der deutsche sind verblödete Schwachsinnige... Ihnen ist 🇩🇪egal...!!,Hatte Yücel am Ende doch recht..?...ich bleibe bei meiner Aussage: 80% der deutsche sind ungebildete Leute... Ihnen ist 🇩🇪egal...!!,,False,False,False,False,False,no_generation,train,1337,True,,,,,,
de-0145,de-g0056,de,"Das Fette Schwein @USER_0 Gabriel Redet wieder auf ,alles vor der Wahl 2017 😂😂😂😂😂","@USER_0 Gabriel Redet wieder auf ,alles vor der Wahl 2017 😂😂😂😂😂",,False,False,False,False,False,no_generation,train,1337,True,,,,,,
de-0148,de-g0290,de,So ein Bullshit..... Du denkst es geht nicht dümmer?....dann kennst die SPDler nicht...😂😂,So ein Quatsch..... Du denkst es geht nicht schlimmer?....dann kennst die SPDler nicht...😂😂,,False,False,False,False,False,no_generation,train,1337,True,,,,,,
de-0149,de-g0320,de,Unsere Politiker sind zu blöd einen Terroristen auszuweisen weil er keinen Pass hat!!!,Unsere Politiker sind nicht schlau genug einen Terroristen auszuweisen weil er keinen Pass hat!!!,,False,False,False,False,False,no_generation,train,1337,True,,,,,,
de-0151,de-g0025,de,"@USER_0de @USER_0 In der Türkei, das Maul nicht riskieren und hier frech werden! Typisch Türke!","@USER_0de @USER_0 In der Türkei, nichts riskieren und hier frech werden! Typisch!",,False,False,False,False,False,no_generation,train,1337,True,,,,,,
de-0153,de-g0125,de,"Donald Trump ist ein Großmaul, das die Fakten zu den verkauften Autos. in D und USA nicht kennt. Er möge sein Maul halten.","Donald Trump ist eine Person, der die Fakten zu den verkauften Autos. in D und USA nicht kennt. Er möge leise sein.",,False,False,False,False,False,no_generation,train,1337,True,,,,,,
de-0154,de-g0113,de,Die hat doch den Arsch offen.,Die ist doch verwirrt.,,False,False,False,False,False,no_generation,train,1337,True,,,,,,
de-0157,de-g0285,de,"Sehe ich Kathrin Göring Eckart, Merkel, Gysi, Petry, Wagenknecht und all die anderen Wendehälse die uns heute regieren. Frage ich mich. War der Fall der Mauer ein Fehler.","Sehe ich Kathrin Göring Eckart, Merkel, Gysi, Petry, Wagenknecht und all die anderen wechselnhaften  Politiker die uns heute regieren. Frage ich mich. War der Fall der Mauer ein Fehler.",,False,False,False,False,False,no_generation,train,1337,True,,,,,,
de-0158,de-g0114,de,"Die liebt Wahlkampf, andere lieben ihre Familien. Zum kotzen, was die SPD alles tut, um an der Macht zu kleben.","Die liebt Wahlkampf, andere lieben ihre Familien. Erstaunlich, was die SPD alles tut, um an der Macht zu bleiben.",,False,False,False,False,False,no_generation,train,1337,True,,,,,,
de-0168,de-g0363,de,das hätte ich der #FDP nicht zugetraut alle Achtung! nur die #Grünen kriechen allen in den Arsch,das hätte ich der #FDP nicht zugetraut alle Achtung! nur die #Grünen schmeicheln sich bei allen ein,,False,False,False,False,False,no_generation,train,1337,True,,,,,,
de-0170,de-g0330,de,"Was die allermeisten immer noch nicht begriffen haben: Der #Islam hat seine eigenen #Menschenrechte, #scharia-basiert. Ihr Deppen!","Was die allermeisten immer noch nicht begriffen haben: Der #Islam hat seine eigenen #Menschenrechte, #scharia-basiert.",,False,False,False,False,False,no_generation,train,1337,True,,,,,,
de-0173,de-g0191,de,Ich kritisiere insbesondere das scheinheilige Verhalten aller Mitglieder des Bundestags.,Ich kritisiere insbesondere das Verhalten aller Mitglieder des Bundestags.,,False,False,False,False,False,no_generation,train,1337,True,,,,,,
de-0177,de-g0336,de,"Was habe ich mit dem Faschisten Erdogan zu tun? Und Dein Beileid kannst Du Dir hinschieben, wo die Sonne nie scheint.",Was habe ich mit dem Faschisten Erdogan zu tun? Und Dein Beileid kannst Du vergessen!,,False,False,False,False,False,no_generation,train,1337,True,,,,,,
