source_dataset,source_config,source_split,id,language,label,length,toxic_input_raw,toxic_input_processing,existing_parallel_overlap,phase1_status
AfriHate,yor,train,train_yoruba_00070,Yorùbá,Abuse,196,ìròrìakéwì ọ̀pọ̀ sùúrù níí mú ọlọ́gbọ́n dà bíi òmùgọ̀ ọjọ́ ẹni tí a rẹ́ jẹ títí bíi ẹran súnsun ba fẹ jàjà kọ ìwọ̀sí nii di alágídíagbèraga ẹ̀dá ènìyàn  jcmcayodeji sodiq olalekan  yorùbá ewi poet,ìròrìakéwì ọ̀pọ̀ sùúrù níí mú ọlọ́gbọ́n dà bíi òmùgọ̀ ọjọ́ ẹni tí a rẹ́ jẹ títí bíi ẹran súnsun ba fẹ jàjà kọ ìwọ̀sí nii di alágídíagbèraga ẹ̀dá ènìyàn jcmcayodeji sodiq olalekan yorùbá ewi poet,False,raw_native_annotated_toxic
AfriHate,yor,train,train_yoruba_01596,Yorùbá,Abuse,137,ọgbọ́n àgbọ́njù ní ńsọ ẹni diwin bí oògún bá pọ̀ lápọ̀jù a sọni di wèrè bóbìnrín bá gbọ́n àgbọ́njù péńpé laṣọ ọkọọ ẹ̀ ńmọ  esinoro yoruba,ọgbọ́n àgbọ́njù ní ńsọ ẹni diwin bí oògún bá pọ̀ lápọ̀jù a sọni di wèrè bóbìnrín bá gbọ́n àgbọ́njù péńpé laṣọ ọkọọ ẹ̀ ńmọ esinoro yoruba,False,raw_native_annotated_toxic
AfriHate,yor,test,dev_yoruba_00505,Yorùbá,Hate,78,"""tí àlàrò bàní kò dà fun liverpool  àlàlè à sò wipé no 😭😭.. eleribu team ##url","""tí àlàrò bàní kò dà fun liverpool àlàlè à sò wipé no 😭😭.. eleribu team URL",False,raw_native_annotated_toxic
AfriHate,yor,train,train_yoruba_02939,Yorùbá,Abuse,121,ọgbọ́n àgbọ́njù ní ńsọ ẹni diwin bí oògún bá pọ̀ lápọ̀jù a sọni di wèrè bóbìnrín bá gbọ́n àgbọ́njù péńpé laṣọ ọkọọ ẹ̀ ńmọ,ọgbọ́n àgbọ́njù ní ńsọ ẹni diwin bí oògún bá pọ̀ lápọ̀jù a sọni di wèrè bóbìnrín bá gbọ́n àgbọ́njù péńpé laṣọ ọkọọ ẹ̀ ńmọ,False,raw_native_annotated_toxic
AfriHate,yor,train,train_yoruba_00026,Yorùbá,Abuse,161,"""@username okan e o ni ri isinmi. lati inu laalaa, so laasigbo bi iwo ati awon ebi e maa maa ko si. iwo kini radarada oshi yii.   alatenuje. o de ni ye toro je.""","""@USER okan e o ni ri isinmi. lati inu laalaa, so laasigbo bi iwo ati awon ebi e maa maa ko si. iwo kini radarada oshi yii. alatenuje. o de ni ye toro je.""",False,raw_native_annotated_toxic
AfriHate,yor,train,train_yoruba_02872,Yorùbá,Hate,141,"""@username which nigerians and lagosians? ṣé eléyìí tí yà werey ni 😂😂😂😂😂, we are rejoicing already, please carry your wàhálà go anambra 😂😂😂😂""","""@USER which nigerians and lagosians? ṣé eléyìí tí yà werey ni 😂😂😂😂😂, we are rejoicing already, please carry your wàhálà go anambra 😂😂😂😂""",False,raw_native_annotated_toxic
AfriHate,yor,train,train_yoruba_03389,Yorùbá,Abuse,191,"""better said than done. how did a bad job raising you. this werey that is always in people's matter. doyin elenu pepeye gossipmi, you gossip ṣọtẹ carry am come birthday bash. alailopolo ##url","""better said than done. how did a bad job raising you. this werey that is always in people's matter. doyin elenu pepeye gossipmi, you gossip ṣọtẹ carry am come birthday bash. alailopolo URL",False,raw_native_annotated_toxic
AfriHate,yor,train,train_yoruba_02374,Yorùbá,Abuse,119,"""boda gbemi mi owon @username ,  olayinka mi dear @username , werey @username , boss @username . good morning all ##url","""boda gbemi mi owon @USER , olayinka mi dear @USER , werey @USER , boss @USER . good morning all URL",False,raw_native_annotated_toxic
AfriHate,yor,train,train_yoruba_00008,Yorùbá,Hate,271,"""ani afofungbemu ní yín, ẹ si ni inú a n ro kan kan. ọ̀pọ̀lọpọ̀ yin o si ni ọpọlọ kan, gbogbo ọpọlọ to ye ke ma fi ronú ni àwọn baba n la baba yin ti fi jagun biafra. mi o ri yin bawo, nigba ti o jẹ wípé ẹ kuku tẹ́lẹ̀ ojukwu bi afoju, ohin si gbe yin handicap. were ##url","""ani afofungbemu ní yín, ẹ si ni inú a n ro kan kan. ọ̀pọ̀lọpọ̀ yin o si ni ọpọlọ kan, gbogbo ọpọlọ to ye ke ma fi ronú ni àwọn baba n la baba yin ti fi jagun biafra. mi o ri yin bawo, nigba ti o jẹ wípé ẹ kuku tẹ́lẹ̀ ojukwu bi afoju, ohin si gbe yin handicap. were URL",False,raw_native_annotated_toxic
AfriHate,yor,train,train_yoruba_01966,Yorùbá,Hate,167,nígbà tí ó máa fi di ọdún ilé ọlá ti di ahoro àwọn ọ̀daràn ẹyẹ tí í musàn fúlàní ti fi ogun tú ọ̀yọ́ilé àwọn èèyàn wa ń sá àsálà fún ẹ̀mí wọn lọ sí ìlú òdìkejì bí ifẹ̀,nígbà tí ó máa fi di ọdún ilé ọlá ti di ahoro àwọn ọ̀daràn ẹyẹ tí í musàn fúlàní ti fi ogun tú ọ̀yọ́ilé àwọn èèyàn wa ń sá àsálà fún ẹ̀mí wọn lọ sí ìlú òdìkejì bí ifẹ̀,False,raw_native_annotated_toxic
AfriHate,yor,train,test_yoruba_00472,Yorùbá,Abuse,21,"""ólófó lò binù òlògò""","""ólófó lò binù òlògò""",False,raw_native_annotated_toxic
AfriHate,yor,train,dev_yoruba_00467,Yorùbá,Abuse,97,"""ìwọ ọmọ àlè jati jati yi, gbogbo yín tí ẹ fẹ dá orile-ede yi láàmú ọlọ́run a dá yín láàmú. ##url","""ìwọ ọmọ àlè jati jati yi, gbogbo yín tí ẹ fẹ dá orile-ede yi láàmú ọlọ́run a dá yín láàmú. URL",False,raw_native_annotated_toxic
AfriHate,yor,test,train_yoruba_02603,Yorùbá,Hate,56,"""@username ani olodo ni eyin hausa rederede yii🤦‍♂️🤦‍♂️""","""@USER ani olodo ni eyin hausa rederede yii🤦‍♂️🤦‍♂️""",False,raw_native_annotated_toxic
AfriHate,yor,test,test_yoruba_00667,Yorùbá,Hate,95,ẹlẹ́yàmẹ̀yà pọ̀ nínú àwọn lárúbáwá wọ́n kórira àwa adúláwọ̀ púpọ̀ ojú ẹru ni wọ́n máa fi nwò wá,ẹlẹ́yàmẹ̀yà pọ̀ nínú àwọn lárúbáwá wọ́n kórira àwa adúláwọ̀ púpọ̀ ojú ẹru ni wọ́n máa fi nwò wá,False,raw_native_annotated_toxic
AfriHate,yor,train,train_yoruba_00555,Yorùbá,Abuse,65,"""@username oh sorry, aunty se olodo niyin ni ma? 🏃🏼‍♂️🏃🏼‍♂️🏃🏼‍♂️""","""@USER oh sorry, aunty se olodo niyin ni ma? 🏃🏼‍♂️🏃🏼‍♂️🏃🏼‍♂️""",False,raw_native_annotated_toxic
AfriHate,yor,test,train_yoruba_02145,Yorùbá,Hate,134,paga sangba fo emo re o ewo bi awon omo ibo omo leyin nnamudii kanuu olori egbe ipob biafura se mu kumo obe lati wa hausa lu pa ni aba,paga sangba fo emo re o ewo bi awon omo ibo omo leyin nnamudii kanuu olori egbe ipob biafura se mu kumo obe lati wa hausa lu pa ni aba,False,raw_native_annotated_toxic
AfriHate,yor,test,train_yoruba_01915,Yorùbá,Hate,126,yunfa ló gba àwọn ọ̀darànmọràn fúlàní lálejò lókè ọya àfọ̀njá ló pè wọ́n wá sí ilẹ̀ káàárọ̀oòjíire àmọ́ báwo ló ṣe ṣẹlẹ̀ ganan,yunfa ló gba àwọn ọ̀darànmọràn fúlàní lálejò lókè ọya àfọ̀njá ló pè wọ́n wá sí ilẹ̀ káàárọ̀oòjíire àmọ́ báwo ló ṣe ṣẹlẹ̀ ganan,False,raw_native_annotated_toxic
AfriHate,yor,validation,train_yoruba_02051,Yorùbá,Abuse,97,"""omo ologo (omo ologo) omo ologo (omo ologo) won fe gbogo mo mii lowo awon olofo (awon olofo)...""","""omo ologo (omo ologo) omo ologo (omo ologo) won fe gbogo mo mii lowo awon olofo (awon olofo)...""",False,raw_native_annotated_toxic
AfriHate,yor,test,train_yoruba_00150,Yorùbá,Abuse,43,"""#thecartelshrine ##url  awon oloyibo oshi""","""#thecartelshrine URL awon oloyibo oshi""",False,raw_native_annotated_toxic
AfriHate,yor,test,train_yoruba_01882,Yorùbá,Abuse,63,"""oloriburuku ni bobo e sha... bobo e ti ya werey ooh 😀😀😀😀 ##url","""oloriburuku ni bobo e sha... bobo e ti ya werey ooh 😀😀😀😀 URL",False,raw_native_annotated_toxic
AfriHate,yor,train,train_yoruba_01886,Yorùbá,Abuse,123,"""@username high speed train,  òmakè ga ò!!! in naija  these òlòribùrùkù are reducing train speed because of stray cattles.""","""@USER high speed train, òmakè ga ò!!! in naija these òlòribùrùkù are reducing train speed because of stray cattles.""",False,raw_native_annotated_toxic
AfriHate,yor,test,train_yoruba_00749,Yorùbá,Hate,147,"""you are really mad  and your attitude towards the word 'enervating' is getting particularly irritatingly enervating. oloshi  omo ibo oshi🙄🙄🙄 ##url","""you are really mad and your attitude towards the word 'enervating' is getting particularly irritatingly enervating. oloshi omo ibo oshi🙄🙄🙄 URL",False,raw_native_annotated_toxic
AfriHate,yor,validation,dev_yoruba_00714,Yorùbá,Abuse,126,ọmọdé kékeré ni ọjọ́ orí rẹ̀ ò lè ju ọdún mẹ́wàá sí méjìà lọ wèrè ni mo rí i lẹ́bàáa títì ńgbàa mo rè é ra sèré mo kó àánú rẹ̀,ọmọdé kékeré ni ọjọ́ orí rẹ̀ ò lè ju ọdún mẹ́wàá sí méjìà lọ wèrè ni mo rí i lẹ́bàáa títì ńgbàa mo rè é ra sèré mo kó àánú rẹ̀,False,raw_native_annotated_toxic
AfriHate,yor,train,train_yoruba_00976,Yorùbá,Abuse,223,"""@username do you even know what pandora business is all about?. awe ma argue mọ jare. ọrọ radarada lo n tweet. ti wọn ba ti sọ ootọ ọrọ fún e next time ko yee jiyàn. you see now, obinrin wa n lecture e. o fuck up big time""","""@USER do you even know what pandora business is all about?. awe ma argue mọ jare. ọrọ radarada lo n tweet. ti wọn ba ti sọ ootọ ọrọ fún e next time ko yee jiyàn. you see now, obinrin wa n lecture e. o fuck up big time""",False,raw_native_annotated_toxic
AfriHate,yor,validation,train_yoruba_02356,Yorùbá,Abuse,190,"""somebody that i'm just looking at. which mumu amosun ?  outside of abeokuta, the roads are out of shape. no where looks neat. ota, owode, yewa, agbara, igbesa, ìjẹ̀bú òde (fair), etc. ##url","""somebody that i'm just looking at. which mumu amosun ? outside of abeokuta, the roads are out of shape. no where looks neat. ota, owode, yewa, agbara, igbesa, ìjẹ̀bú òde (fair), etc. URL",False,raw_native_annotated_toxic
AfriHate,yor,train,train_yoruba_00518,Yorùbá,Abuse,35,You are going nowhere ọgbẹni. Rest.,You are going nowhere ọgbẹni. Rest.,False,raw_native_annotated_toxic
AfriHate,yor,test,train_yoruba_03003,Yorùbá,Hate,247,"""ekiti kete oo!   lule, lona ati loko....can't figure out d rest..  anyways if u find yourself in ado ekiti this friday..  👇  tis a grand opening with a few freebies..from 12pm.  * 🍕  * abula experience.. *deliveries are available. @username ##url","""ekiti kete oo! lule, lona ati loko....can't figure out d rest.. anyways if u find yourself in ado ekiti this friday.. 👇 tis a grand opening with a few freebies..from 12pm. * 🍕 * abula experience.. *deliveries are available. @USER URL",False,raw_native_annotated_toxic
AfriHate,yor,train,dev_yoruba_00322,Yorùbá,Abuse,98,"""@username mashafani oloriburuku omashofo danu ni uselesss head of hooligans, you will waste ni 😂""","""@USER mashafani oloriburuku omashofo danu ni uselesss head of hooligans, you will waste ni 😂""",False,raw_native_annotated_toxic
AfriHate,yor,train,dev_yoruba_00597,Yorùbá,Abuse,69,"""@username olodo rapata. but now u know how to make real babies 🤦‍♂️""","""@USER olodo rapata. but now u know how to make real babies 🤦‍♂️""",False,raw_native_annotated_toxic
AfriHate,yor,train,train_yoruba_00413,Yorùbá,Abuse,65,"""look at the people we are praying for. a se ęranko ni won. ##url","""look at the people we are praying for. a se ęranko ni won. URL",False,raw_native_annotated_toxic
AfriHate,yor,test,test_yoruba_00682,Yorùbá,Abuse,141,"""@username o n dun e ni wa to gbon ode oshi. ko ni fa fun àwọn to ni e,. o de ni jere iwo gann o no gbadun omo irankiran. afofun gbemu oponu""","""@USER o n dun e ni wa to gbon ode oshi. ko ni fa fun àwọn to ni e,. o de ni jere iwo gann o no gbadun omo irankiran. afofun gbemu oponu""",False,raw_native_annotated_toxic
AfriHate,yor,train,train_yoruba_00872,Yorùbá,Abuse,126,"""hoeloshi, ashewo, oniranu, alainikanshe , ode, olori nla 😒😒  haaa, if only i can lay my head somewhere like that now 🥺🥺 ##url","""hoeloshi, ashewo, oniranu, alainikanshe , ode, olori nla 😒😒 haaa, if only i can lay my head somewhere like that now 🥺🥺 URL",False,raw_native_annotated_toxic
AfriHate,yor,train,train_yoruba_00456,Yorùbá,Hate,137,"""let's all call out @username omo ale yoruba ni seyi makinde, eru fulani ni pelu  seyi should be trending more the sunday igboho!   ##url","""let's all call out @USER omo ale yoruba ni seyi makinde, eru fulani ni pelu seyi should be trending more the sunday igboho! URL",False,raw_native_annotated_toxic
AfriHate,yor,train,dev_yoruba_00440,Yorùbá,Abuse,219,"""fellow nigerian youth, please who are the children @username talking about? is he calling us children? ""ogede ti wo koko ye tan o ti wa di igi buruku"" were jatijati... #sorosokegeneration #desmondidiot #goodgovernance""","""fellow nigerian youth, please who are the children @USER talking about? is he calling us children? ""ogede ti wo koko ye tan o ti wa di igi buruku"" were jatijati... #sorosokegeneration #desmondidiot #goodgovernance""",False,raw_native_annotated_toxic
AfriHate,yor,test,train_yoruba_02775,Yorùbá,Hate,96,"""radarada! so, you want to be terrorising me in my state, ori ẹyin fúlàní yìí má ti dàrú o ##url","""radarada! so, you want to be terrorising me in my state, ori ẹyin fúlàní yìí má ti dàrú o URL",False,raw_native_annotated_toxic
AfriHate,yor,test,train_yoruba_02534,Yorùbá,Hate,203,"""@username arindin agba…i b political party? ori yin ti yi ni camp yi yen..drug dealer gbogbo..egbe payan payan. egbe olodo. egbe madaru. egbe gbewiri..oloshi ara ee sho ti lo gba post ti wan fe fun e🤡🤣""","""@USER arindin agba…i b political party? ori yin ti yi ni camp yi yen..drug dealer gbogbo..egbe payan payan. egbe olodo. egbe madaru. egbe gbewiri..oloshi ara ee sho ti lo gba post ti wan fe fun e🤡🤣""",False,raw_native_annotated_toxic
AfriHate,yor,train,train_yoruba_03253,Yorùbá,Abuse,44,"""awon oloshi lo po ju lori app yii men....👌""","""awon oloshi lo po ju lori app yii men....👌""",False,raw_native_annotated_toxic
AfriHate,yor,train,train_yoruba_00702,Yorùbá,Abuse,61,"""😅🤣🤣🤣... ogbeni sorosoke o!!! awon weyrey ti disguise 😅 ##url","""😅🤣🤣🤣... ogbeni sorosoke o!!! awon weyrey ti disguise 😅 URL",False,raw_native_annotated_toxic
AfriHate,yor,validation,train_yoruba_01481,Yorùbá,Abuse,72,"""oloriburuku ni bobo yi se. i hope one of you beat him up one day. ##url","""oloriburuku ni bobo yi se. i hope one of you beat him up one day. URL",False,raw_native_annotated_toxic
AfriHate,yor,test,train_yoruba_01458,Yorùbá,Hate,72,Oloriburuku Omo ale....we don't want atowunrinwa in our government house,Oloriburuku Omo ale....we don't want atowunrinwa in our government house,False,raw_native_annotated_toxic
AfriHate,yor,test,train_yoruba_02911,Yorùbá,Hate,86,"""omisore delivers ife to apc as #osundecides   ademola ati egbe pdp ti lule 😆😆😆😆 ##url","""omisore delivers ife to apc as #osundecides ademola ati egbe pdp ti lule 😆😆😆😆 URL",False,raw_native_annotated_toxic
AfriHate,yor,train,train_yoruba_03160,Yorùbá,Abuse,135,"""watching the disciples of the android version of drake come for burna. o da pe gbogbo yin ti ya werey gan. eyin omo ale radarada ##url","""watching the disciples of the android version of drake come for burna. o da pe gbogbo yin ti ya werey gan. eyin omo ale radarada URL",False,raw_native_annotated_toxic
AfriHate,yor,validation,train_yoruba_00336,Yorùbá,Abuse,114,"""won ba ti fi ogun baye awon werey yen je, ki won she won yama yama, awon oloriburuku, oloshi, aye won ma baje ni""","""won ba ti fi ogun baye awon werey yen je, ki won she won yama yama, awon oloriburuku, oloshi, aye won ma baje ni""",False,raw_native_annotated_toxic
AfriHate,yor,validation,dev_yoruba_00256,Yorùbá,Abuse,39,"""leemaooooooo eranko ni elomi sha ##url","""leemaooooooo eranko ni elomi sha URL",False,raw_native_annotated_toxic
AfriHate,yor,validation,test_yoruba_00437,Yorùbá,Hate,28,"""@username olofo ọmọ àgbàdo""","""@USER olofo ọmọ àgbàdo""",False,raw_native_annotated_toxic
AfriHate,yor,train,train_yoruba_00366,Yorùbá,Abuse,24,"""@username olódò ràbàtà""","""@USER olódò ràbàtà""",False,raw_native_annotated_toxic
AfriHate,yor,test,train_yoruba_01544,Yorùbá,Hate,142,"""ati cardinale ati scaroni ati furlani ati maldini ati massara ati pioli  gbogbo yin ti ya weyrey  paul and gordon singer, okan yin o ni bale""","""ati cardinale ati scaroni ati furlani ati maldini ati massara ati pioli gbogbo yin ti ya weyrey paul and gordon singer, okan yin o ni bale""",False,raw_native_annotated_toxic
AfriHate,yor,test,train_yoruba_00868,Yorùbá,Abuse,82,"""see them.. àwọn set  that's benefiting from policemen sugar daddies.  olofo ##url","""see them.. àwọn set that's benefiting from policemen sugar daddies. olofo URL",False,raw_native_annotated_toxic
AfriHate,yor,validation,test_yoruba_00350,Yorùbá,Abuse,82,"""kòkòrò ìfé ❤ bite me yesterday, kia kia mo sáré da antidote bo werey😂😂. no time.""","""kòkòrò ìfé ❤ bite me yesterday, kia kia mo sáré da antidote bo werey😂😂. no time.""",False,raw_native_annotated_toxic
AfriHate,yor,train,train_yoruba_00667,Yorùbá,Hate,65,"""what’s hantavirus again???🤡🤡🤡..   awon oyinbo yi ti ya weyrey o""","""what’s hantavirus again???🤡🤡🤡.. awon oyinbo yi ti ya weyrey o""",False,raw_native_annotated_toxic
AfriHate,yor,train,dev_yoruba_00516,Yorùbá,Abuse,36,"""@username ori eleyi to buru bayi o""","""@USER ori eleyi to buru bayi o""",False,raw_native_annotated_toxic
AfriHate,yor,test,test_yoruba_00232,Yorùbá,Hate,44,ìsọ̀ọ àbókí ni mo lọ lánàá ni bá rí bàbádúdú,ìsọ̀ọ àbókí ni mo lọ lánàá ni bá rí bàbádúdú,False,raw_native_annotated_toxic
AfriHate,yor,train,dev_yoruba_00260,Yorùbá,Abuse,32,"""olórí burúkú ni gbogboyin ##url","""olórí burúkú ni gbogboyin URL",False,raw_native_annotated_toxic
AfriHate,yor,train,test_yoruba_00230,Yorùbá,Abuse,27,"""ọmọ àlè gidi 😂 😂 😂 😂 ##url","""ọmọ àlè gidi 😂 😂 😂 😂 URL",False,raw_native_annotated_toxic
AfriHate,yor,validation,train_yoruba_00940,Yorùbá,Abuse,212,"""@username kino dafun o, osini s'orire. oloriburuku. ọmọ ale, ole. you should rather wake up from your reality. ọlọriburuku. you won't die well, whatever you wish me shall be fall on you and whoever you cherish.""","""@USER kino dafun o, osini s'orire. oloriburuku. ọmọ ale, ole. you should rather wake up from your reality. ọlọriburuku. you won't die well, whatever you wish me shall be fall on you and whoever you cherish.""",False,raw_native_annotated_toxic
AfriHate,yor,train,test_yoruba_00023,Yorùbá,Abuse,35,"""oniranu omo lo poju ninu yin 😎😎😎😎""","""oniranu omo lo poju ninu yin 😎😎😎😎""",False,raw_native_annotated_toxic
AfriHate,yor,train,train_yoruba_00147,Yorùbá,Abuse,252,"""leave @username alone, don't drag his name in the mud like you are dragging people who are sacrificing everything for #endsarsprotests . he is not running for anything and don't drag him to be on any mumu committee. eléríbú ni púpò nínú yín. #endswat""","""leave @USER alone, don't drag his name in the mud like you are dragging people who are sacrificing everything for #endsarsprotests . he is not running for anything and don't drag him to be on any mumu committee. eléríbú ni púpò nínú yín. #endswat""",False,raw_native_annotated_toxic
AfriHate,yor,train,test_yoruba_00349,Yorùbá,Abuse,164,àpọ́n di ògi ó ṣààrò  ẹni tí ó ti gbó sí nǹkan ni à ń pè ní ògi àpọ́n máa ń dákà jẹ ni àmọ́ bí àpọ́n bá pẹ́ títí tí kò láya nílé yóò pàpà ṣe ààrò fún iná oúnjẹ dídá,àpọ́n di ògi ó ṣààrò ẹni tí ó ti gbó sí nǹkan ni à ń pè ní ògi àpọ́n máa ń dákà jẹ ni àmọ́ bí àpọ́n bá pẹ́ títí tí kò láya nílé yóò pàpà ṣe ààrò fún iná oúnjẹ dídá,False,raw_native_annotated_toxic
AfriHate,yor,test,dev_yoruba_00595,Yorùbá,Hate,212,à ń kí ara wa kú u òmìnira àmọ́ ṣé lóòótọ́ ni wípé a ò sí lóko ẹrú mọ́ ṣé lóòótọ́ ni wípé a gba òmìnira ṣé lóòótọ́ ni wípé a ò sì lábẹ́ àwọn èèbó amúnisìn mọ́ ṣé lóòótọ́ ni wípé a ti dá dúró gedegbe ṣé lóòótọ́ ni,à ń kí ara wa kú u òmìnira àmọ́ ṣé lóòótọ́ ni wípé a ò sí lóko ẹrú mọ́ ṣé lóòótọ́ ni wípé a gba òmìnira ṣé lóòótọ́ ni wípé a ò sì lábẹ́ àwọn èèbó amúnisìn mọ́ ṣé lóòótọ́ ni wípé a ti dá dúró gedegbe ṣé lóòótọ́ ni,False,raw_native_annotated_toxic
AfriHate,yor,train,train_yoruba_01565,Yorùbá,Abuse,109,"""even with all the advice you still give man u straight win with your school fees oniranu ni boy yi sha ##url","""even with all the advice you still give man u straight win with your school fees oniranu ni boy yi sha URL",False,raw_native_annotated_toxic
AfriHate,yor,test,dev_yoruba_00237,Yorùbá,Hate,237,ọoa ta lẹ rí tó lọ sọ́run bọ̀ rí tó dé tó ní báyìí ni wọ́n ń ṣe lọ́run kò sí ṣé a rí ẹni tó lọ tó dé rí tó ní òun kò rí ọ̀run wọ̀ ẹ máà jẹ́ ká tanra wa jẹ nígbà tí kò ti síyẹn èmi ò gba gbogbo èyí táwọn ẹlẹ́sìn méjèèjì ń ṣe yẹn gbọ́ rárá,ọoa ta lẹ rí tó lọ sọ́run bọ̀ rí tó dé tó ní báyìí ni wọ́n ń ṣe lọ́run kò sí ṣé a rí ẹni tó lọ tó dé rí tó ní òun kò rí ọ̀run wọ̀ ẹ máà jẹ́ ká tanra wa jẹ nígbà tí kò ti síyẹn èmi ò gba gbogbo èyí táwọn ẹlẹ́sìn méjèèjì ń ṣe yẹn gbọ́ rárá,False,raw_native_annotated_toxic
AfriHate,yor,test,train_yoruba_01849,Yorùbá,Hate,39,"""supreme court tún ti fẹ̀yìn wọn lulẹ̀""","""supreme court tún ti fẹ̀yìn wọn lulẹ̀""",False,raw_native_annotated_toxic
AfriHate,yor,train,test_yoruba_00179,Yorùbá,Abuse,203,"""@username oloriburuku ni gbogbo awon family ee for you not have sense to engage tweet without cause and insult.😏  she's my wife with a beautiful daughter already, na weeding party we never throw.🤡 ##url","""@USER oloriburuku ni gbogbo awon family ee for you not have sense to engage tweet without cause and insult.😏 she's my wife with a beautiful daughter already, na weeding party we never throw.🤡 URL",False,raw_native_annotated_toxic
AfriHate,yor,train,dev_yoruba_00004,Yorùbá,Abuse,87,"""they're lucky to still be attending schools like baze and babcock   awon oniranu ##url","""they're lucky to still be attending schools like baze and babcock awon oniranu URL",False,raw_native_annotated_toxic
AfriHate,yor,test,train_yoruba_02129,Yorùbá,Abuse,57,"""@username wa se orire fun reply yi,oloriburuku gidi ni.""","""@USER wa se orire fun reply yi,oloriburuku gidi ni.""",False,raw_native_annotated_toxic
AfriHate,yor,train,train_yoruba_00218,Yorùbá,Abuse,188,"""@username ori yin ti buru. foolish politicians are there deliberating on how they want to slash your salary and you're here spewing rubbish. oju yin maa to bo. your body go do wotorwotor""","""@USER ori yin ti buru. foolish politicians are there deliberating on how they want to slash your salary and you're here spewing rubbish. oju yin maa to bo. your body go do wotorwotor""",False,raw_native_annotated_toxic
AfriHate,yor,validation,dev_yoruba_00057,Yorùbá,Abuse,88,"""@username joey barton has always and will continue to be a foooooool.. oloriburuku....""","""@USER joey barton has always and will continue to be a foooooool.. oloriburuku....""",False,raw_native_annotated_toxic
AfriHate,yor,validation,test_yoruba_00205,Yorùbá,Abuse,99,ọ̀pàpà paradà ó dèèmọ̀ gòdògbò taani ò mọ̀ pẹ́nu àgbà òṣèlú lèèmọ̀ ti ń gbó àgbà òṣèlú àgbà ọ̀jẹ̀lú,ọ̀pàpà paradà ó dèèmọ̀ gòdògbò taani ò mọ̀ pẹ́nu àgbà òṣèlú lèèmọ̀ ti ń gbó àgbà òṣèlú àgbà ọ̀jẹ̀lú,False,raw_native_annotated_toxic
AfriHate,yor,test,train_yoruba_02788,Yorùbá,Hate,49,"""@username oju ma ti gbogbo yin leni apc ma lule""","""@USER oju ma ti gbogbo yin leni apc ma lule""",False,raw_native_annotated_toxic
AfriHate,yor,train,train_yoruba_00791,Yorùbá,Hate,50,"""omo!!! 😮 werey po ninu eyin okunrin ooooooo ##url","""omo!!! 😮 werey po ninu eyin okunrin ooooooo URL",False,raw_native_annotated_toxic
AfriHate,yor,train,train_yoruba_00382,Yorùbá,Abuse,29,"""@username oloriburuku werey""","""@USER oloriburuku werey""",False,raw_native_annotated_toxic
AfriHate,yor,validation,train_yoruba_02684,Yorùbá,Abuse,19,"""àwọn ọmọ àlè ##url","""àwọn ọmọ àlè URL",False,raw_native_annotated_toxic
AfriHate,yor,train,train_yoruba_01417,Yorùbá,Abuse,42,"""@username abi now. awon eranko jati jati""","""@USER abi now. awon eranko jati jati""",False,raw_native_annotated_toxic
AfriHate,yor,test,train_yoruba_03359,Yorùbá,Hate,14,Werey Omo igbo,Werey Omo igbo,False,raw_native_annotated_toxic
AfriHate,yor,train,train_yoruba_00343,Yorùbá,Abuse,61,"""@username ìyá ẹ̀ àti bàbá ẹ ni ghost 👻👻👻  oloriburuku werey""","""@USER ìyá ẹ̀ àti bàbá ẹ ni ghost 👻👻👻 oloriburuku werey""",False,raw_native_annotated_toxic
AfriHate,yor,train,train_yoruba_01754,Yorùbá,Abuse,113,"""@username 'o se lekini olule, o se lekeji olule, igba to se lori eleketa totun lule, o sunkun lori television'.""","""@USER 'o se lekini olule, o se lekeji olule, igba to se lori eleketa totun lule, o sunkun lori television'.""",False,raw_native_annotated_toxic
AfriHate,yor,train,train_yoruba_01292,Yorùbá,Abuse,90,"""@username in a normal country @username oyeki wonti fi  eyin e ti agba. ole oloriburuku!""","""@USER in a normal country @USER oyeki wonti fi eyin e ti agba. ole oloriburuku!""",False,raw_native_annotated_toxic
AfriHate,yor,test,test_yoruba_00091,Yorùbá,Abuse,80,"""to be je wi pe this is true, omo ale jati jati ni bobo tariq yi @username ##url","""to be je wi pe this is true, omo ale jati jati ni bobo tariq yi @USER URL",False,raw_native_annotated_toxic
AfriHate,yor,validation,dev_yoruba_00414,Yorùbá,Abuse,88,"""@username really , omo ale leleyi ooooo bandits and yo vice president  eleribu nioooor""","""@USER really , omo ale leleyi ooooo bandits and yo vice president eleribu nioooor""",False,raw_native_annotated_toxic
AfriHate,yor,train,dev_yoruba_00493,Yorùbá,Abuse,120,ìyá àjáàràbúkà ó ti ọmọ mẹ́ta mọ́lé alákọrí bá àlè lọ kí alágbèrè tóó dé iná ọmọ ọ̀rara ti jó àwọn ọmọ tó wá jayé wọn pa,ìyá àjáàràbúkà ó ti ọmọ mẹ́ta mọ́lé alákọrí bá àlè lọ kí alágbèrè tóó dé iná ọmọ ọ̀rara ti jó àwọn ọmọ tó wá jayé wọn pa,False,raw_native_annotated_toxic
