source_dataset,source_config,source_split,id,language,label,length,toxic_input_raw,toxic_input_processing,existing_parallel_overlap,phase1_status
AfriHate,xho,test,test_isixhosa_00014,isiXhosa,Hate,85,@username #uwfmbee: ngaske ithi kanti isidudla sam siyimamele le topic yenu namhlanje,@USER #uwfmbee: ngaske ithi kanti isidudla sam siyimamele le topic yenu namhlanje,False,raw_native_annotated_toxic
AfriHate,xho,train,train_isixhosa_01779,isiXhosa,Abuse,65,"@username tsek golo lakho wena ne pipi encane msunu, emyama futhi","@USER tsek golo lakho wena ne pipi encane msunu, emyama futhi",False,raw_native_annotated_toxic
AfriHate,xho,train,dev_isixhosa_00162,isiXhosa,Abuse,135,"' uumama nobaba balele wena ubusy ubhebhana nami. msunu kanyoko. ngibhebhe. msunu kanyoko. ngibephebhe ungipetule. msunu kanyoko ' :""-d","' uumama nobaba balele wena ubusy ubhebhana nami. msunu kanyoko. ngibhebhe. msunu kanyoko. ngibephebhe ungipetule. msunu kanyoko ' :""-d",False,raw_native_annotated_toxic
AfriHate,xho,train,train_isixhosa_01062,isiXhosa,Abuse,38,batsi kuzonuka umsunu #uyajola99 ##url,batsi kuzonuka umsunu #uyajola99 URL,False,raw_native_annotated_toxic
AfriHate,xho,train,train_isixhosa_01756,isiXhosa,Abuse,28,zola - umdlwembe!  😁😁😁😁😁😁😁😁😁,zola - umdlwembe! 😁😁😁😁😁😁😁😁😁,False,raw_native_annotated_toxic
AfriHate,xho,train,train_isixhosa_00069,isiXhosa,Abuse,53,unontsikelelo igqwirha elamgqibayo listrongo... ##url,unontsikelelo igqwirha elamgqibayo listrongo... URL,False,raw_native_annotated_toxic
AfriHate,xho,train,train_isixhosa_02535,isiXhosa,Hate,34,angikhulumi nawe nkawana nxa ##url,angikhulumi nawe nkawana nxa URL,False,raw_native_annotated_toxic
AfriHate,xho,train,dev_isixhosa_00296,isiXhosa,Abuse,35,"lol ""@username : masende akho ##url","lol ""@USER : masende akho URL",False,raw_native_annotated_toxic
AfriHate,xho,train,train_isixhosa_01313,isiXhosa,Hate,36,@username hayi wethu yitya inkawu le,@USER hayi wethu yitya inkawu le,False,raw_native_annotated_toxic
AfriHate,xho,test,dev_isixhosa_00172,isiXhosa,Hate,61,akujwayeleki ukubona isidudla somjitha whos not balling! gci.,akujwayeleki ukubona isidudla somjitha whos not balling! gci.,False,raw_native_annotated_toxic
AfriHate,xho,train,train_isixhosa_00412,isiXhosa,Abuse,49,yeh mdidi umfundisi uthi uzanini enkozweni? ##url,yeh mdidi umfundisi uthi uzanini enkozweni? URL,False,raw_native_annotated_toxic
AfriHate,xho,train,train_isixhosa_00341,isiXhosa,Abuse,102,@username learn to behave.not yonke ikaka eyenziwa ngondlozi nomalema yeyolinganiswa #imnotapolitician,@USER learn to behave.not yonke ikaka eyenziwa ngondlozi nomalema yeyolinganiswa #imnotapolitician,False,raw_native_annotated_toxic
AfriHate,xho,train,train_isixhosa_00446,isiXhosa,Abuse,168,"@username aingeke yangameister ta yam...ungasfaki ezinxakini zakho, uthi sizitye njani ke impundu xangaba ezikakazi zingazujolela ez'mfene zabo?? awunyi phehephs. ##url","@USER aingeke yangameister ta yam...ungasfaki ezinxakini zakho, uthi sizitye njani ke impundu xangaba ezikakazi zingazujolela ez'mfene zabo?? awunyi phehephs. URL",False,raw_native_annotated_toxic
AfriHate,xho,test,test_isixhosa_00242,isiXhosa,Hate,67,"""akamuhle, ukuthi nje umhlophe.""  kusho umnyamana ephethwe umona. 🙄","""akamuhle, ukuthi nje umhlophe."" kusho umnyamana ephethwe umona. 🙄",False,raw_native_annotated_toxic
AfriHate,xho,train,train_isixhosa_00643,isiXhosa,Hate,62,"nangu u lerato la esbedlela🏥 usaba ukuya kubo🏠"" uzale🍼👶 ikula""","nangu u lerato la esbedlela🏥 usaba ukuya kubo🏠"" uzale🍼👶 ikula""",False,raw_native_annotated_toxic
AfriHate,xho,train,train_isixhosa_02494,isiXhosa,Abuse,38,uyasazi isidenge? nguwe tamkhulu ##url,uyasazi isidenge? nguwe tamkhulu URL,False,raw_native_annotated_toxic
AfriHate,xho,validation,train_isixhosa_00972,isiXhosa,Abuse,46,yoh hayi sihambe simithela isidenge ke kodwa .,yoh hayi sihambe simithela isidenge ke kodwa .,False,raw_native_annotated_toxic
AfriHate,xho,train,train_isixhosa_01607,isiXhosa,Abuse,26,@username uyanya mgodoyi 😏,@USER uyanya mgodoyi 😏,False,raw_native_annotated_toxic
AfriHate,xho,validation,test_isixhosa_00020,isiXhosa,Hate,41,@username lemofi isela savanna ngoku?sies,@USER lemofi isela savanna ngoku?sies,False,raw_native_annotated_toxic
AfriHate,xho,train,test_isixhosa_00123,isiXhosa,Abuse,55,"ek'seni kanje seni thetha ikaka, chill lutho lay'khaya.","ek'seni kanje seni thetha ikaka, chill lutho lay'khaya.",False,raw_native_annotated_toxic
AfriHate,xho,train,train_isixhosa_00190,isiXhosa,Hate,74,inja (oweslisa) injakazi (owesfazane) ziyahambisana lezizinto izinja zonke,inja (oweslisa) injakazi (owesfazane) ziyahambisana lezizinto izinja zonke,False,raw_native_annotated_toxic
AfriHate,xho,train,train_isixhosa_00101,isiXhosa,Abuse,45,@username ngeloxesha nguye igqwirha. yhehake!,@USER ngeloxesha nguye igqwirha. yhehake!,False,raw_native_annotated_toxic
AfriHate,xho,train,train_isixhosa_00210,isiXhosa,Abuse,28,umthakathi unyoko 🙈 #isibaya,umthakathi unyoko 🙈 #isibaya,False,raw_native_annotated_toxic
AfriHate,xho,validation,train_isixhosa_01791,isiXhosa,Hate,62,"simshiye isidudla kulo ndoda yakhe, ashiyeke ekhamisile. ##url","simshiye isidudla kulo ndoda yakhe, ashiyeke ekhamisile. URL",False,raw_native_annotated_toxic
AfriHate,xho,train,train_isixhosa_00455,isiXhosa,Abuse,59,mzamele inkazana ke okungenani or mthengele yoghurt 😂 ##url,mzamele inkazana ke okungenani or mthengele yoghurt 😂 URL,False,raw_native_annotated_toxic
AfriHate,xho,train,train_isixhosa_00199,isiXhosa,Hate,54,isidudla masigqoke u all white ngathi 5litre wamasi😹😹😹,isidudla masigqoke u all white ngathi 5litre wamasi😹😹😹,False,raw_native_annotated_toxic
AfriHate,xho,test,train_isixhosa_01311,isiXhosa,Abuse,66,owakho umsunu unamangolwane. ubuso ngathi kukunya okomikeyo. ##url,owakho umsunu unamangolwane. ubuso ngathi kukunya okomikeyo. URL,False,raw_native_annotated_toxic
AfriHate,xho,test,test_isixhosa_00247,isiXhosa,Abuse,40,@username akawudluli lo mgodoyi 😂😂 ##url,@USER akawudluli lo mgodoyi 😂😂 URL,False,raw_native_annotated_toxic
AfriHate,xho,train,train_isixhosa_02646,isiXhosa,Abuse,20,uyanuka phu !  ##url,uyanuka phu ! URL,False,raw_native_annotated_toxic
AfriHate,xho,train,train_isixhosa_01194,isiXhosa,Abuse,39,@username ndithe umnqundu wakhe uprudy.,@USER ndithe umnqundu wakhe uprudy.,False,raw_native_annotated_toxic
AfriHate,xho,test,train_isixhosa_02514,isiXhosa,Abuse,106,"ndlovukazi is hardcore calling her injakazi, hamba uvula imilenze. noba ulihule uzoba yikumkanikazi #igazi","ndlovukazi is hardcore calling her injakazi, hamba uvula imilenze. noba ulihule uzoba yikumkanikazi #igazi",False,raw_native_annotated_toxic
AfriHate,xho,train,dev_isixhosa_00118,isiXhosa,Abuse,75,and angathushuka lapho emfuleni ngoba naye umthakathi bae ave ehlupha ##url,and angathushuka lapho emfuleni ngoba naye umthakathi bae ave ehlupha URL,False,raw_native_annotated_toxic
AfriHate,xho,train,train_isixhosa_00383,isiXhosa,Hate,42,@username asisthandi isidudla esijimayo 😭😭,@USER asisthandi isidudla esijimayo 😭😭,False,raw_native_annotated_toxic
AfriHate,xho,validation,train_isixhosa_02151,isiXhosa,Abuse,33,msunu kanyoko @username 😡😡😡😡😡😡😡😡😡,msunu kanyoko @USER 😡😡😡😡😡😡😡😡😡,False,raw_native_annotated_toxic
AfriHate,xho,test,train_isixhosa_02436,isiXhosa,Hate,108,"uzwe isidudla sithi ""i miss my other half."" uze uzibuze ukuthi kanti les'dudla singakanani uma sesi phelele.","uzwe isidudla sithi ""i miss my other half."" uze uzibuze ukuthi kanti les'dudla singakanani uma sesi phelele.",False,raw_native_annotated_toxic
AfriHate,xho,validation,train_isixhosa_01191,isiXhosa,Hate,38,meke ngadakwa nje ngizoshaya isifebe 😒,meke ngadakwa nje ngizoshaya isifebe 😒,False,raw_native_annotated_toxic
AfriHate,xho,train,train_isixhosa_01847,isiXhosa,Abuse,109,@username ngumntu naye bekutheni kuze ati#futsek?  to be a deputy prsdnt does not means mele ucwanywe entloko,@USER ngumntu naye bekutheni kuze ati#futsek? to be a deputy prsdnt does not means mele ucwanywe entloko,False,raw_native_annotated_toxic
AfriHate,xho,train,train_isixhosa_01264,isiXhosa,Abuse,24,ikaka zisela zilahleke 😭,ikaka zisela zilahleke 😭,False,raw_native_annotated_toxic
AfriHate,xho,validation,train_isixhosa_02415,isiXhosa,Abuse,136,#highschoolfacts 1)isela 2)isifebe sakhona 3)3 best friends 4)amajitha ahlala eneat 5)ilo ohlala efunda bt akawatholi ama marks aphezulu,#highschoolfacts 1)isela 2)isifebe sakhona 3)3 best friends 4)amajitha ahlala eneat 5)ilo ohlala efunda bt akawatholi ama marks aphezulu,False,raw_native_annotated_toxic
AfriHate,xho,train,test_isixhosa_00551,isiXhosa,Abuse,73,watsha wanya incanca esabhanxeka umngqundu wakhe 🙆🏿‍♂️🙆🏿‍♂️🙆🏿‍♂️🤣🤣🤣 ##url,watsha wanya incanca esabhanxeka umngqundu wakhe 🙆🏿‍♂️🙆🏿‍♂️🙆🏿‍♂️🤣🤣🤣 URL,False,raw_native_annotated_toxic
AfriHate,xho,validation,test_isixhosa_00555,isiXhosa,Abuse,119,"le nto yokuqabulana nisaxabana ngeke uyenze kwintombi yomzulu, uzomuzwa ekuthuka emlonyeni: ""mmmhm... mmhm... mgodoyi!""","le nto yokuqabulana nisaxabana ngeke uyenze kwintombi yomzulu, uzomuzwa ekuthuka emlonyeni: ""mmmhm... mmhm... mgodoyi!""",False,raw_native_annotated_toxic
AfriHate,xho,train,train_isixhosa_01948,isiXhosa,Abuse,34,azifunwa ke ikaka ezingajoliyo 😂😂😂,azifunwa ke ikaka ezingajoliyo 😂😂😂,False,raw_native_annotated_toxic
AfriHate,xho,train,dev_isixhosa_00057,isiXhosa,Hate,71,isitabane syadabukisa bafwethu geotologist uzohleka ###url #kingsomnala,isitabane syadabukisa bafwethu geotologist uzohleka #URL #kingsomnala,False,raw_native_annotated_toxic
AfriHate,xho,test,train_isixhosa_02129,isiXhosa,Hate,80,ehban 😢 kumnandi neh “@username : home time... thina esingasebenzi ikula ke lol”,ehban 😢 kumnandi neh “@USER : home time... thina esingasebenzi ikula ke lol”,False,raw_native_annotated_toxic
AfriHate,xho,validation,train_isixhosa_00900,isiXhosa,Abuse,113,"umsunu wakho. ""@username : uyangxhola -__-  ""@username : cr7 is wearing the sickest boots in the world!!! aaaah""""","umsunu wakho. ""@USER : uyangxhola -__- ""@USER : cr7 is wearing the sickest boots in the world!!! aaaah""""",False,raw_native_annotated_toxic
AfriHate,xho,train,train_isixhosa_00335,isiXhosa,Abuse,60,"@username wathi kimi ""msunu kanyoko"" azange ngikholwe. ##url","@USER wathi kimi ""msunu kanyoko"" azange ngikholwe. URL",False,raw_native_annotated_toxic
AfriHate,xho,train,train_isixhosa_00493,isiXhosa,Abuse,55,heeeeeeee wavela umthakathi sembonile mulimisi#muvhango,heeeeeeee wavela umthakathi sembonile mulimisi#muvhango,False,raw_native_annotated_toxic
AfriHate,xho,test,train_isixhosa_02014,isiXhosa,Hate,55,kweka psycho funeka ibekhona inja uta’psycho 😂😂😂😂 ##url,kweka psycho funeka ibekhona inja uta’psycho 😂😂😂😂 URL,False,raw_native_annotated_toxic
AfriHate,xho,train,test_isixhosa_00414,isiXhosa,Abuse,33,amatshawe amahle kwedini ❤❤ ##url,amatshawe amahle kwedini ❤❤ URL,False,raw_native_annotated_toxic
AfriHate,xho,train,dev_isixhosa_00007,isiXhosa,Abuse,29,uthetha umsunu kwedini! ##url,uthetha umsunu kwedini! URL,False,raw_native_annotated_toxic
AfriHate,xho,validation,train_isixhosa_02620,isiXhosa,Abuse,62,ngiyambonga u melusi gigaba ujuju waye right ukuthi imenemene.,ngiyambonga u melusi gigaba ujuju waye right ukuthi imenemene.,False,raw_native_annotated_toxic
AfriHate,xho,train,test_isixhosa_00151,isiXhosa,Abuse,59,i leave. ngikhalelani ngempela? ngikhalela isifebe. 🚮 ##url,i leave. ngikhalelani ngempela? ngikhalela isifebe. 🚮 URL,False,raw_native_annotated_toxic
AfriHate,xho,train,train_isixhosa_00045,isiXhosa,Abuse,48,@username mashaba eva been umnqundu wena? 🤣🤷‍♂️🤔,@USER mashaba eva been umnqundu wena? 🤣🤷‍♂️🤔,False,raw_native_annotated_toxic
AfriHate,xho,test,dev_isixhosa_00558,isiXhosa,Abuse,35,suvuma bakwenze umnqundu womuntu. 😒,suvuma bakwenze umnqundu womuntu. 😒,False,raw_native_annotated_toxic
AfriHate,xho,train,test_isixhosa_00185,isiXhosa,Abuse,40,@username zinja mgodoyi lemi khangcala!!,@USER zinja mgodoyi lemi khangcala!!,False,raw_native_annotated_toxic
AfriHate,xho,train,dev_isixhosa_00495,isiXhosa,Abuse,30,uzimpundu ezimdaka wena. ##url,uzimpundu ezimdaka wena. URL,False,raw_native_annotated_toxic
AfriHate,xho,train,train_isixhosa_00902,isiXhosa,Abuse,59,"@username i meant mawungena mali,asikho isifebe esizolahla.","@USER i meant mawungena mali,asikho isifebe esizolahla.",False,raw_native_annotated_toxic
AfriHate,xho,test,train_isixhosa_00843,isiXhosa,Abuse,60,uyaxolisa vele ngoba umsunu 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂 ##url,uyaxolisa vele ngoba umsunu 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂 URL,False,raw_native_annotated_toxic
AfriHate,xho,train,test_isixhosa_00076,isiXhosa,Abuse,59,amabele ebseni bendoda  ngzoknyoba wena msunu kanyoko ##url,amabele ebseni bendoda ngzoknyoba wena msunu kanyoko URL,False,raw_native_annotated_toxic
AfriHate,xho,train,test_isixhosa_00220,isiXhosa,Hate,46,akayodiva unomnyamazana #disembashopping ##url,akayodiva unomnyamazana #disembashopping URL,False,raw_native_annotated_toxic
AfriHate,xho,train,train_isixhosa_00824,isiXhosa,Abuse,40,@username 😂🤣🤣🤣 kuhlupha lana ukuba iqaba,@USER 😂🤣🤣🤣 kuhlupha lana ukuba iqaba,False,raw_native_annotated_toxic
AfriHate,xho,test,dev_isixhosa_00010,isiXhosa,Hate,27,isidudla ezine confidence ♡,isidudla ezine confidence ♡,False,raw_native_annotated_toxic
AfriHate,xho,test,train_isixhosa_00635,isiXhosa,Abuse,69,umthakathi uyabukwa nje akenziwa lutho!  nkosi isithanda sonke! ##url,umthakathi uyabukwa nje akenziwa lutho! nkosi isithanda sonke! URL,False,raw_native_annotated_toxic
AfriHate,xho,train,train_isixhosa_02076,isiXhosa,Abuse,73,"kunganya isifebe, kudabuke imomozi ngifica ingane yami yenziwa nje😡 ##url","kunganya isifebe, kudabuke imomozi ngifica ingane yami yenziwa nje😡 URL",False,raw_native_annotated_toxic
AfriHate,xho,train,train_isixhosa_00515,isiXhosa,Abuse,57,waze wanuka kabi umuntu akanuki ikwapha kodwa uyanuka nje,waze wanuka kabi umuntu akanuki ikwapha kodwa uyanuka nje,False,raw_native_annotated_toxic
AfriHate,xho,train,train_isixhosa_00487,isiXhosa,Abuse,74,@username uthi kuvaswe kodwa wena uzikhangelela pipi zamanye amadoda bitch,@USER uthi kuvaswe kodwa wena uzikhangelela pipi zamanye amadoda bitch,False,raw_native_annotated_toxic
AfriHate,xho,test,train_isixhosa_01218,isiXhosa,Hate,58,"ndifuna lona mna, isidudla sase goli 😘 #datemyfamily ##url","ndifuna lona mna, isidudla sase goli 😘 #datemyfamily URL",False,raw_native_annotated_toxic
AfriHate,xho,train,train_isixhosa_02156,isiXhosa,Abuse,183,"relationship advice from my 83 year old grandmother: ""amadoda ayaxoka. khetha lo uzonyamezela ubuxoki kuye. kodwa, ungenziwa isibhanxa. ungabimuncu. choose which lies to accept"" yho 👏","relationship advice from my 83 year old grandmother: ""amadoda ayaxoka. khetha lo uzonyamezela ubuxoki kuye. kodwa, ungenziwa isibhanxa. ungabimuncu. choose which lies to accept"" yho 👏",False,raw_native_annotated_toxic
AfriHate,xho,train,train_isixhosa_00248,isiXhosa,Abuse,35,alitshisi lunuka ikaka ecape town..,alitshisi lunuka ikaka ecape town..,False,raw_native_annotated_toxic
AfriHate,xho,test,train_isixhosa_01661,isiXhosa,Hate,176,@username ngwenya buka usizi esphila kulo la emzansi  ikwerekwere lbulale 8 wabantu labaleka langena kwi truck yakwa sealand limbalekisa saze sathwala kanzima ezwen lethu ##url,@USER ngwenya buka usizi esphila kulo la emzansi ikwerekwere lbulale 8 wabantu labaleka langena kwi truck yakwa sealand limbalekisa saze sathwala kanzima ezwen lethu URL,False,raw_native_annotated_toxic
AfriHate,xho,train,dev_isixhosa_00264,isiXhosa,Abuse,89,i don’t mind sidlale ngokuthukana but “msunu kanyoko” angeke shem🙆🏾‍♂️akusadlalwa clearly,i don’t mind sidlale ngokuthukana but “msunu kanyoko” angeke shem🙆🏾‍♂️akusadlalwa clearly,False,raw_native_annotated_toxic
AfriHate,xho,validation,train_isixhosa_01468,isiXhosa,Abuse,86,@username sus'qhela ikaka wena mnqundu webhokhwe.  thyini nayi inkwenkwe isnyela ##url,@USER sus'qhela ikaka wena mnqundu webhokhwe. thyini nayi inkwenkwe isnyela URL,False,raw_native_annotated_toxic
AfriHate,xho,test,train_isixhosa_02210,isiXhosa,Abuse,30,mandiye echina futsek 😂😂 ##url,mandiye echina futsek 😂😂 URL,False,raw_native_annotated_toxic
AfriHate,xho,test,train_isixhosa_00598,isiXhosa,Abuse,34,@username uyanya manje mdidi wakho,@USER uyanya manje mdidi wakho,False,raw_native_annotated_toxic
AfriHate,xho,train,train_isixhosa_01260,isiXhosa,Abuse,35,@username umthakathi wendaba 🖐️😅🖐️🤣,@USER umthakathi wendaba 🖐️😅🖐️🤣,False,raw_native_annotated_toxic
AfriHate,xho,validation,dev_isixhosa_00128,isiXhosa,Abuse,71,ngumnqundu lo ref. wenza incanca kanyoko wakhe ngok. ngumsunu qha ke! 👹,ngumnqundu lo ref. wenza incanca kanyoko wakhe ngok. ngumsunu qha ke! 👹,False,raw_native_annotated_toxic
AfriHate,xho,train,train_isixhosa_01595,isiXhosa,Abuse,44,@username wena uyawakhuluma amasimba mgodoyi,@USER wena uyawakhuluma amasimba mgodoyi,False,raw_native_annotated_toxic
AfriHate,xho,train,dev_isixhosa_00045,isiXhosa,Abuse,75,"ayika zalwa inkazana enondixelela mandithini nge mali yam ,tyini thiza #lrt","ayika zalwa inkazana enondixelela mandithini nge mali yam ,tyini thiza #lrt",False,raw_native_annotated_toxic
AfriHate,xho,validation,train_isixhosa_02047,isiXhosa,Abuse,35,@username izwe lenzeni mdidi wakho?,@USER izwe lenzeni mdidi wakho?,False,raw_native_annotated_toxic
AfriHate,xho,train,train_isixhosa_02295,isiXhosa,Abuse,59,msunu kanyoko @username #arrestmampintsha #mampintsha ##url,msunu kanyoko @USER #arrestmampintsha #mampintsha URL,False,raw_native_annotated_toxic
AfriHate,xho,train,train_isixhosa_02225,isiXhosa,Abuse,78,"so now silapha, andidikwe ngamadoda anobugqwirha, ukunyoluka nokungcola! ##url","so now silapha, andidikwe ngamadoda anobugqwirha, ukunyoluka nokungcola! URL",False,raw_native_annotated_toxic
AfriHate,xho,validation,dev_isixhosa_00197,isiXhosa,Hate,77,"cha umlungu ""@username : @username ungena ngomgqibelo, usebenzel' ikula yin?""","cha umlungu ""@USER : @USER ungena ngomgqibelo, usebenzel' ikula yin?""",False,raw_native_annotated_toxic
AfriHate,xho,validation,dev_isixhosa_00570,isiXhosa,Abuse,34,umnqundu wakhe yena ukgalema ##url,umnqundu wakhe yena ukgalema URL,False,raw_native_annotated_toxic
AfriHate,xho,train,train_isixhosa_00172,isiXhosa,Abuse,23,sithi abo kwedini ##url,sithi abo kwedini URL,False,raw_native_annotated_toxic
AfriHate,xho,train,train_isixhosa_02411,isiXhosa,Abuse,24,uyayinxila ikaka 😂 ##url,uyayinxila ikaka 😂 URL,False,raw_native_annotated_toxic
AfriHate,xho,train,test_isixhosa_00323,isiXhosa,Hate,70,imali iyi-super glue ihlanganisa isidudla nesi-lender #singingwithcleo,imali iyi-super glue ihlanganisa isidudla nesi-lender #singingwithcleo,False,raw_native_annotated_toxic
AfriHate,xho,train,train_isixhosa_01376,isiXhosa,Abuse,31,@username kunyuka masende akho!,@USER kunyuka masende akho!,False,raw_native_annotated_toxic
AfriHate,xho,validation,train_isixhosa_00321,isiXhosa,Abuse,81,yathanda uthetha ikaka uthintitha kodwa he has a lenovo as a personal laptop 😂😂😂😂,yathanda uthetha ikaka uthintitha kodwa he has a lenovo as a personal laptop 😂😂😂😂,False,raw_native_annotated_toxic
AfriHate,xho,train,train_isixhosa_01356,isiXhosa,Abuse,27,@username ibhentse yakho 😭😭,@USER ibhentse yakho 😭😭,False,raw_native_annotated_toxic
