pair_id,group_id,language,toxic_input,detox_reference,split,seed,model_id,checkpoint_path,decoding,generated_raw,generated,is_empty,has_sentinel,is_copy_of_input,is_copy_of_input_loose,matches_train_output,matches_frequent_train_output,matches_train_output_fuzzy,gen_char_len
en-0019,en-g0250,en,"jesus christ , that 's incredibly fucked up .",jesus christ . that's incredibly bad,test,42,google/mt5-base,models/mt5_detox_baseline/seed42,beam4,"jesus christ , that's incredibly unpleasant.","jesus christ , that's incredibly unpleasant.",False,False,False,False,False,False,False,44
en-0042,en-g0245,en,it was clear from the first fucking sentence of the article .,It was clear by the very first sentence of the article.,test,42,google/mt5-base,models/mt5_detox_baseline/seed42,beam4,It was clear from the first sentence of the article.,It was clear from the first sentence of the article.,False,False,False,False,False,False,False,52
en-0058,en-g0201,en,how the fuck are they getting to outer space ?,How are they getting to outer space?,test,42,google/mt5-base,models/mt5_detox_baseline/seed42,beam4,How are they getting to outer space?,How are they getting to outer space?,False,False,False,False,False,False,False,36
en-0083,en-g0134,en,but mostly that middle of the street shit .,but mostly issues of middle of the street,test,42,google/mt5-base,models/mt5_detox_baseline/seed42,beam4,but mostly that middle of the street.,but mostly that middle of the street.,False,False,False,False,False,False,False,37
en-0098,en-g0131,en,"better to keep your mouth shut and be thought a fool , than open it and be proven one .","Better to keep quiet and be thought to be naive, than open it and be proven you are one",test,42,google/mt5-base,models/mt5_detox_baseline/seed42,beam4,"better to keep your mouth shut and be thought a fool , than open it and be proven one.","better to keep your mouth shut and be thought a fool , than open it and be proven one.",False,False,False,False,False,False,False,86
en-0171,en-g0316,en,that man is the biggest piece of shit in ny s recent history .,that man is the biggest issue in ny's recent history.,test,42,google/mt5-base,models/mt5_detox_baseline/seed42,beam4,That man is the biggest person in ny s recent history.,That man is the biggest person in ny s recent history.,False,False,False,False,False,False,False,54
en-0198,en-g0377,en,what the fuck is this comment ? .,What is this comment?,test,42,google/mt5-base,models/mt5_detox_baseline/seed42,beam4,what is this comment ?,what is this comment ?,False,False,False,False,False,False,False,22
en-0241,en-g0191,en,"holy shit , just finished the season and it is so good but so * dark * , especially at the end .","Oh goodness, just finished the season and it is so good but so *dark*, especially at the end",test,42,google/mt5-base,models/mt5_detox_baseline/seed42,beam4,"Just finished the season and it is so good but so * dark * , especially at the end .","Just finished the season and it is so good but so * dark * , especially at the end .",False,False,False,False,False,False,False,84
en-0249,en-g0228,en,"if you continue being a jackass , you will be blocked from editing wikipedia .","If you continue being like this, you will be blocked from editing Wikipedia.",test,42,google/mt5-base,models/mt5_detox_baseline/seed42,beam4,"if you continue being a jackass , you will be blocked from editing wikipedia.","if you continue being a jackass , you will be blocked from editing wikipedia.",False,False,False,False,False,False,False,77
en-0271,en-g0155,en,eli5 why should governments give a fuck ? .,eli5 why should governments care?,test,42,google/mt5-base,models/mt5_detox_baseline/seed42,beam4,Why should governments give a fuck?,Why should governments give a fuck?,False,False,False,False,False,False,False,35
en-0273,en-g0213,en,"i go there for work every few months , and i can assure you it fucking sucks .","i go there for work everh few months , and i can assire you it's not pleasant .",test,42,google/mt5-base,models/mt5_detox_baseline/seed42,beam4,"I go there for work every few months , and i can assure you it sucks.","I go there for work every few months , and i can assure you it sucks.",False,False,False,False,False,False,False,69
en-0290,en-g0085,en,That had more content and was going to be an article until you deleted it again dumbass.,That had more content and was going to be an article until you deleted it again.,test,42,google/mt5-base,models/mt5_detox_baseline/seed42,beam4,That had more content and was going to be an article until you delete it again,That had more content and was going to be an article until you delete it again,False,False,False,False,False,False,False,78
en-0301,en-g0302,en,"shit looked like a music video with synced audio , and footage editing .","looked like a music video with synced audio , and footage editing .",test,42,google/mt5-base,models/mt5_detox_baseline/seed42,beam4,"Shit looked like a music video with synced audio , and footage editing.","Shit looked like a music video with synced audio , and footage editing.",False,False,False,False,False,False,False,71
en-0302,en-g0318,en,that s some pretty shit logic .,That's some pretty bad logic.,test,42,google/mt5-base,models/mt5_detox_baseline/seed42,beam4,That s some pretty logic.,That s some pretty logic.,False,False,False,False,False,False,False,25
en-0328,en-g0019,en,Bullshit William Penn used the phrase too.,William Penn used the phrase too.,test,42,google/mt5-base,models/mt5_detox_baseline/seed42,beam4,Donald Penn used the phrase too.,Donald Penn used the phrase too.,False,False,False,False,False,False,False,32
en-0329,en-g0160,en,"fuck it , we 'll do it live .","Leave it, we will do it live",test,42,google/mt5-base,models/mt5_detox_baseline/seed42,beam4,"fuck it , we 'll do it live.","fuck it , we 'll do it live.",False,False,False,False,False,False,False,28
en-0334,en-g0005,en,. or the loud ass one - thousand ton beast roaring towards you howling its horn .,or the loud  one - thousand ton beast roaring towards you howling its horn .,test,42,google/mt5-base,models/mt5_detox_baseline/seed42,beam4,. or the one - thousand ton beast roaring towards you howling its horn .,. or the one - thousand ton beast roaring towards you howling its horn .,False,False,False,False,False,False,False,72
en-0339,en-g0341,en,"they have all the fucking money , how am i supposed to earn my billions ? .",how am i to earn when they own all the money?,test,42,google/mt5-base,models/mt5_detox_baseline/seed42,beam4,"they have all the money , how am i supposed to earn my billions?","they have all the money , how am i supposed to earn my billions?",False,False,False,False,False,False,False,64
en-0340,en-g0314,en,that guy used to be a real dick .,That guy used to be a mean person,test,42,google/mt5-base,models/mt5_detox_baseline/seed42,beam4,That guy used to be a real dick.,That guy used to be a real dick.,False,False,False,False,False,False,False,32
en-0345,en-g0291,en,randy johnson is a troll .,Randy Johnson leaves mean comments in social media platforms.,test,42,google/mt5-base,models/mt5_detox_baseline/seed42,beam4,randy johnson is a bad person.,randy johnson is a bad person.,False,False,False,False,False,False,False,30
en-0357,en-g0294,en,republicans and democrats are the right and left cheeks of the same ass .,Republicans and democrats are in the same League,test,42,google/mt5-base,models/mt5_detox_baseline/seed42,beam4,republicans and democrats are the right and left people of the same ass.,republicans and democrats are the right and left people of the same ass.,False,False,False,False,False,False,False,72
en-0361,en-g0361,en,to think that she 's been doing that kind of shit for yeaaaars,Her behaviour has been constant for years.,test,42,google/mt5-base,models/mt5_detox_baseline/seed42,beam4,To think that she 's been doing that kind of thing for yeaaaars,To think that she 's been doing that kind of thing for yeaaaars,False,False,False,False,False,False,False,63
en-0382,en-g0040,en,I believe that you don't have a fucking clue what you're talking about. Fatuorum,I believe that you may not have a clue what you're talking about. Fatuorum,test,42,google/mt5-base,models/mt5_detox_baseline/seed42,beam4,I believe that you don't have a clue what you're talking about.,I believe that you don't have a clue what you're talking about.,False,False,False,False,False,False,False,63
en-0385,en-g0108,en,"You're a moron that likes to throw the word ""logogram"" around.","You're a person that likes to throw the word ""logogram"" around.",test,42,google/mt5-base,models/mt5_detox_baseline/seed42,beam4,"You're a person that likes to throw the word ""logogram"" around.","You're a person that likes to throw the word ""logogram"" around.",False,False,False,False,False,False,False,63
en-0388,en-g0064,en,"Oh, I don't think they are going to get any less stupid any time soon.","Oh, I don't think they are going to get any more bright any time soon.",test,42,google/mt5-base,models/mt5_detox_baseline/seed42,beam4,"Oh, I don't think they are going to get any less stupid any time soon.","Oh, I don't think they are going to get any less stupid any time soon.",False,False,True,True,False,False,False,70
en-0389,en-g0079,en,"Stop Vandalizing Wikipedia, jerk!",Stop Vandalizing Wikipedia!,test,42,google/mt5-base,models/mt5_detox_baseline/seed42,beam4,"Stop vandalizing Wikipedia, jerk!","Stop vandalizing Wikipedia, jerk!",False,False,False,True,False,False,False,33
es-0004,es-g0194,es,No se puede tener peor gusto diseñando camisetas pa una peña  Que verguenza maricon,No se puede tener peor gusto diseñando camisetas pa una peña  Que vergüenza.,test,42,google/mt5-base,models/mt5_detox_baseline/seed42,beam4,No se puede tener peor gusto diseñando camisetas,No se puede tener peor gusto diseñando camisetas,False,False,False,False,False,False,False,48
es-0011,es-g0207,es,Paco llegado este punto nos da igual con tal de olvidarnos del PP y su estado fascista,Llegado a este punto es igual con tal de olvidarnos del PP y su estado,test,42,google/mt5-base,models/mt5_detox_baseline/seed42,beam4,Paco llegó este punto nos da igual con tal de olvidarnos del PP y su estado fascista,Paco llegó este punto nos da igual con tal de olvidarnos del PP y su estado fascista,False,False,False,False,False,False,False,84
es-0042,es-g0224,es,Por mucho que intentes ser del Madrid nunca dejaras de ser un sudaca xd,Por mucho que intentes ser del Madrid nunca dejaras de ser un sudamericano xd,test,42,google/mt5-base,models/mt5_detox_baseline/seed42,beam4,Por mucho que intentes ser del Madrid nunca dejaras de ser un sudaca,Por mucho que intentes ser del Madrid nunca dejaras de ser un sudaca,False,False,False,False,False,False,False,68
es-0053,es-g0382,es,"unos vecinos del primero son más rojos y perroflautas que la hostia, les he dejado 6 entradas en el buzón","unos vecinos del primero son comunistas, les he dejado 6 entradas en el buzón",test,42,google/mt5-base,models/mt5_detox_baseline/seed42,beam4,"unos vecinos del primero son más rojos y perroflautas que la hostia, les he dejado 6 entradas en el buzón","unos vecinos del primero son más rojos y perroflautas que la hostia, les he dejado 6 entradas en el buzón",False,False,True,True,False,False,False,105
es-0065,es-g0065,es,ESPAÑA CORRUPPCIÓN Derecha PP fascista franquista gobernando con 30% en España no entiende porqué Cataluña quiere Independencia y República.,ESPAÑA un partido de derecha CORRUPTO que gobierna con el 30% en España no entiende por qué Cataluña quiere la Independencia y la República.,test,42,google/mt5-base,models/mt5_detox_baseline/seed42,beam4,ESPAÑA CORRUPPCIÓN Derecha PP franquista gobernando con 30% en España no entiende porqué Cataluña quiere Independencia y República.,ESPAÑA CORRUPPCIÓN Derecha PP franquista gobernando con 30% en España no entiende porqué Cataluña quiere Independencia y República.,False,False,False,False,False,False,False,131
es-0070,es-g0372,es,"que asco de gente dios, que busquen el significado de hembrismo y de feminismo y luego hablan","Que terrible gente dios, que busquen el significado de hembrismo y de feminismo y luego hablan",test,42,google/mt5-base,models/mt5_detox_baseline/seed42,beam4,"Que asco de gente, que busquen el significado de hembrismo y de feminismo y luego hablan","Que asco de gente, que busquen el significado de hembrismo y de feminismo y luego hablan",False,False,False,False,False,False,False,88
es-0077,es-g0218,es,Pero sois periodistas o idiotas? Aún estando en catalán pone Franquismo!,Son periodistas o qué aún estando en catalán ponen franquismo,test,42,google/mt5-base,models/mt5_detox_baseline/seed42,beam4,Pero sois periodistas? Aún estando en catalán pone Franquismo!,Pero sois periodistas? Aún estando en catalán pone Franquismo!,False,False,False,False,False,False,False,62
es-0094,es-g0238,es,"Que alguien se lo impida, que todavía les quedan pensiones por pagar.","Que alguien intervenga para detenerlo, aúin tiene pnesiones pendientes por pagar",test,42,google/mt5-base,models/mt5_detox_baseline/seed42,beam4,"Que alguien se lo impida, que todavía les quedan pensiones por pagar.","Que alguien se lo impida, que todavía les quedan pensiones por pagar.",False,False,True,True,False,False,False,69
es-0095,es-g0384,es,y el drama con el guiri de mierda de seamus en eurovision super living,Y el drama con el guiri  de seamus en eurovision super living,test,42,google/mt5-base,models/mt5_detox_baseline/seed42,beam4,Y el drama con el guiri de seamus en eurovision super living,Y el drama con el guiri de seamus en eurovision super living,False,False,False,False,False,False,False,60
es-0098,es-g0380,es,tu respuesta dice que no crees que el catalán tendría que ser de obligatorio entendimiento. Eres un puto…,Su respuesta afirma que no cree que el catalán deba ser una lengua obligatoria para ser comprendido.,test,42,google/mt5-base,models/mt5_detox_baseline/seed42,beam4,Tu respuesta dice que no crees que el catalan tendría que ser de obligatorio entendimiento. Eres un malo...,Tu respuesta dice que no crees que el catalan tendría que ser de obligatorio entendimiento. Eres un malo...,False,False,False,False,False,False,False,107
es-0106,es-g0226,es,Porque usted es un hombre de bien y con valores. Esos otros son alimañas y 0,Porque usted es un hombre de bien y con valores. Esos otros no lo son,test,42,google/mt5-base,models/mt5_detox_baseline/seed42,beam4,Porque usted es un hombre con valores. Esos otros son alimañas y 0,Porque usted es un hombre con valores. Esos otros son alimañas y 0,False,False,False,False,False,False,False,66
es-0116,es-g0017,es,"Ah, porque se va y viene la hija puta. Están haciendo el subnormal apagando y encendiendo","Ah, porque esta hija va y viene. Hacen algo anormal, se apagan y se encienden.",test,42,google/mt5-base,models/mt5_detox_baseline/seed42,beam4,"Ah, porque se va y viene la hija puta. Están haciendo algo malo y encendiendo","Ah, porque se va y viene la hija puta. Están haciendo algo malo y encendiendo",False,False,False,False,False,False,False,77
es-0126,es-g0214,es,Pero que mierda estas hablando subnormal de los cojones MAMAAAAAAAA GORDOOOOOOOO.,Pero que estás hablando,test,42,google/mt5-base,models/mt5_detox_baseline/seed42,beam4,Pero que malo estas hablando de los cojones MAMAAAAAAAA GORDOOOOOOOO.,Pero que malo estas hablando de los cojones MAMAAAAAAAA GORDOOOOOOOO.,False,False,False,False,False,False,False,69
es-0173,es-g0319,es,Ya empecé con la depresión de mierda,ya comencé con la depresión,test,42,google/mt5-base,models/mt5_detox_baseline/seed42,beam4,Ya empecé con la depresión de mierda,Ya empecé con la depresión de mierda,False,False,True,True,False,False,False,36
es-0174,es-g0334,es,cuidado con estos conspiradores de mierda,Cuidado con estas personas,test,42,google/mt5-base,models/mt5_detox_baseline/seed42,beam4,cuidado con estos conspiradores,cuidado con estos conspiradores,False,False,False,False,False,False,False,31
es-0181,es-g0193,es,"No pasa nada, él es el mas preparado y el mas valiente que ya lo decia la abuela Carmena.","No hay problema, él es el más preparado y valiente, como lo afirmaba la abuela Carmena.",test,42,google/mt5-base,models/mt5_detox_baseline/seed42,beam4,"No pasa nada, él es el mas preparado y el mas valiente que ya lo decia Carmena.","No pasa nada, él es el mas preparado y el mas valiente que ya lo decia Carmena.",False,False,False,False,False,False,False,79
es-0227,es-g0040,es,Como para no votar a Vox. Hijos de puta 300.000 con la que se nos vien encima.,como para no votar a Vox. 300.000 con la que se nos viene encima,test,42,google/mt5-base,models/mt5_detox_baseline/seed42,beam4,Como para no votar a Vox. Hijos de puta 300.000 con la que se nos encima.,Como para no votar a Vox. Hijos de puta 300.000 con la que se nos encima.,False,False,False,False,False,False,False,73
es-0240,es-g0080,es,Eres tarado o que pasa  #hackmeseb,No entiendes o qué te pasa #hackmeseb,test,42,google/mt5-base,models/mt5_detox_baseline/seed42,beam4,Eres tarado o que pasa #hackmeseb,Eres tarado o que pasa #hackmeseb,False,False,True,True,False,False,False,33
es-0258,es-g0160,es,Los mejores y los más valientes.,Los más destacados y los más valerosos.,test,42,google/mt5-base,models/mt5_detox_baseline/seed42,beam4,Los mejores y los más valientes.,Los mejores y los más valientes.,False,False,True,True,False,False,False,32
es-0282,es-g0391,es,¡Es que hay zumos y zumos!,Es que hay una gran variedad de zumos.,test,42,google/mt5-base,models/mt5_detox_baseline/seed42,beam4,¿Es que hay zumos y zumos!,¿Es que hay zumos y zumos!,False,False,False,False,False,False,False,26
es-0285,es-g0315,es,"Y los mejores, y los más valientes. La vieja dixit","Y los mejores, y los más valientes. La dixit",test,42,google/mt5-base,models/mt5_detox_baseline/seed42,beam4,"Y los mejores, y los más valientes.","Y los mejores, y los más valientes.",False,False,False,False,False,False,False,35
es-0307,es-g0181,es,Mire la saga de 50 sombras de Grey...casi todo eran.lectoras...les va el.morbillo no lo.nieguen,Miren la saga de 50 sombras de Grey.. casi todo eran lectoras... le encanta,test,42,google/mt5-base,models/mt5_detox_baseline/seed42,beam4,Mire la saga de 50 sombras de Grey...casi todo eran.lectoras...les va el.morbillo no lo.nieguen,Mire la saga de 50 sombras de Grey...casi todo eran.lectoras...les va el.morbillo no lo.nieguen,False,False,True,True,False,False,False,95
es-0310,es-g0114,es,Hay un puto subnormal pitando en mi calle todo el puto rato,Hay alguien silbando en mi calle todo el tiempo.,test,42,google/mt5-base,models/mt5_detox_baseline/seed42,beam4,Hay un puto subnormal pitando en mi calle todo el puto rato,Hay un puto subnormal pitando en mi calle todo el puto rato,False,False,True,True,False,False,False,59
es-0345,es-g0201,es,"Ojalá no salga por ahí algún juez de esos pendientes de joder todo a poner su demanda, asquerosos oportunistas 🖕👎",Ojalá no salga por ahí algún juez de esos pendientes de joder todo a poner su demanda,test,42,google/mt5-base,models/mt5_detox_baseline/seed42,beam4,Ojalá no salga por ahí algún juez de esos pendientes de joder todo a poner su demanda,Ojalá no salga por ahí algún juez de esos pendientes de joder todo a poner su demanda,False,False,False,False,False,False,False,85
es-0352,es-g0008,es,"6 años ha tardado en mostrarse el tarado mental más grande, bravo 👏","6 años ha tardado en mostrarse el personaje más grande, bravo 👏",test,42,google/mt5-base,models/mt5_detox_baseline/seed42,beam4,"6 años ha tardado en mostrarse el tarado mental más grande, bravo 👏","6 años ha tardado en mostrarse el tarado mental más grande, bravo 👏",False,False,True,True,False,False,False,67
es-0376,es-g0333,es,"callate ya, subnormal, admite el PARTIDAZO como todos los madridistas, no que por rabia digais que ha sido robo, penosa.","admite el PARTIDAZO como todos los madridistas, no que por rabia digais que ha sido robo",test,42,google/mt5-base,models/mt5_detox_baseline/seed42,beam4,"callate ya, admite el PARTIDAZO como todos los madridistas, no que por rabia digáis que ha sido robo, penosa.","callate ya, admite el PARTIDAZO como todos los madridistas, no que por rabia digáis que ha sido robo, penosa.",False,False,False,False,False,False,False,109
hi-0047,hi-g0198,hi,तो अच्छा होगा कि तुम अपनी हद मे रहो. बेटीचोद,अच्छा होगा कि तुम अपनी हद मे रहो,test,42,google/mt5-base,models/mt5_detox_baseline/seed42,beam4,तो अच्छा होगा कि तुम अपनी हद मे रहो. बेटीचोद,तो अच्छा होगा कि तुम अपनी हद मे रहो. बेटीचोद,False,False,True,True,False,False,False,44
hi-0064,hi-g0174,hi,तुम सब कुत्ते हो जो समय समय पर भौकते रहते हो,तुम सब समय समय पर बेकार की बात बोलते रहते हो,test,42,google/mt5-base,models/mt5_detox_baseline/seed42,beam4,तुम सब कुछ हो जो समय समय पर भौकते रहते हो,तुम सब कुछ हो जो समय समय पर भौकते रहते हो,False,False,False,False,False,False,False,41
hi-0131,hi-g0208,hi,देख भोसडीके अपुण सेलिब्रिटी है अभी,देख अपुण सेलिब्रिटी है अभी,test,42,google/mt5-base,models/mt5_detox_baseline/seed42,beam4,देख भोसडीके अपुण सेलिब्रिटी है अभी,देख भोसडीके अपुण सेलिब्रिटी है अभी,False,False,True,True,False,False,False,34
hi-0137,hi-g0068,hi,इस हरामखोर कुत्ते  भेनचोद के साथ क्या सुलूक किया जाना चाहिए?? इसको फाड़ कर सुअरों को खिला देना चाहिए??,इसके साथ क्या सुलूक किया जाना चाहिए??,test,42,google/mt5-base,models/mt5_detox_baseline/seed42,beam4,इस बुरे आदमी भेनचोद के साथ क्या सुलूक किया जाना चाहिए?? इसको फाड़ कर सुअरों को खिला देना चाहिए??,इस बुरे आदमी भेनचोद के साथ क्या सुलूक किया जाना चाहिए?? इसको फाड़ कर सुअरों को खिला देना चाहिए??,False,False,False,False,False,False,False,96
hi-0167,hi-g0042,hi,आगे कुछ लिखने की ज़रूरत नहीं है भोसड़ीके।,आगे कुछ लिखने की ज़रूरत नहीं है।,test,42,google/mt5-base,models/mt5_detox_baseline/seed42,beam4,आगे कुछ लिखने की ज़रूरत नहीं है।,आगे कुछ लिखने की ज़रूरत नहीं है।,False,False,False,False,False,False,False,32
hi-0213,hi-g0131,hi,गांड़ में मिर्ची क्यों लगती है।,तेरी इतना जलती क्यों है |,test,42,google/mt5-base,models/mt5_detox_baseline/seed42,beam4,गांड़ में मिर्ची क्यों लगती है।,गांड़ में मिर्ची क्यों लगती है।,False,False,True,True,False,False,False,31
hi-0225,hi-g0294,hi,मैं बहुत कद्र करते थे सिंधु को लेकिन ये तो नकारा है।,मैं बहुत कद्र करते थे सिंधु को लेकिन ये तो कुछ काम का नहीं है ।,test,42,google/mt5-base,models/mt5_detox_baseline/seed42,beam4,मैं बहुत कद्र करते थे सिंधु को लेकिन ये तो नकारा है।,मैं बहुत कद्र करते थे सिंधु को लेकिन ये तो नकारा है।,False,False,True,True,False,False,False,52
hi-0227,hi-g0392,hi,हरामजादों का मन अभी भरा नहीं है।,धोखेबाजों का मन अभी भरा नहीं है।,test,42,google/mt5-base,models/mt5_detox_baseline/seed42,beam4,अभी भरा नहीं है।,अभी भरा नहीं है।,False,False,False,False,False,False,False,16
hi-0232,hi-g0216,hi,नीच नीच ही होता है राजा बन जाए तो भी |,राजा बनने के बाद भी लोगों के बुरे व्यवहार नहीं बदलते |,test,42,google/mt5-base,models/mt5_detox_baseline/seed42,beam4,नीच ही होता है |,नीच ही होता है |,False,False,False,False,False,False,False,16
hi-0236,hi-g0345,hi,वहां का मुख्यमंत्री भडवा है ।,वहां का मुख्यमंत्री अच्छा नहीं है |,test,42,google/mt5-base,models/mt5_detox_baseline/seed42,beam4,वाहां का मुख्यमंत्री भड़वा है ।,वाहां का मुख्यमंत्री भड़वा है ।,False,False,False,False,False,False,False,31
hi-0243,hi-g0374,hi,सिंगार के लिए सामान कहां से लेकर आएंगे भेनचोद,सिंगार के लिए सामान कहां से लेकर आएंगे,test,42,google/mt5-base,models/mt5_detox_baseline/seed42,beam4,इंकार के लिए सामान कहां से लेकर आएंगे,इंकार के लिए सामान कहां से लेकर आएंगे,False,False,False,False,False,False,False,37
hi-0251,hi-g0164,hi,ताकि तुम इस तरह पैसे उडाओ. भोसड़ीकी बाप का पैसा है क्या ?,ताकि तुम इस तरह पैसे उडाओ. तुम्हारे बाप का पैसा है क्या ?,test,42,google/mt5-base,models/mt5_detox_baseline/seed42,beam4,ताकि तुम इस तरह पैसे उडाओ. बाप का पैसा है क्या ?,ताकि तुम इस तरह पैसे उडाओ. बाप का पैसा है क्या ?,False,False,False,False,False,False,False,48
hi-0258,hi-g0289,hi,"मुंबई हुई पानी-पानी, सिस्टम की आंखों में सूखा भेनचोद पानी?","मुंबई हुई पानी-पानी, सिस्टम की आंखों में सूखा पानी?",test,42,google/mt5-base,models/mt5_detox_baseline/seed42,beam4,"मुंबई हुई पानी-पानी, सिस्टम की आंखों में सूखा पानी?","मुंबई हुई पानी-पानी, सिस्टम की आंखों में सूखा पानी?",False,False,False,False,False,False,False,51
hi-0261,hi-g0176,hi,तुमको कुछ बोलने की ज़रूरत नही तुम दर मादरचोद रंडी की गांड की तरह बोलते हो,तुमको कुछ बोलने की जरूरत नहीं तुम कुछ भी बेकार की बात बोलते हो,test,42,google/mt5-base,models/mt5_detox_baseline/seed42,beam4,तुमको कुछ बोलने की ज़रूरत नही तुम दर मादरचोद रंडी की तरह बोलते हो,तुमको कुछ बोलने की ज़रूरत नही तुम दर मादरचोद रंडी की तरह बोलते हो,False,False,False,False,False,False,False,65
hi-0298,hi-g0027,hi,अभी सूअर <number> महीने में दिल्ली में विधानसभा चुनाव है,अभी <number> महीने में दिल्ली में विधानसभा चुनाव है,test,42,google/mt5-base,models/mt5_detox_baseline/seed42,beam4,अभी <number> महीने में दिल्ली में विधानसभा चुनाव है,अभी <number> महीने में दिल्ली में विधानसभा चुनाव है,False,False,False,False,False,False,False,51
hi-0300,hi-g0238,hi,भड़वा गिरी की मूर्ति श्री केजरीवाल जी,गलत कामों की मूर्ति श्री केजरीवाल जी,test,42,google/mt5-base,models/mt5_detox_baseline/seed42,beam4,भड़वा गिरी की मूर्ति श्री केजरीवाल जी,भड़वा गिरी की मूर्ति श्री केजरीवाल जी,False,False,True,True,False,False,False,37
hi-0302,hi-g0376,hi,"सुअर पने आए बाज़ आ जा, कही निबटा न दी जाय।","बुरे कामों से बाज आ जा, कही निबटा न दी जाय।",test,42,google/mt5-base,models/mt5_detox_baseline/seed42,beam4,"सुअर आए बाज़ आ जा, कही निबटा न दी जाय।","सुअर आए बाज़ आ जा, कही निबटा न दी जाय।",False,False,False,False,False,False,False,38
hi-0310,hi-g0062,hi,इस बेटीचोद का बेटा मरा नहीं अभी तक,इस का बेटा मरा नहीं अभी तक,test,42,google/mt5-base,models/mt5_detox_baseline/seed42,beam4,इस बेटीचोद का बेटा नहीं अभी तक,इस बेटीचोद का बेटा नहीं अभी तक,False,False,False,False,False,False,False,30
hi-0315,hi-g0109,hi,कुछ दिन से चर्चित मुद्दे  ये है दलाल मीडिया के मुद्दे,कुछ दिन से चर्चित मुद्दे  ये है चापलूस मीडिया के मुद्दे,test,42,google/mt5-base,models/mt5_detox_baseline/seed42,beam4,कुछ दिन से चर्चित मुद्दे ये है मीडिया के मुद्दे,कुछ दिन से चर्चित मुद्दे ये है मीडिया के मुद्दे,False,False,False,False,False,False,False,47
hi-0332,hi-g0108,hi,कुछ तो करलेना भोसडीके,कुछ तो करलेना,test,42,google/mt5-base,models/mt5_detox_baseline/seed42,beam4,कुछ तो करलेना बुरे आदमी,कुछ तो करलेना बुरे आदमी,False,False,False,False,False,False,False,23
hi-0348,hi-g0091,hi,कन्हैया कुमार को इतने वोट तो मिलने ही चाहिए थे जितने शेहला_राशिद के बैग से कनडोम मिले थे.,कन्हैया कुमार को थोड़े अधिक वोट मिलने चाहिए थे |,test,42,google/mt5-base,models/mt5_detox_baseline/seed42,beam4,कन्हैया कुमार को इतने वोट तो मिलने ही चाहिए थे जितने शेहला_राशिद के बैग से कनडोम मिले थे.,कन्हैया कुमार को इतने वोट तो मिलने ही चाहिए थे जितने शेहला_राशिद के बैग से कनडोम मिले थे.,False,False,True,True,False,False,False,89
hi-0357,hi-g0011,hi,अब पेपर दे भोसड़ी के,अब पेपर दो,test,42,google/mt5-base,models/mt5_detox_baseline/seed42,beam4,अब पेपर दे भोसड़ी के,अब पेपर दे भोसड़ी के,False,False,True,True,False,False,False,20
hi-0368,hi-g0290,hi,मुंह से पिसाब कर रही है ||,मुंह से कुछ भी बकवास बोल रही है ।|,test,42,google/mt5-base,models/mt5_detox_baseline/seed42,beam4,मुंह से पिसाब कर रही है ||,मुंह से पिसाब कर रही है ||,False,False,True,True,False,False,False,26
hi-0370,hi-g0071,hi,इसकी तो बॉलिंग के समय गांड फाड़ेंगे,इसको तो बॉलिंग के समय दिखा देंगे,test,42,google/mt5-base,models/mt5_detox_baseline/seed42,beam4,इसकी तो बॉलिंग के समय गांड फाड़ेंगे,इसकी तो बॉलिंग के समय गांड फाड़ेंगे,False,False,True,True,False,False,False,35
hi-0386,hi-g0391,hi,हरामखोर हरामी को भगाओ अपने डिवेट से।।,इसे भगाओ अपने डिवेट से।,test,42,google/mt5-base,models/mt5_detox_baseline/seed42,beam4,हरामखोर हरामी को भगाओ अपने डिवेट से।।,हरामखोर हरामी को भगाओ अपने डिवेट से।।,False,False,True,True,False,False,False,37
hi-0394,hi-g0254,hi,भेनचोद पता नही तेरे जैसे लोग कैसे पत्रकार बन जाते है,पता नही तेरे जैसे लोग कैसे पत्रकार बन जाते है,test,42,google/mt5-base,models/mt5_detox_baseline/seed42,beam4,तेरे जैसे लोग कैसे पत्रकार बन जाते है,तेरे जैसे लोग कैसे पत्रकार बन जाते है,False,False,False,False,False,False,False,37
uk-0053,uk-g0150,uk,"Мені дохуя французької, а єбав, бо усний:з","Мені багато французької, а манав, бо усний",test,42,google/mt5-base,models/mt5_detox_baseline/seed42,beam4,"Мені дохуя французької, а єбав бо усний:з","Мені дохуя французької, а єбав бо усний:з",False,False,False,False,False,False,False,41
uk-0071,uk-g0011,uk,"'Рубрика ""Всім похуй на ті всраті діалоги"":Итс соу світ вен після п''янки всі звітують, що дома.'","'Рубрика ""Всім начхати  на ті всраті діалоги"":Итс соу світ вен після п''янки всі звітують, що дома.'",test,42,google/mt5-base,models/mt5_detox_baseline/seed42,beam4,"Всім похуй на ті всраті діалоги"":Итс соу світ вен після п''янки всі звітують, що дома.'","Всім похуй на ті всраті діалоги"":Итс соу світ вен після п''янки всі звітують, що дома.'",False,False,False,False,False,False,False,87
uk-0084,uk-g0328,uk,"бля, я тікаю від вас спати.",я тікаю від вас спати,test,42,google/mt5-base,models/mt5_detox_baseline/seed42,beam4,я тікаю від вас спати.,я тікаю від вас спати.,False,False,False,False,False,False,False,22
