id	tweet	label	length
test_isixhosa_00004	uphumile uhili ezingcongolweni!!!	Normal	33
train_isixhosa_00803	andifuni noyibona incanca in my life, inoba ndingatswina. ✋🏾 hayi. ##url	Normal	72
test_isixhosa_00423	makuthiwa kunuka umsunu kusuke kushiwo into enje 😂😂😂🙏🏽🙏🏽🙏🏽	Abuse	58
train_isixhosa_01346	@username ukuze ndibe nengqondo kufuneka ndincome ukuba banxibe kakuhle aba nontroyi? mna ndingumzali ndinabantwana abangama ntombazana,asoze owam umntana aphume endlini enxibe kanje kweli lizwe likhohlakele kanje. im not sure about you ke wena.	Abuse	245
train_isixhosa_01448	blaq dash iqaba_kusemhlabeni🙏🔥🔥🔥 sengivele ngenza nje... coming soon @username ##url	Normal	84
train_isixhosa_02083	@username yho babemqhela ikaka umntanabantu 💔	Abuse	45
train_isixhosa_01546	lide latola ilawu. wena wonke mkhuluwa ubhale nge atm? ##url	Hate	60
train_isixhosa_01558	thetha ikhozo le nja ##url	Abuse	26
train_isixhosa_01395	@username subayikaka.indoda ayiyenze lenyo uyenzayo.don't behave like inkwenkwe bharee	Abuse	86
train_isixhosa_02608	@username iqaba ibifudula ubangabantu abaqaba imbola emakhaya,yiyeke ubangoku idityaniswa nemfundo etshotayo. lilonke ungaliqaba ufundile	Normal	137
train_isixhosa_00199	isidudla masigqoke u all white ngathi 5litre wamasi😹😹😹	Hate	54
test_isixhosa_00573	@username kudala emenza ixelegu ujali losisi, i remember they had just started dating and these girls were interviewed omnye wathi ....”and uyatowna uandile akiyfuni noyibona”🥺🥺🥺🥺🥺🥺	Abuse	181
train_isixhosa_01550	@username wat i have seen mna ngabantu abadala ukunyoluka kwezalali zethu qha oko fike besithi awunokwenza umkhuluko nge gusha for mama wakho mele ibe yinkomo🙆‍♂️	Normal	162
test_isixhosa_00221	yangathi ngunondrokhwe lelokhwe😂 or ndim iqaba.. ##url	Normal	54
train_isixhosa_00128	@username umthakathi wangempela ke wena	Abuse	39
train_isixhosa_00936	@username uthembe inja eyingalumi	Normal	33
train_isixhosa_01076	stethoscope asingeni kwi relationship, kulapho konakala khona ke xa uzobe uthwele la burden yase work uzenayo @username ##url	Normal	125
train_isixhosa_02215	@username 😂🤣😂 ngubani isidenge? sundiqhela wena. yandiqhela leway yaz'.  akhange ndiyibone lo dm yakho yobudenge.	Abuse	113
train_isixhosa_00220	@username thiza wabanjwa unomokhwe! 😂	Abuse	37
dev_isixhosa_00138	ixoxo nexoxo liyazigxumela, wena ufuna kugxunyelwa uba? 🤔	Normal	57
train_isixhosa_01554	@username angeke liphinde lisebenze leli pipi ##url	Normal	51
test_isixhosa_00013	@username awumbuze yaz umxabanisi lona 😆 ##url	Normal	46
train_isixhosa_01161	pravin mgodoyi ukewulisa okomdlwane engakafiki ngisho ehhovisi likamabusana. imagine when he is being grilled just about sars matters alone nje singakayi kwezestate. azishe mabusana @username . sisemva kwakho sihole mama. ✋🏾kusazobalit 🔥🔥🔥 ##url	Abuse	245
train_isixhosa_00366	umuntu wesifazane udinga  uthando❤pipi🍆iskhathi⌚pipi🍆ukuhlonishwa😇pipi🍆kanye nemali ne pipi🍆futhu😂✊💃🚶🏃 ##url	Normal	108
train_isixhosa_01938	@username uyalazi imenemene bafo	Normal	32
train_isixhosa_02660	bendibona elinye inxila. ugrand wena😂😂 ##url	Normal	44
train_isixhosa_01594	inqhuzha ngyayithanda umsunu angitsheli inndaba yegolo	Abuse	54
train_isixhosa_02155	@username mdantsane, mecca of boxing, last born tete, inkawu ityiw'ilila imfene isinda ngokugoloza;-) ##url	Normal	107
dev_isixhosa_00057	isitabane syadabukisa bafwethu geotologist uzohleka ###url #kingsomnala	Hate	71
train_isixhosa_00554	"""ungandenzi isidenge, ngoba ndikujongile kwi list yo clever awukho""."	Abuse	68
train_isixhosa_02434	uhili 😂😂😂ningadlali ngomandy @username 	Normal	39
train_isixhosa_01715	@username isibhanxa somntu eso	Abuse	30
dev_isixhosa_00544	@username lmao mnqundu wakho kwedini	Abuse	36
train_isixhosa_00815	my cousin's friend inxila umqundu 😔😒	Abuse	36
test_isixhosa_00205	#ukhozifmnye  niyazihlanyisa nje nina futsek futhi, angithi niyazi ushwi nomntwekhala kwathiwa warojwa njan🤷🏾‍♂️🤷🏾‍♂️🤷🏾‍♂️  benitsheliwe nje now utshatha but niyazihlanyisa	Abuse	172
train_isixhosa_01980	igintsa lomthetho 🤣🤣🤣 ##url	Normal	27
train_isixhosa_01578	@username leyo mdidi futhi. ivele ithi nangu umuntu wakho everytime eqamuka ##url	Abuse	81
dev_isixhosa_00534	ngathi yi peta ye mango emuncinyiweyo ##url	Normal	43
test_isixhosa_00515	@username amaxesha amaninzi lento ibangelwa zingxabano nokungatembani kwanekohlakalo egcweleyo kuthi madoda iinkudla mazigwebe umbulali	Normal	135
train_isixhosa_00954	"iqhula: ""eli gama lingu 'incanca' livakala ngathi sisiteketiso! kufuneka igama elitsha elifana no 'isiguqubhuve'"" - tats nkonzo #naf2017 ##url"	Normal	142
train_isixhosa_00038	"sekhe wabona i couple eno mntana omncinci, uyijonge le couple uthi ngaphakathi ""futsek ayingomntana wenu lona, ngumzukulwana""?"	Abuse	126
train_isixhosa_00645	mkr, kodwa incanca yona awuyifihli kwi yoghurt ##url	Normal	52
train_isixhosa_01531	@username to our men: nohlulwa yinto ubane pipi eme kanje nibancinci kangaka 🤣🤣🤣🤣🤣? ##url	Normal	89
train_isixhosa_00269	@username uma unuka uyanuka	Abuse	27
test_isixhosa_00191	the real reason why utanci nomalume babesithi indoda ayikhali kwedini! you end up trending fo the wrong reasons kuthwe ungu #babeswenyembezi ##url	Normal	146
train_isixhosa_00552	lol. ungabi iqaba. ngik’thembile ##url	Normal	38
train_isixhosa_00506	iphi incanca jabu? ##url	Normal	24
test_isixhosa_00449	"nigga you got issues ""@username : @username yey wena msunu kanyoko onamalebe anempethu, sigxabhesgxununu manze egolo uyajweyela wena masimba"""	Abuse	141
train_isixhosa_01004	@username ave singalilalela ixoki lethu, ligwexe ukhozi ishow yonke 😂😂😂	Normal	71
train_isixhosa_00637	inkwenkwe xa inamandla ayihambe iyoziva amandla kwamanye amakhwenkwe edlelweni	Normal	78
train_isixhosa_00512	iyabagezisa incanca ndikxelele. ##url	Normal	37
test_isixhosa_00296	@username uzamile ke kodwa. akufani noncamisa mfene	Normal	51
train_isixhosa_01592	ixoxo nexoxo liyazigxumela #tweetinyourmothertongue	Normal	51
train_isixhosa_00947	@username hamba uyobuza unyoko mgodoyi.	Abuse	39
train_isixhosa_01562	@username iphixiphixi le ndoda	Abuse	30
train_isixhosa_00232	@username uma sishisa umthakathi siyaye sishise konke okwakhe	Abuse	61
train_isixhosa_01326	@username ndiye ndathi yeyabani mna kuqala? umdala ke for incanca khehle ##url	Normal	78
train_isixhosa_01733	mhle ke u deputy minister ndabeni. uyilerali ndithunga ngayo .....undikhumbula ndisemtsha kwedini !	Abuse	99
test_isixhosa_00382	ndi sure if umalusi ebembethile lamfazi ngenixingxolela nge gbv. wenza right ugigaba. velela injakazi le. ##url	Hate	111
train_isixhosa_01663	@username #ngqondi..: ixoxo ne xoxo liyaziphandela....singayi engomeni njeee?	Normal	77
train_isixhosa_02325	kwabe kungabandi ehewu ngelo xesha, ingqeqe iqabaka ndiyijongile kwedini......	Normal	78
train_isixhosa_00572	@username lol yamfuna uhili?	Normal	28
train_isixhosa_00882	"zajikizinto, ""ixoxo nexoxo liyazigxumela wenufunugxunyelwa ngubani"" the late mandoza #absa"	Normal	90
dev_isixhosa_00185	@username ninjalo ke ebhayi xa nixhoma, you wear sunglasses inside the house. sun...glasses kwedini!	Abuse	100
dev_isixhosa_00390	@username 😲 thenga oomarhosha ungaba ubenentlahla komnye wabo	Abuse	61
train_isixhosa_01777	kodwa nkosiyami waze wanesono umbulali kazi yena uyophelelaphi  ulale ngoxolo senzo meyiwa	Normal	90
train_isixhosa_02066	yazi lo mnqundu undiqhela umnqundu bekunini ngoko ebethe uzoza kum ##url	Abuse	72
train_isixhosa_00310	ukwenziwa isibhanxa yhooooo bawo ##url	Abuse	38
test_isixhosa_00544	siyabethwa isibhanxa pha! close combat 🔥🔥🔥 ##url	Normal	48
test_isixhosa_00567	@username utsotsi unjalo  angisho ufuna  abantu  abazomu jamele ufihla  ubumbi  bakhe  ngokwenzela  abantu  okuhle, ntombi primrose skosana esoweto	Normal	147
train_isixhosa_00261	@username ngubani lo unukayo?😂	Normal	30
test_isixhosa_00514	undenza ixoki lona, iyandhlupha lento 😔	Normal	39
train_isixhosa_02280	@username ustufuza kodwa wamuhle	Normal	32
train_isixhosa_01749	@username vuke cinga lomntu udlwengule uhili kanti uhili lo yintoni na kahlekahle ngumntu,sislwanyana or ngumoya omdaka?dbn	Normal	123
test_isixhosa_00450	#realzulus igolo lelo...hambani nobhebha inja lol	Abuse	49
dev_isixhosa_00220	@username ngova, kwedini boke uthule xa kuthetha u nongxowa. ubalekisa elidlagusha ngezi  politics zenu ze bmf zingazi na niks after all. yekani ukuba zii populists maan	Abuse	169
dev_isixhosa_00514	uyobukela imatch atarven ufike umeza esingathe inkawu!!! rhaaa ekomani ninezinto	Normal	80
train_isixhosa_00391	uguge gqitha for mna *dead* yhu!! isgezo asinqabanga apha, uthetha njani nomntu omdala kwedini?! lmao hahahahaha *dead*	Abuse	119
train_isixhosa_01753	“sindenz’isbhanxa mlulami”  nothing xhosa women hate more than ukwenziwa isibhanxa.  “ubonugogo xa undijongile? kutheni usibuyisela emva nje?”   that’s when they stay crying.	Normal	174
test_isixhosa_00346	#moyane uthi udikiwe ukwenziwa inkwenkwe ngumphathiswa. 😀😀  #pravingordhan	Normal	74
train_isixhosa_02282	@username umnqundu wakho kwekwe	Abuse	31
train_isixhosa_00973	@username andil'kholwa inxila, ndobona ngezenzo! don't be around me ngoba i'm going to tempt you.	Normal	97
train_isixhosa_00574	@username ugezwa wedwa lowo 5 minutes yini kangaka ngoba indoda igeza u 3 minutes bafo ##url	Normal	92
train_isixhosa_00718	@username awdingeki ! unezifo 😂😂😂😂 uthwele ukungcola	Abuse	52
dev_isixhosa_00027	kudibene ikaka zabantu apha 😭 ##url	Abuse	35
train_isixhosa_00010	atsho nge boots umnqundu wakhe.	Abuse	31
train_isixhosa_02321	ufuna ukusibonisa  incanca ##url	Normal	32
test_isixhosa_00513	ihule.unomokwe.umehlukho yintoni apho?@username ##url	Abuse	53
dev_isixhosa_00225	xa isizwe silawulwa inkwenkwe kuvele kucace,bathi ngamadoda kuba bephondla abazi ubudoda bubudoda ngezenzo,anengxaki kodwa amazulu nyhani.	Normal	138
train_isixhosa_01617	@username bida umthakathi. xa ulala wedwa uvuka early guys	Normal	58
test_isixhosa_00059	@username uyaphangela na ngok kwedini?	Abuse	38
train_isixhosa_02245	@username 🤣 🤣 🤣 🤣 if you guya didn't comment here benizobona inkomo isela umhluzi ndiyakuxelela ndifunga umafula ngaso🍑 inene. just like👇 ##url	Normal	143
train_isixhosa_00061	@username i'm not even zulu wena masimbe nja usho ngegolo elimanzi ungazoxephel isgxunu malebe wakho ebolile abuza ephethu	Abuse	122
train_isixhosa_01184	"""ungavumi ukwenziwa umnqundu"" - william  shakespeare ##url"	Abuse	58
train_isixhosa_00268	"co-msunu""@username : umsunu kanyoko ""@username : umqondo ongangekinati ke lo rt @username : thats what u gain when u have about"""""	Abuse	129
test_isixhosa_00579	"@username umntu andifonele ngoonyezi athi ""ndenza ntoni"", ndivele ndithi ndixela ihagu, ayisecace ndikobude ubuthongo ngelo xesha."	Normal	130
dev_isixhosa_00459	"umthakathi unyoko :""""""""""""d"	Abuse	26
train_isixhosa_00151	@username heeh uyamlwela uzintle makazilwele🤣🤣 akhomntu wamntu apa mfazi inkawu ityiwa ilila imfene isinda ngokugoloza😂😂	Normal	120
train_isixhosa_00744	weeee kwedini kushota ozophatha ibotile ibheke phezulu. simnandi kodwa isintu xa singazuxutywa nanto. ##url	Abuse	107
train_isixhosa_00111	@username umsunu kanyoko fxck yena animuthole ngimufake inhlamvu	Abuse	64
train_isixhosa_00142	@username iyakunceda lonto. thatha igeza lakho uphole	Abuse	53
train_isixhosa_00783	inja yes’valo leyo 🙌🏼😂😂 ##url	Normal	29
dev_isixhosa_00550	i wonder i #bafanabafana yokoluka nini ngoba iintanga zayo zolukile e #rusia2018  yhooo inkwenkwe endala kangaka. ##url	Normal	119
train_isixhosa_02386	"""nantsi ipoqile incanca ngaphandle@username : skinny pants and some all stars.."""	Normal	80
train_isixhosa_00355	@username indlela engicabanga ngayo ngathi wena u cabanga ngo mdidi wakho.. ##url	Abuse	81
train_isixhosa_01408	@username ,corruption,urhwaphilizo,ukunyoluka,umrhobholo,wabantu abathanda imali	Normal	80
train_isixhosa_00659	@username idle ukudla idle nami futhi lo mgodoyi 🐕🚮	Abuse	51
dev_isixhosa_00564	"""@username : kahle nkawana!!! #nkafezile #isibaya #isibayamzansi"" lol kunjalo nje mtakababa!"	Hate	92
train_isixhosa_01482	toiletries? uyanuka yini umjita wakho ##url	Normal	43
train_isixhosa_00832	@username bebesa popola ba situation yethu izaba njani kule season then basihluthe inqatha emlonyeni maar uthixo ukhona member	Normal	126
train_isixhosa_01738	mntase lomlomo unukayo uzawunceda ngantoni? @username 	Abuse	54
train_isixhosa_00686	inqwelo = isifebe	Abuse	17
train_isixhosa_02039	inoba igameplan yebafana ikula usb ka babes wodumo edukileyo. andiyazi tu lanto bendiyibukele izolo.	Normal	100
train_isixhosa_00466	@username masthathu, nompundwananye, nkomozibomvu. ilawu, xolo ngokphaphela i just saw isduko sam kuwe mas3❤️	Normal	109
train_isixhosa_01419	"tyini! :'d ""@username : @username hay! uzenza isithulu. uyayazi sithetha ngantoni :'d"""	Normal	86
dev_isixhosa_00328	ezintwana ke zingayakhela inkawu ngenja ipirates , remember maluti college? ##url	Normal	81
test_isixhosa_00496	senazi nokuth ubani umbulali webaphenyi abakhulu 🤦🏽‍♀️🤦🏽‍♀️	Normal	59
train_isixhosa_02610	hahaha sihle shouting out of panic shame umthakathi bamtholile😂😂😂 @username #isibaya	Abuse	84
train_isixhosa_00124	@username #sijikilanga msasi wam iyaxabanisa;grocery,into zothambisa,ixelegu elingondluliyo ibhedi,ukungapheki nokucoca.	Abuse	120
test_isixhosa_00127	@username 😀😀😀😂🤣😂 waugqwetha umnqundu 😁😂😀	Abuse	40
train_isixhosa_00879	@username msasi wam uhili uphumile ezingcongolweni.umongameli uzawuva umoya.	Normal	76
test_isixhosa_00040	@username uthini ngoku lo pipi, akanyi perhaps 🤣🤣🤣	Abuse	50
train_isixhosa_00643	"nangu u lerato la esbedlela🏥 usaba ukuya kubo🏠"" uzale🍼👶 ikula"""	Hate	62
train_isixhosa_00221	@username msunu kanyoko uncolile	Abuse	32
train_isixhosa_01513	uthwele kanzima 😢😢😢 ##url	Normal	25
test_isixhosa_00238	"siyazalana""@username : ah! mntakwethu ""@username : mfene,hlathi, lisa, uhla ngomva eliweni""@username : ungumni or ungumamni?"""	Normal	125
dev_isixhosa_00147	🤣🤣🤣 kofa isidenge ke ngoku. tshotsho umntu makahlale endlini	Abuse	60
dev_isixhosa_00414	@username isela ngampela, laphel' izwe.	Normal	39
train_isixhosa_01248	ubusowubuzile kula cherry yakho okanye uqhela thina ikaka? ##url	Abuse	64
train_isixhosa_01462	ndanditshilo kwedini ndizokufumana ##url	Abuse	40
train_isixhosa_00255	words that describe a dumb person in your language.  isidenge- isixhosa  isiphukuphu-zulu setlaela-sesotho	Normal	106
test_isixhosa_00397	"""ungashisi umuzi ngoba ufuna ukubulala igundwane!"" ~ @username (don't burn the house to kill a mouse!) 😣"	Normal	104
train_isixhosa_02355	mandinyonyobele la pizza ikula microwave ingekavuki le ingugcobani 😊	Normal	68
train_isixhosa_02263	haibo yazelaphi ba une pipi encinci ungumhloli wazo  ngoku ? 😂 ##url	Normal	68
dev_isixhosa_00100	incukuthu kulebhedi bawo thethelela😥😥😥😥😥😕😕😕😕 surely andizulala kobu busuku ##url	Normal	80
train_isixhosa_00215	andiyazi ndizomthini unurse ona 50+ ubudala, iqheya nokwenza. ndamosha ngokuthi anditshatanga🤭🤭	Hate	95
train_isixhosa_01845	ramos is a son of a bitch, umsunu wakhe. ##url	Abuse	46
test_isixhosa_00138	yamula baby (young moola baby) kwazisholo ikwerekwere limemeza lithi  liyangidlisela lidlala ulil wayne 😂😂😂😂	Hate	108
train_isixhosa_01772	@username uzundenze isicaka sasendlini yakho!	Normal	45
dev_isixhosa_00313	@username wang’biza nges’cefe engathi ng’phaka kini....mdidi	Abuse	60
dev_isixhosa_00284	ubumpondo bundigcwele nenkani yakhona ithi size ndaxelelwa ngumntu okwi saru othetha emumethe inqatha kuba ethi umnyama cc @username 	Normal	133
train_isixhosa_00556	player my player that!!! “@username : siya kolisi ungquba isibhanxa : ) ##url	Abuse	77
test_isixhosa_00197	ok wemasimba,msatha nyoko*nxa* rt @username : k bro..rt @username : msunu kanyoko sani,ungangijwayeli igolo wena malebe nyoko @username 	Abuse	136
test_isixhosa_00339	""" mdanso omusha "" siphethi impimpi siphethi pha😜 @ white house midrand ##url"	Normal	76
test_isixhosa_00171	"😂😂😂😂😂😂😂😂 order! @username : umsunu wakho omnyama ""@username : sarafina “@username : favourite shakespeare play?”"""""""	Abuse	115
train_isixhosa_01293	@username isifebe unyoko msunu.	Abuse	31
train_isixhosa_01441	im actually in tears hearing these senenzeni na song💔 lala ngoxolo sis koda ubuye uzolanda umbulali wakho#zolilekhumalo	Normal	119
train_isixhosa_02412	ungalahli imenemene lakho ngenxa yemenemene elilahlwe limenemene lalo ngenxa yobumenemene. uyayiva nhe? ##url	Normal	109
train_isixhosa_01057	@username awsatsho ukuba lide latola ilawu 🤣🤣🤣 ##url	Hate	52
train_isixhosa_00751	imagine kuqhwatywe nge pipi okokutya okanye kuthifelwe😂💔	Normal	56
dev_isixhosa_00404	uthetha umsunu kanyoko. ##url	Abuse	29
train_isixhosa_00421	@username there is a song eculwa ngamaxhegwazana xa ebetha ingqongqo ithi,🎵🎵yhe wena ntombi wacuma kangaka kanti uncumel'utsotsi yho haha yhoo utsotsi nguwe ntwazana🎵🎵🎵🎵	Normal	169
train_isixhosa_02337	mbali iphixiphixi #uthandonesthembu	Normal	35
dev_isixhosa_00035	@username ilawu cuddle khona kamnandi ke because once you let go uyawa phansi	Hate	77
train_isixhosa_00807	ibhaqiwe inja... 🤣🤣🤣🤣🤣🤣🤣🤣🤣 ##url	Normal	32
train_isixhosa_00333	@username olu dliwano-ndlebe khange lubenagxeke naxanasi kwaye khange lurhuqise mrhaji, inga angaphumelela osifanele esi sikhundla @username 	Normal	141
train_isixhosa_01020	@username shaya inja nyamakayishi ngzoklekelela	Normal	47
train_isixhosa_02244	@username yimele ikaka yakho 😂😂 phendula pha 😂😂😂 uyabuza akujoinele na lmfaoooooo	Abuse	81
train_isixhosa_02180	😂🤣 akafuni nombona shame igqwirhakazi labantu usindi ##url	Abuse	58
train_isixhosa_01986	"lol ""@username : ekse :""d ""@username : lol rt @username : uyarhaleleka kodwa umarhosha ngoku..”"""""	Abuse	97
train_isixhosa_02130	amadoda zinanana nje...umntu ehamba ezinyanzela nje vuxu kodwa akafunwa shame isidlwengu!!sowubukele kumabonakude asibukeleki	Abuse	125
train_isixhosa_01565	kumba wonina obulele 'isidlwengu' kukomani unjeng. ntshinga uthi bengamapolisa abanaluvo; benze umsebenzi wabo, iyakuba yinkundla egqibayo. ##url	Normal	145
train_isixhosa_01673	@username uzoliloya njani isela unyoko walo esebenzisa iyeza kwayena ?uzinqikile inyoko izipholele mos	Normal	102
train_isixhosa_01047	@username libalulekile inqatha 😂	Normal	32
test_isixhosa_00488	nkosiyami uyanuka lobaba, why abantu bangagezi kodwa😭	Abuse	53
train_isixhosa_00990	ootsotsi basemonti baku robber, bangazihluphi ngoku baleka bakhwela i phela.	Normal	76
train_isixhosa_02200	wakhe wasithanda isifebe ungafuni nova!!!	Abuse	41
dev_isixhosa_00449	song of the year: akalali umntu ozal’ inkwenkwe	Normal	47
train_isixhosa_02399	uthwele shuthi .. ##url	Normal	23
train_isixhosa_01999	criston is the true representation of utyisa isibhanxa. yuck	Abuse	60
train_isixhosa_02278	ivukile injubaqa and ayina bhabhalaza.	Abuse	38
train_isixhosa_00130	@username 😂😂how i wish shame unyoko wakho isifebe esinuka umenso nje ngisho noma esefile uyoba njalo	Abuse	100
dev_isixhosa_00381	pull up some videos please masingenzwa isibhanxa ##url	Abuse	54
train_isixhosa_01219	@username ndicela ukuncedwa ngokususelwa lenkunkuma. imbi imeko esiphila phantsikwayo apha, abanye abantu bade balahla inja efileyo kuyanuka ngoku. kuse damasko (bhongweni phase1) apha. ##url	Normal	191
train_isixhosa_01000	only injubaqa zi out there. thina? masilaleni maqela.	Abuse	53
train_isixhosa_02652	@username 😂😂 ndingamgrumba anye ibhentse kaloku	Abuse	47
test_isixhosa_00304	@username what you are doing kubaba uzuma is despicable, it's absolutely disgusting, bengithi uyahlonipha, angazi why all of a sudden usuphenduke umdidi, what u are doin kuyanyanyisa, mfana waphenduka umdlwembe? unxamalala lona wena silima, if kungukuthi uthengiwe usho	Abuse	269
test_isixhosa_00372	nina apha ningayiphika kaka apha for irt's kodwa ikaka iyabonakala ba gca yikaka😂😂😂	Abuse	83
train_isixhosa_01348	@username hayi futsek ezangalamini neza late eflatini	Abuse	53
train_isixhosa_01809	but brains dololo, isibhanxa nyani! ##url	Abuse	41
dev_isixhosa_00155	it's derogatory to call a mentally ill patient igeza ngesixhosa. kuthwa ugula ngengqondo. we call someone who's ill mannered igeza.	Normal	131
train_isixhosa_02556	@username wena wafaka loya mgodoyi owaluma isgebengu emva kwalokho account suspended	Abuse	84
train_isixhosa_01313	@username hayi wethu yitya inkawu le	Hate	36
test_isixhosa_00539	"""ukuba sithi asinasono, siyazikhohlisa, inyaniso ayikho kuthi. ukuba sithi sizivume izono zethu, uthembekile, ulilungisa, ukuba asixolele izono zethu, asihlambulule kuko konke ukungalungisi. ukuba sithi asonanga, simenza ixoki; ilizwi lakhe alikho kuthi."""	Normal	255
train_isixhosa_01734	iyaphi inja manje? ##url	Normal	24
train_isixhosa_00120	@username umsunu unyoko golo	Abuse	28
train_isixhosa_02324	alikho iphixiphixi elinjengawe ##url	Normal	36
train_isixhosa_01064	@username but nawe uyishlama mgodoyi	Abuse	36
train_isixhosa_02010	@username kwasawena ungandiqheli ikaka emanzi apha coz andilwanga nawe ndikubuze kakuhle qha uzixelele ngobasisirhama ndaweni yophendula le ndiyithethayo rhaa wanya ngoku.	Abuse	171
train_isixhosa_00476	inkazana efriendly gqithi emadodeni hayi hayi hayi ##url	Normal	56
train_isixhosa_00793	@username sikufisela okuhle kodwa mfene	Normal	39
train_isixhosa_01760	"lol sile wena mgodoyi ""@username : @username 😂😂😂😂😂😂 phansi ngodlame satane"""	Abuse	75
dev_isixhosa_00250	"""yhuu bhuti ndidinwe!! bendisebenza ubusuku bonke"" - umarhosha entatha kusa."	Abuse	76
train_isixhosa_00739	@username old kwaito#zola esithi umdlwembe yayindibulala ke longoma@username 	Abuse	77
train_isixhosa_01034	azathi uyanuka umakhadzi ubabes 🥺😭	Abuse	34
train_isixhosa_01551	"""ngyambuka umuntu othi ngiyinja ngoba ngyazazi angiyona inja, ngiwumgodoyi wokugcina"". zuma yekela manje ngeke baba kwanele. ##url"	Abuse	130
train_isixhosa_01893	@username hayi chaza... asizobhatalela ihagu isesakeni	Normal	54
train_isixhosa_00464	akwaziwa okwatyebisa ihagu!	Normal	27
train_isixhosa_00363	@username msunu kanyoko ovulwa nge pin code	Abuse	43
test_isixhosa_00278	“ubumntya nabani lo kfc kwedini? yithi ku kfc maka khuphe imali kule kaka ye pokotho yakho..sundiqhela umnqundu utsho ngogcwala ifutha”	Abuse	135
train_isixhosa_00511	@username wenzeni umthakathi this time?	Normal	39
train_isixhosa_01969	nguni: lawuhlohla umchamo inxila in the taxi. he could've just asked the driver to stop. we didn't tell the driver to avoid delays. uyanuka	Abuse	139
test_isixhosa_00543	@username xa kusithwa ingcuka eyambhethe ngefele le gusha kuthethwa ngabo bantu	Normal	79
train_isixhosa_01409	💃🏼💃🏼💃🏼💃🏼💃🏼 ifile injakazi yezi njakazi ##url	Hate	44
train_isixhosa_00854	i know for fact that andililo iqaba kodwa ##url	Normal	47
dev_isixhosa_00425	"nge pipi, perhaps? ('._.) ""@username : uhhhm thixo wam aziba ebexukuxa ngantoni unom'ondz -____-"""	Normal	97
train_isixhosa_01139	bayazenzisa aba. umntu uzenza iqaba kodwa uyayazi into funeke bayenzile. kuba bakhona abaright ##url	Normal	100
dev_isixhosa_00557	@username msunu kanyoko wena.. ungathola isikhathi sihloniphe	Abuse	61
test_isixhosa_00551	watsha wanya incanca esabhanxeka umngqundu wakhe 🙆🏿‍♂️🙆🏿‍♂️🙆🏿‍♂️🤣🤣🤣 ##url	Abuse	73
train_isixhosa_01165	@username bakuhlebe 🤣🤣🤣 imenemene lizokubalisela intlebo, kodwa lingatsho ukuba litheni lona xabekuhleba. friends we have abs keep	Normal	130
train_isixhosa_00740	@username masende akho wenja🤣🤣🤣🤞🤞	Abuse	33
train_isixhosa_02645	@username futsek wulungiseni mazinye ezikaka😂😂😂😂	Abuse	48
train_isixhosa_02219	@username uyanuka umsuzo kqala	Normal	30
test_isixhosa_00531	@username kanti ke ndakwenzela inkawu ngenja 😂😂😂 ##url	Normal	54
train_isixhosa_01399	shaya inja le wena sisi..... umgodoyi🐕..... indoda enjani eshaya umuntu wesmame🤷‍♀️🤷‍♀️🤷‍♀️🤷‍♀️ ##url	Abuse	101
train_isixhosa_02241	akaze ngalibona ixoki elifana nawe 😹😹 ##url	Abuse	43
test_isixhosa_00460	@username ukuba utsotsi ngabbadiya uhamba ulala uyaphela uqcina uzi khona amaxeba	Normal	81
train_isixhosa_00265	ndinetshomi, igeza kwaye ndinomthetheleli kuwe. ❤ ##url	Normal	55
train_isixhosa_00985	"lmao dead 😂 ""@username : sfebendin' lalela ehlisa ukuphapha...mawubheda uyabheda!! msunu kanyoko. ##url"	Abuse	103
train_isixhosa_01183	ubobo ngath uyanuka ngisho ekwi phone meshaya lama snippets akhe...	Abuse	67
test_isixhosa_00157	@username 🤣🤣🤣🤣🤣sivuka mbhem usikhumbuza ixoxo	Normal	45
train_isixhosa_00789	we are in the dogs, nansi nenye inja iqeda kuzala la endlini… ##url	Normal	67
train_isixhosa_01698	kingston nkatha uyinja mgodoyi	Abuse	30
dev_isixhosa_00552	@username 😂😂😂😂😂 and to think uba ndakhula amahlubi endibiza ngosandla se mfene just because i was left handed is just…..	Normal	120
dev_isixhosa_00073	@username hahahahahahahahahaha ayibobuqhitala? kuthiwa sisihlungu nje? meaning akaxheli kakuhle isilwanyana esi.	Normal	112
train_isixhosa_01331	@username ewe andazi unoluntu uzodlalela kubani ngoku ngalati yakhe edikayo. udikiwe finish !ukwenziwa isidenge umawande	Normal	120
train_isixhosa_01981	igintsa lise kapa ##url	Normal	23
test_isixhosa_00534	yho lanquma inqatha, wabaleka upam #isibaya	Normal	43
train_isixhosa_02484	ngigcwele ngawe nkawana. #isibaya	Normal	33
train_isixhosa_01375	uthethe ikaka oku kwakhe ke lo thembi ##url	Abuse	43
train_isixhosa_00963	jail time???  uthetha ukubila kwebhentse kanyoko enamanqagisa msunu kanyoko ##url	Abuse	81
train_isixhosa_02379	@username 🤣 🤣 🤣 🤣 🤣 khawuve inxila elidala	Abuse	42
train_isixhosa_01232	@username uyinyoka iphixiphixi lomuntu #mbalula	Abuse	47
test_isixhosa_00015	@username and a half... iqaba elifundileyo... lacks logic	Abuse	57
