id	tweet	label	length
train_yoruba_01417	"""@username abi now. awon eranko jati jati"""	Abuse	42
train_yoruba_00781	àwọn ọlọ́pàá pàápàá wà níbẹ̀ láti ṣe ìwádìí	Normal	43
train_yoruba_00707	"""iperin ojokolo oke eri, ijebu ode no fire fight service was seen @username ##url"	Normal	81
train_yoruba_03153	"""ò̧yà eleyi wo̧ rocket! ##url"	Abuse	29
train_yoruba_00826	Olodo Governor  thank God I no make mistake	Abuse	43
train_yoruba_01163	"""yoruba pple be like,  me:egbon! ti yin ti jabo o(your thing as fallen) egbon:ti e ma jabo,omo ale oshi😂😂😂 ##url"	Abuse	112
train_yoruba_02336	"""the disrespect! calling a state leader an 'eleyi' is the height of arrogance for baba tinubu. dapo abiodun and the people of ogun deserved better.  it is done• #asuu• eleyi• #peterobi2023 • buhari• tinubu • #apcprimaries • chioma • dapo abiodun• ribadu • #takebacknaija ##url"	Normal	276
test_yoruba_00453	sodiq e onye nze ko lo le baby e pa o tun pe olopa fun o tun pe olopa fun leyin ko fun lowo e tun le ko pa fun eyin ni nu ya ra to ba gba sha eyin meji o n sha ja sha	Normal	166
train_yoruba_00040	"""@username awon baba nla baba e ni oloriburuku"""	Abuse	47
train_yoruba_02109	in this country elulu wa ti fi enu pe ojo odi dandan kia fi ori ko	Normal	66
train_yoruba_02425	"""gbọ t'èmi náà ##url  #yoruba #nollywood #filmclips #movie #morocco #tiktok #olodo #wednesday ##url"	Normal	99
train_yoruba_00426	"""@username oloriburu nie se oloshi alenu werey omo ale,wo awon tobi e ti fi obo jona o"""	Abuse	87
train_yoruba_02882	"""ogun state governor prince dapo abiodun @username achievement on health in ogun east senatorial district   ijebu ode local government   1. rehabilitation of molipe health center   2. rehabilitation of isiwo health center"""	Normal	222
train_yoruba_02681	"""@username robin hood ko, robin blue ni! ole jati jati."""	Abuse	56
train_yoruba_01252	"""@username i know you will support your oloriburuku brother but i don't need to fight you here eyin alayebaje, oloriburuku,ebi tioni dafun gbogbo i think your father already die 😁😁😁"""	Abuse	182
train_yoruba_01567	"""unveiling!!! the biggest #obidatti rally in ijebu land.  ijebu-ode 100,000 man march....   saturday, november 26th, 2022. 9:00am  muster point 1: dipo dina stadium, ijebu-ode   muster point 2: imowo round about, ijebu-ode ##url"	Normal	228
train_yoruba_00909	"""@username òpònú 'smiling', learn how to use punctuation marks, àgbà olódo that does not know yorùbá sign.🤣"""	Abuse	108
train_yoruba_00892	"""ur such an ungrateful goat, without nigeria, u are nothing. nigeria made u, oderinde, oloshi oloriburuku, arinidi, who even comes up with a dumb name aka?  afin oshi ##url"	Abuse	172
train_yoruba_02078	"""back to sender to you, your family and your entire generations  olosho, olote, oloribu, oloribu, omo ale, omo jati kate, olofo, olodu rapata  see as you black like burnt 😂😂 sacrifice like your fave  #adekunleolopade𓃵  #bbnaija  #bbnaijaallstars ##url"	Abuse	251
train_yoruba_02154	èmi kì í ṣe babaláwo àmọ́ mi kò gbọ́ ọ rí wípé odù kan sọ pé oòduà atẹ̀wọ̀nrọ̀ gun òkè àràfá àmúlùmálà ìtàn gbáà ni ọba sókótó mohammed bello ní ẹni tó polongo pé ìran yorùbá tan mọ́ lárúbáwá òun lẹni náà tó sọ fún àwọn òyìnbó ni àwọn yẹn bá kọ ọ́ sílẹ̀	Normal	253
dev_yoruba_00460	ojú ìmàle ò kúrò lọ́tí ó sọ́mo rẹ̀ ní ìmórù máhá	Hate	49
test_yoruba_00598	àwọn àkàndá ènìyàn bí olóríńlá olójúńlá abirùn àbbl	Abuse	52
dev_yoruba_00417	adékọ̀yà adé kọ ìyà	Normal	19
train_yoruba_00679	"""gbogbo awon ota wa, awon abanije, awon asoroeni lehin laida, awon afoju feni,mafokan feni,awon oju lari, ore o denu, ni olorun yio ba ja. eyin oloriburuku  eni jere tomo tomo 🙏🏾🚶🏾‍♂️"""	Abuse	184
dev_yoruba_00326	wéré no bobo yí	Abuse	15
train_yoruba_01234	be eyankan lobi eranko yi se awon hausa ati fulani nikan lodibo fun ni odun ni ti aba se ofintoto ko seni to ran were nise o	Hate	124
test_yoruba_00445	"""@username ogbeni go and rest. oniranu omo radarada"""	Abuse	52
train_yoruba_00543	"""@username olodo for that matter."""	Abuse	34
train_yoruba_01290	"""ikú fẹ́ pa alápatà ó ńkígbe; ọmọ ẹranko tó ti dá lóró ńkọ́? / death stalks the butcher and he screams; what about the animals he's butchered?  [be fair and considerate; exact from no one what you are unwilling to impose on yourself.] #yoruba #proverbs"""	Normal	253
train_yoruba_01520	"""se okan soso araba ki se egbe egba osunsun.  omo t'oja fafa kan soso, ki nse egbe igba irunbi omo.  akuku ibi sanse radarada. kaku l'omode l'oyeni,  o san ju kadagba katoroje lo #ewaedeyoruba"""	Normal	193
dev_yoruba_00707	"""oloriburuku ni gbogbo yin😂😂😂 ##url"	Abuse	35
train_yoruba_01077	a ò le è torí pé ayé dayé ọ̀lájú kí a máa fi ojú egbò gúnlẹ̀ tótó ṣe bí òwe àwọn àgbàlagbà  láyé òde òní àwọn lọ́kọláya ò ka ojúṣe wọn láàárín àna kún ọ̀pọ̀ ló ní ayé ti lajú ju tàná lọ torí náà wọ́n ń ṣeyán bí ọkà ileokoileeko yoruba	Normal	234
train_yoruba_03417	"""soro soke werey!!!!! ma fo gbogbo egun to wa lara mi fun ile mi....orile ede mi..  🚫⚠️ @username 💯 gbagbe oshi ❌ #endsars   #medisinemusick #standardproceduremovement @ standard procedure movement ##url"	Abuse	203
dev_yoruba_00164	"""nibo ni omo ale nti mbo🤷🤣 ##url"	Abuse	32
train_yoruba_00317	"""@username mr najeem arindi .. omo sanlé why is you and your president flexing in another man’s country . oloriburuku ti bayin tipé  you are over 45 years old and your country is still in a mess . they are doing meeting of how to steal . you dey happy ."""	Abuse	254
train_yoruba_00854	"""@username gbogbo eleyi o necessary 😂  ##url"	Normal	44
train_yoruba_03374	"""oti ya weyrey. ##url"	Abuse	21
train_yoruba_02196	oniregbe olojukokoro lára ìṣekúṣe lati mú oníṣekúṣe ẹlẹ́yà ni a ti rí ẹlẹ́lẹ́yà ọ̀rọ̀ wo la yọ láti ara ìr	Abuse	106
train_yoruba_03239	èjìlù àti málàkì wá bẹ ọmọlẹ́bí wọn olúgbani olorì àdó wó àmọ́ ìròyìn ọba ti wàjà ni wọ́n dé bá àna wọn ti dòrìṣà eyoorisa yoruba	Normal	129
test_yoruba_00606	"""the beauty and diversification of language is so wonderful!!! funny enough olukumi in ijebu means a bossom friend, ore kori kosun!!! ##url"	Normal	139
train_yoruba_02842	O TI LULE	Abuse	9
train_yoruba_01209	ebi kì í pa igún dọjọ́ alẹ́ jẹ́ àpẹẹrẹ òwe afẹranko ṣàkàwé pa òwe mìíràn tí ó ní igún nínú ibeere yoruba	Normal	104
train_yoruba_02884	"""omo ale omo oshi. ori gigun bi brt bus. ##url"	Abuse	46
train_yoruba_01917	"""tbh is their anything like chasing someone who is out of your league? i believe everyone is a spec our choices and preferences are just different 🤷‍♂️ èwo wa ní “he is out of your league “ oshí èmi gan spec"""	Normal	208
train_yoruba_03363	"""the osun ilerioluwa/olule should prepare to re-present oyetola again in 2026 with their shenanigans and see hell again."""	Normal	121
train_yoruba_01617	"""book 1bedroom fully serviced apartment for short stay and long stay  📍lekki phase 1  n50,000   #congratulationsobidatti section134 #tinubulshere #davido ip- 1, 125,400 rccg rivers 25% of fct national collation center sanwo olu olodo #inecelectionresult nweke yoruba ##url"	Normal	272
dev_yoruba_00042	"""kai andy gbe agba sunne lulè 🥱 #skyblue ##url"	Normal	46
test_yoruba_00019	"""ole ni everybody, eni ti ile ba mò ba ni barawo.   e koshi pelu ebo ofo.😂😂"""	Abuse	76
train_yoruba_03305	"""we are still expecting senator ademola adeleke here in oyan, odo otin lga. this is 7:10pm already. it will be very loud here. for the first time, the oloyan of oyan is waiting for the incoming gov of osun state. oyetola ti lule. 😁"""	Normal	232
train_yoruba_02500	bí àwọn yorùbá bá fẹ́ bọ èṣù ìrọ̀lẹ́ ni wọ́n ma sábà ń bọ èṣù tàbí tí ilẹ̀ bá ti ń ṣú díẹ̀ díẹ̀ ìdí ni wípé wọ́n gbàgbọ́ wípé èṣù ma ti lọ sí oko tí ó dẹ̀ di ìrọ̀lẹ́ kí ó tó dé tí ó sì ma wà pẹ̀lú wọn dáada	Normal	206
test_yoruba_00171	"""@username omo eni oni buru titi ki ale fun ekun paje    ema je ka gbagbe asa wa tori wipe asa wa ni ise wa...  ebawa ra oja loni ki aje obu igba je(kindly patronize us today).   we deals in all kinds of kampala,tie&amp;dye, art work,adire ibile and so on,distribution nationwide  dm:09164645962 ##url"	Normal	301
train_yoruba_00853	im saying it again ajá ló ma jẹ òkú ààrẹ wa im talking about ààrẹ	Abuse	65
test_yoruba_00644	"""omo alé sterling yii mo ball gba."""	Abuse	35
train_yoruba_01302	"""sanwoolu! sanwoolu!! sanwoolu ooo!!! so fun awọn aja to n da rogbodiyan lẹ laarin awọn to n fi ehonu han ni alausa ki jawo lapon ti o yo. if not ofo lomi ẹfọ n se o.  #endswat #thugs@username """	Normal	194
train_yoruba_01634	ọmọ ìyá ni ẹkùn tòun àmọ̀tẹ́kùn akátá ìyẹn panther lédèe gẹ̀ẹ́sì ìran tiger kì í ṣe ẹranko ẹlẹ́jẹ̀ gbígbóná tútù ní í ṣe ó ti pẹ́ tí a ti ń pe ọkà ní ọká tí a ti ń fi òjó pe òjò tí à ń pe bàbá ní bàbà	Normal	200
train_yoruba_00839	"""@username agbalagba ofo ni yin sir. before you look like something they use to praise wild beats"""	Abuse	98
train_yoruba_00367	"""@username omo òfo.. yorùbá and stupid loyalty to ethnocracy no allow una get sense again? shebi if we deg exchange am for 1k your pápá go exchange am for 1naira because him na yoruba àbí? akotileta."""	Abuse	200
train_yoruba_00597	"""@username eyin olodo gbogbo😂😂😂💔"""	Abuse	33
train_yoruba_00478	"""the day you stop looking like c.j (carl johnson) gta san andreas character. oponu omo alé jati jati ##url"	Abuse	106
train_yoruba_03151	no dey look uche on d street ogbeni sabi your people stay woke on the street of gidi ogbeni ji masun grinoshodifinest	Normal	117
train_yoruba_02654	"""mujeeb olubodun and de jollymate music band live at ojude oba 2022 for egbe obayori okunrin akile ijebu.   @username @ de jollymate music band. china k1 ##url"	Normal	159
train_yoruba_02229	"""i say it with my full chest some men are mad aje... olofo omokunrin ##url"	Abuse	74
train_yoruba_00200	"""allow sens***ss @username to be whining you on who built lagos, he studied animal to animal attitude.   aponle ni warder, elewon ni elewon je   aponle ni animal to animal, eranko ni eronko je   rufai eranko ni eeeee"""	Abuse	217
train_yoruba_01979	"""talented omo werey ti 1xbet baje lake yi"""	Abuse	42
train_yoruba_00544	"""i need to know your man and his status, eranko jati jati🐸 ##url"	Abuse	64
train_yoruba_00488	"""@username olodo. incoming ko, outgoing ni."""	Abuse	44
test_yoruba_00235	"""omo ijebu ,owo,😁😁😁 ##url"	Normal	25
dev_yoruba_00436	sọ pe eke ni esun naa toripe g ko ti ni asopọ si won sọ pe ko si imuṣiṣẹ ti g ni ati wipe won ko tii fun enikeni ni iweaṣẹ fun g lati sise ni nigeria ka	Normal	152
train_yoruba_03045	bí òṣìkà bá ro ẹjọ́ kì í ṣe òṣìkà ni yóò dá a	Abuse	45
dev_yoruba_00699	"""now that the world is watching , nigerian police decided to show off their barbaric side. àwon oloriburuku gbogbo #endsars"""	Abuse	124
train_yoruba_02217	àmọ̀tẹ́kùn ti lé àwọn ọ̀daràn tó ńda màlúù kúrò ní aleniboro ní ìlú ṣakí ní ìpínlẹ̀ ọ̀yọ́ nítorí aburú ọwọ́ wọn	Abuse	111
train_yoruba_00592	"""@username oloriburuku así amiin 🤷o ma sé adura epe fun yin👌🏼omo àle jatijati....say amiin.... ké ikú pa yin danu....oloshi"""	Abuse	124
train_yoruba_02708	"""the congratulator, the congratulatee, punch news paper, and you the handler ori gbogbo yin ti daru. eyin were jatijati yi  #endsarsnow ##url"	Abuse	141
dev_yoruba_00058	"""@username ori won ti buru awon werey set of people!!!"""	Abuse	55
dev_yoruba_00077	"""obasanjo after meeting tinubu. he said two vocabularies will be added to yoruba dictionary which are emilokan and olule. it’s either tinubu can’t speak good yoruba language or tinubu is not a yoruba man."""	Normal	205
dev_yoruba_00725	kò sí ẹ̀wọ̀n gbére kò sí ìkọkọìkọ̀yàwó kò sí ìfipábánilòpò kò sí ìwà ìbàjẹ́ ọ̀gá dé ni gbogbo pálapàla dé	Normal	105
dev_yoruba_00082	wọle soyinka awọn ọdọ lo kan lati dari orilẹede naijiria	Normal	56
test_yoruba_00198	bobo no go die unless toh ba darugbo	Normal	36
train_yoruba_00698	"""@username ori awon ancestor e lo buru.. omo le jati jati buku e"""	Abuse	65
dev_yoruba_00244	"""because of what’s coming to your pocket(èjé dódò é ôlé só ódòdó)……. a short story: was driving a friends car through motion ground going back to falt and they were tailgating me till i parked,wanted to lock the tires but we pleaded and…………🤐🤐anyways i don rant my"""	Abuse	264
dev_yoruba_00204	"""small tackle o ti gbe injury   olofo oni busicuit bone"""	Abuse	56
train_yoruba_03273	"""anticipate! anticipate!! anticipate!!! 📯📢📣 . . second day of ileya/big sallah will be lit in ijebu ode! 💃💃💃💃💃💃💃 are you ready??? #omoalaretheconcert2019 #omoalaretheconcert #omoalare #omoijebu #omoijebualare… ##url"	Normal	215
test_yoruba_00025	"""emi ni eran abi.. omo ale jati jati. iya ati molebi e ni goat. ##url"	Abuse	69
train_yoruba_01427	"""ole nla ree. awon eleyi gangan ni won pe ni hide-out 😂😂😂 ##url"	Abuse	63
train_yoruba_00516	Cast bro olofo	Abuse	14
train_yoruba_00327	dijú kí o se bi ẹni kú wàá ri wipe ìsẹ́jú kan lo jẹ awọn ará ibí ayé ò lopin ẹni ti o ba kú ni aye rẹ̀ pin	Normal	106
train_yoruba_02389	years back bàámi told me i would be a teacher i waived it àṣé nǹkankan tàgbàlagbà rí lórí ìjókòó ọmọdé ò lè rí i lórí ìdúró here i am a happy teacher and language specialist working with children is one of the best things that gives me joy	Normal	239
train_yoruba_01090	"""moi moi elepo ole oni rodo 😩😩❤️ ##url"	Normal	38
train_yoruba_03260	"""oloribuku lawon binomo yi o...bi mo se nblock ikan ni imi tun telemi. awon werey!"""	Abuse	83
train_yoruba_01921	"""abi ori anon ti daru ni? ewo lekun weyrey?"""	Abuse	44
train_yoruba_00504	"""kini gbogbo ori buruku yi gan na. so the reason for marrying the man is so obvious  @username are we not in ijogbon like this? ##url"	Abuse	133
train_yoruba_02264	oun a ní kí òkóbóo wọ́n bọ̀ wọn ò bọ̀ ọ́ wọ́n lá wọn lè bọ igbaa abẹ́rẹ́	Abuse	72
train_yoruba_00704	"""omo ale jatijati (grown up bastard) ##url"	Abuse	42
train_yoruba_02237	"""@username ani oloribuku ni yi 🌚, we are moving with our 25%-50% up north, let others de manage 0.0000 south , awon olule 🤡🤡🤡 ##url"	Hate	131
test_yoruba_00621	"""agẹmọ a lot about agẹmọ in ìjèbú. ọmọ alágẹmọ mẹ́rìndínlógún ọ̀rọ́pọ̀ o” (son of the sixteen agemo masquerades, there is much to be said; though ọ̀rọ́pọ̀ in that context was the name of someone being praised in song)"""	Normal	218
train_yoruba_03383	"""@username ómò àlè,thank god say na my grandpapa send me go,product of tire condom,ómò òfò"""	Abuse	91
train_yoruba_02314	"""koni dafun e, oloriburuku oni sokuso, werey somebody. ogun kill you there. ##url"	Abuse	81
test_yoruba_00173	"""*ìbínú*  àìsàn burúkú ni ìbínú jẹ́...  kò dára bẹ́ẹ̀ ni kò sunwọ̀n....  ìbínú yára pànìyàn...  ìbínú rán ènìyàn lọ sí ibi tí kò tọ́....  ìbínú kìí tún nǹkan ṣe ó máa ń ba nǹkan jẹ́ ni....  ohun tí èèyàn ti sé fún ọ̀pọ̀lọpọ̀ ọdún...  ìbínú a máa bàájẹ́ ní ọjọ́ kan"""	Normal	265
test_yoruba_00312	"""@username or whatever your name is, it shall not be well with you and anyone who shares your nepotistic view. oloriburuku omoale jatijati"""	Abuse	139
train_yoruba_02190	"""ori e ti daru gidi gan... you better go and see optometrist ##url"	Abuse	66
dev_yoruba_00587	"""ori e ti daru tunde. ##url"	Abuse	27
train_yoruba_03185	"""i said it    olofo ni ole sha 🤣 ##url"	Abuse	38
train_yoruba_01778	"""“so is it that wizkid uses glo network” shut your smelling stupid mouth up. oniranu oshi ##url"	Abuse	95
train_yoruba_01900	"""ko deni da fun e you enter bariga first ode, face like premature idiot oloshi, alayebaje ##url"	Abuse	95
train_yoruba_02537	òjíṣẹ́ ọba ẹrú ọba àti ìwẹ̀fà láti fi ṣe àrokò sí aólẹ̀ oníkòyí kakanfò ọ̀pẹ̀lẹ̀ òwòta àti baṣọ̀run rọ̀gbà yí odi ọ̀yọ́ ká fún ogójì lé méjì ọjọ́ aláàfin aólẹ̀ ráńṣẹ́ sí wọn wípé bí wọ́n bá ti tọ́jú ogun dé yálà wọ́n ṣẹ́gun tàbí ogun fi	Normal	236
train_yoruba_03267	whala ti yin ni yen egbon awa o ni gba ki ta wa lopo nkan ti o ba ma gba la ma fun edake shobolashan	Abuse	100
train_yoruba_02800	"""ojude-oba 2022 celebration at the palace of the awujale of ijebu land ##url"	Normal	76
train_yoruba_03138	oríṣìíríṣìí itú làwon jagunjagun ń pa lójú ogun wọ́n a yírapadà wọ́n lè di ẹranko ọmọdé àti obìnrin ọlọ́mọge	Normal	108
train_yoruba_02423	fún odidi ọdún mẹ́rìndínlógún ni wọn ti fi àwọn òṣìṣẹ́ feyinti yìí silẹ láti kú bẹ́ẹ̀ àwa ní a ní eto ọ̀rọ̀ ajé tó tóbi julọ ni ile áfíríkà tí a sì ń gbà owó goboi lórí títa epo roobi ṣùgbọ́n nípa nínà owó ìlú pẹ̀lú ètò àwọn ènìyàn wonyi tí ń rí owó wọn gbà	Normal	257
train_yoruba_02168	"""ìwà omo àlè ni eléyì. àfi bí pé wón lo toro e l'ówo igi àbí èşù ni.  like they say, common sense isn't common. there should be boundaries and this right here is one but to you, making money off it is all that matters to you. ##url"	Abuse	231
train_yoruba_01575	ma se gbe gbogbo igbesi ati igbese aye e sori afefe   ri daju pe site ti ofe san owo si ni ojulowo pe ode ni idabobo	Normal	116
train_yoruba_00255	ehhhhh mo ti gba gi relaymobo lowo wan	Normal	38
train_yoruba_00468	clip from aye ọlọmọ kanremioshodi this scene yorùbá  mummy you want me to break down emotiona	Normal	93
test_yoruba_00365	"""@username olodo ni eleyi oo😂😂😂.... emi omo woli agba ##url"	Abuse	59
train_yoruba_01590	"""eyan o sa gbodo se aduru eleyi si ile mai-rent🤔🤔 ##url"	Normal	55
dev_yoruba_00002	"""@username hyphen ni eleyi, ki nse coma 😂 😂 😂"""	Normal	46
train_yoruba_00573	"""@username omo ale jatijati ni e!!!"""	Abuse	36
test_yoruba_00168	"""awon eleribu gbogbo..naso money easy to get laye buhari 😂 ##url"	Abuse	64
train_yoruba_01616	"""we know your type of yoruba, omo ale to n fi owo osi juwe ile baba e ##url"	Hate	75
test_yoruba_00272	america ni àgbà ọ̀jẹ̀ apàlọ́ ti kọ́ọ́ pa àlọ́ fún òyìbó ẹ̀yìn tí bàbá padà dé nigeria ni wọ́n ṣe àkọ́kọ́ ère alálọ̀ọ́ fún ọmọdé	Normal	127
test_yoruba_00347	"""olófo ló ń bínú ológo, ìyẹn ò jọjú!"""	Normal	37
dev_yoruba_00387	"""@username still wondering how you guys call someone you don't know ọmọ ale  ori daddy yin ti daru o, una go just come online to type rubbish. ọrọ yìí kìí ṣe oju lásán o"""	Abuse	170
test_yoruba_00304	"""@username i know very sure that you can't withstand anarchy!!! ode oshi jatijati omoale omo iran kiran gbogbo"""	Abuse	111
test_yoruba_00618	kí wá ló dé tí ẹ wò ṣùṣù ẹ ò rí sẹ̀ríà dá fún ẹni jí ata ọjá ata lẹ rọ síi lábẹ̀ ìwà ìkà rèé o	Normal	96
train_yoruba_00034	"""omo ale tun dye irun abiya 🤧 ##url"	Abuse	35
train_yoruba_02553	"""efcc. leyin phone e kilotuni ?                                me. iwa werey, ijanduku, afojudi, gbigba iyawo oremi, igberaga, ainilari.   gbogbo e niye sir"""	Abuse	157
test_yoruba_00191	"""happy birthday to one of the most illustrious sons of the kuku dynasty in ijebu ode. chief olo'rogun afolabi kuku(kuku special). the fuwagboye of kuku dynasty.a man of high repute  and tested  integrity . may ur… ##url"	Normal	219
train_yoruba_00574	"""imagine that nonsense vardy missing games because his wife gave birth, ordinary childbirth, oniranu ara galatia"""	Abuse	113
dev_yoruba_00314	"""maybe we should gather beg akanbi omo olodo ide  because it's getting tougher and tougher"""	Normal	91
test_yoruba_00436	"""an olesexual said ole’s should be given more time because he gave molde their first ever title and defended it. oloriburuku ni awon people yi. #oleout"""	Abuse	152
dev_yoruba_00357	"""shameless country,shameless team . ori gbo gbo yin ti daru"""	Abuse	60
train_yoruba_01980	"""@username chelsea lúlẹ̀"""	Hate	25
train_yoruba_00711	"""if i talk about that general hospital ehn. oloshi ni management won"""	Abuse	69
train_yoruba_02159	maṣe ranti awọn ti o ti kọja tabi gbero atijọ kiyesi i emi nṣe ohun titun nisisiyi ni yio ma jade o ko ye o wò o emi o ṣeto ọna kan li aginju ati odo ninu aginju aísáyà	Normal	168
train_yoruba_00987	èṣù wá ìyáa rẹ̀ kiri títí tí wọ́n fi ta á lólobó pé ìyáa rẹ̀ ti kú sọ́nà ọjà àjánrérémi àti pé ọ̀rúnmìlà ló ṣètò ìsìnkú rẹ̀	Normal	123
train_yoruba_02268	ọmọ tó túnra ẹ̀ kọ́ ọmọ tó níwà ẹ̀tọ́ ọmọlúàbí bí sùúrù ìmoore ìbọ̀wọ̀ ìteríba ìyẹn ọmọ onínúure olódodo	Normal	106
train_yoruba_00462	ẹkúndayọ̀ lorúkọ ajá tó sùn yìí yorùbá àti àṣà ìsọẹranko lórúkọ ọjọ́ ń bọ̀ n ó sọ nípa àṣà ọ̀hún	Normal	96
train_yoruba_02522	"""next week friday.... ìjẹ̀bú ode yóò gbalejo @username #yorunayouthawards #yorubayouthsummit @ dealings-hotel ##url"	Normal	115
dev_yoruba_00122	"""olori buruku omo ale jati jati ode o fe trend 😂 opolo e ti kick the bucket gbagbe!"""	Abuse	84
train_yoruba_02033	"""but you go open your stupid mouth dey yab arteta, ọmọ àlè ##url"	Abuse	64
train_yoruba_02428	"""@username drama group 🤣🤣😂😁 ... failure group.....mumu 🤣😂😁🤣😂 sope otilo 🤣😂😂🤣🤣"""	Abuse	78
dev_yoruba_00633	"""olodo ike!😂😂😂 tolani the bully! they no know shishi #bbnaijaallstars"""	Abuse	70
train_yoruba_01846	"""everyone seems happy as the olori omo oba, wasiu ayinde k1 visit awùjalẹ̀ of ijebu land, ọba sikiru kayọde adetọna ##url"	Normal	121
train_yoruba_02046	"""@username what i ordered vs what i got...😂😂😂😂😂😂ani oloriburuku ni eyin veehives yi.. ##url"	Abuse	91
train_yoruba_03235	ewì ni ọmọ mi ò akúrúbete kúrú bete ọmọ ò a kùrùbété kùrùbété bíò kú o máa raṣọ fún ẹ a amúṣẹ́yá b arẹmọ́lẹ́kún	Normal	111
train_yoruba_00257	àṣàa ilẹ̀ yorùbá bẹ̀rẹ̀ sí dojúrú nígbàtí ẹ̀sìn ìmàle àti ìgbàgbọ́ wọlé wá wọ́n ní ká ti ọwọ́ àwọn àṣàa wa bọlẹ̀ ká gba ti wọn	Hate	133
dev_yoruba_00478	"""olodo gidi ni bobo yi, shut up your stinking mouth if you don't understand yoruba ##url"	Abuse	88
train_yoruba_02269	"""@username emi werey ti fe pin, kori nkan je. nincompup political jobber😂. i need more of your tears."""	Abuse	102
train_yoruba_01006	Oloshi na Onitsha you suppose go they fight for governor. Chinedu turn to gbadebo omo Igbo werey koni da fun yin eyin	Hate	117
train_yoruba_02334	"""omo àlè jatijati ni ẹ o ##url"	Abuse	30
train_yoruba_02550	Where's the infrastructure? In Lagos? Lori iro!!!	Abuse	49
train_yoruba_01792	"""@username ursulla... you don allow dem know update, werey be like àgbàlumò seed"""	Abuse	81
test_yoruba_00364	Ode. Eluu peeee	Abuse	15
train_yoruba_00014	"""@username iwo olódò ọba ##url"	Normal	30
test_yoruba_00094	Shut up man…arindin, oponu, akan,a$$ kisser	Abuse	43
train_yoruba_00619	"""i swear, àwọn olofo ##url"	Abuse	26
dev_yoruba_00031	"""where do you think omo buruku ni ojo ti e comes from? ##url"	Normal	60
train_yoruba_03036	"""@username awon omo olofo didan"""	Abuse	32
train_yoruba_00520	"""@username katikati wo ni eleyi so"""	Abuse	35
train_yoruba_02106	ǹ jẹ́ tí gbọ́sọ pé ẹṣin inú ìwé lásánlàsàn ni yín ṣé lòótọ́ ni òkóbó ni yín bankwars yoruba	Abuse	91
train_yoruba_01464	"""@username traitor betrayal bi ti bawo nau...beht gbogbo eleyi o necesstri nau🤣😂 @username """	Normal	92
train_yoruba_00567	"""dem say oniranu ni eyin noh 😂😂#rebuildilorinreputation ##url"	Abuse	61
train_yoruba_02496	ọgbọ́n àgbọ́njù ní ńsọ ẹni diwin bí oògún bá pọ̀ lápọ̀jù a sọni di wèrè bóbìnrín bá gbọ́n àgbọ́njù péńpé laṣọ ọkọọ ẹ̀ ń	Abuse	119
train_yoruba_01595	Dis na olodo ponbele!  Howu, se bi Architect niwon peyin!	Abuse	57
train_yoruba_00675	ó tọrọ ààyè tí yóò pàgọ́ sí ogifa olórí ilẹ̀ fi ààyè kan fún bìní àti àwọn ti rẹ̀	Normal	81
test_yoruba_00016	"""nah only you go vote for him shogbo 🙄.... adití oshi shey suffer no dey tìrẹ you ni??? #sarsmustend #sarsmustendnow ##url"	Abuse	122
train_yoruba_02792	èdá tó mosé òkùnkùn kó má dósupá lóró torí òni la rí olorun lóke ló mòla	Abuse	72
train_yoruba_01388	"""l’ójó orí j’oyè n’ílé ayé o🎵 mo múra mo báwon lo🎵 àtàrí j’oyè l’órun o🎵 mo múra mo báwon lo🎵 orí ókéré l’olójà hún tà o🎵 orí l’óso erú domo🎵 àtàrí gbébè, orí mi gbèmí oo🎵 ìwo l’òsà tí ń gbeni🤲🏼🤲🏼  #proudyorubastudent# #tasuedite# #endasuustrike"""	Normal	246
train_yoruba_02139	"""@username ko de ni ragba fun e abi kofe da fun irandiran re ni oloriburuku ma sanfani....rin jina simi ko ma ko ti e bami"""	Abuse	123
train_yoruba_00791	"""omo!!! 😮 werey po ninu eyin okunrin ooooooo ##url"	Hate	50
test_yoruba_00466	"""see the like of people crying justice for mohbad ,,,, ọmọ alè ndọgbọn polowo ọja f'awọn oloriburuku ẹgbẹ,,,,,,shiọ ##url"	Abuse	121
train_yoruba_02745	"""u are not fun to chat with oloriburuku  olobo ofo 🤣 awon werey gender"""	Abuse	71
train_yoruba_01028	àwọn àgbá bọ̀ wọ́n ní páńsá ò fura páńsá já síná àjà ò fura àjá jìn onílé tí ò fura olèé kó o kí ni àwọn yorùbá ńfi páńsá ṣe	Normal	124
test_yoruba_00715	ẹ fẹ́ máa múnú bí mi ọjọ́ wo ni ó tò ó dáa tí tìdílé ìyàà mi bá gùn mí n ó ṣe ki ní tí mo wí yẹn fún wọn òpùrọ́ ni wọ́n	Abuse	119
dev_yoruba_00448	ẹ kú ojúmọ́ oṣé àlàáfíà ni ẹ wà‍️ ẹ kú ọjọ́ mẹ́ta a ò níí rí ìdààmú kankan lọ́sẹ̀ yí ọkàn wa a balẹ̀ àá jèrè ọjà	Normal	112
train_yoruba_02220	"""even if the presidential election is held today .  tinubu will win.  so gbogbo eleyi ko nessestry"""	Normal	99
train_yoruba_02442	"""e wo bi awon eranko she pa iyan danu.  ha! ikule a bi ya mo o"""	Normal	63
dev_yoruba_00461	"""kwara speaker @username graced the 2018 ojude - oba festival in ijebu - ode, ogun state. ##url"	Normal	95
