pair_id,language,toxic_input,detox_output,prediction,sim,fl,is_copy,sta,j,model
es_124,es,"Ya venís en manada a quejaros, anda a tomarte una mArandina.","Ya venís en manada a quejaros, anda a tomarte una mandarina.","Ya venís en manada a quejaros, anda a tomarte una mArandina.",1.0,0.8679170678447143,True,1.0,0.955972355948238,mt5_seed_42
es_125,es,"a la mierda directamente, OKUPAS en el gobierno.",OKUPAS en el gobierno.,"A la mierda directamente, OKUPAS en el gobierno.",0.9805251,0.7887066905530201,False,1.0,0.9230772556474443,mt5_seed_42
es_126,es,"ese tío no es un delicuente, en su cultura mayormente está admitido, lo que es, es un hijo de puta","Ese tio no ev un delincuente, es su cultura mayormente esta admitido","ese tío no es un delicuente, en su cultura mayormente está admitido, lo que es, es un hijo de puta",1.0,0.6376289867840106,True,1.0,0.8792096622613368,mt5_seed_42
es_127,es,tu respuesta dice que no crees que el catalán tendría que ser de obligatorio entendimiento. Eres un puto…,Su respuesta afirma que no cree que el catalán deba ser una lengua obligatoria para ser comprendido.,tu respuesta dice que no crees que el catalán tendría que ser de obligatorio entendimiento.,0.9370671,0.4728867626008959,False,1.0,0.8033179513552975,mt5_seed_42
es_128,es,y encima esqe eres mu puta,Y encima es que eres mía,Y encima esqe eres mu puta,0.9619933,0.6540571547111442,False,1.0,0.8720168105946836,mt5_seed_42
es_129,es,¿A qué puta perra hora suben el link de #HTGAWM?,¿A qué hora cargan el enlace a #HTGAWM?,¿A qué hora suben el link de #HTGAWM?,0.9628043,0.4657615323277009,False,1.0,0.8095219499340219,mt5_seed_42
hi_130,hi,अब इसपे कोई न्यूज चैनल और दलाल एंकर आपत्ति भी नही जताएंगे ?,अब इसपे कोई न्यूज चैनल और पक्षपात एंकर आपत्ति भी नही जताएंगे ?,अब इसपे कोई न्यूज चैनल और दलाल एंकर आपत्ति भी नही जताएंगे ?,1.0,0.8120278441082731,True,1.0,0.9373426147027577,mt5_seed_42
hi_131,hi,अब तो ये भी हरामी बनते जा रहे हैं,अब तो ये भी बुरे आदमी बनते जा रहे हैं,अब तो ये भी बुरे आदमी बनते जा रहे हैं,0.85764694,1.0,False,1.0,0.9525489807128906,mt5_seed_42
hi_132,hi,अबे हरामी जिन्ना की औलाद तू अपने किसी मोहल्ले में हिंदुस्तान बाले से पूछ लें मोदी ने क्या किया,तू अपने किसी मोहल्ले में हिंदुस्तान बाले से पूछ लें मोदी ने क्या किया,अबे हरामी जिन्ना की औलाद तू अपने किसी मोहल्ले में हिंदुस्तान बाले से पूछ लें मोदी ने क्या किया,1.0,0.9303867213330164,True,1.0,0.9767955737776721,mt5_seed_42
hi_133,hi,अरे मादरचोद इसपे क्या कहना है तेरा?,इसपे क्या कहना है तेरा?,अरे इसपे क्या कहना है तेरा?,0.8924022,0.9646008918404968,False,1.0,0.95233435464304,mt5_seed_42
hi_134,hi,"आ गया भडवा नीच आदमी, राजनीति करने ।","जिसको राजनीति नहीं आती है, आ गया वह राजनीति करने |","आ गया आदमी, राजनीति करने ।",0.83515877,0.3115597321501684,False,1.0,0.7155728324887259,mt5_seed_42
hi_135,hi,इतना सब कुछ होने के बाद भी मैं पूरे भरोसे से कह रहा हूँ ये दलाल दलाली करते रहेंगे।,इतना सब कुछ होने के बाद भी मैं पूरे भरोसे से कह रहा हूँ ये बुरे काम नहीं रोकेंगे |,इतना सब कुछ होने के बाद भी मैं पूरे भरोसे से कह रहा हूँ ये दलाली करते रहेंगे।,0.98061985,0.7384198328099828,False,1.0,0.9063465601948294,mt5_seed_42
hi_136,hi,इस सूअर को कोई भी ग़लत काम नजर नहीं आता।,इस बुरे इंसान को कोई भी ग़लत काम नजर नहीं आता।,इस सूअर को कोई भी ग़लत काम नजर नहीं आता।,1.0,0.7154120721057204,True,1.0,0.9051373573685734,mt5_seed_42
hi_137,hi,"झोंपड़ी के, कुछ दिन पहले तक तो तू उस के लिये छाती पीट रहा था।",कुछ दिन पहले तक तो तू उस के लिये मातम मना रहा था।,कुछ दिन पहले तक तो तू उस के लिये छाती पीट रहा था।,0.9409348,0.7351377638142345,False,1.0,0.8920241803580203,mt5_seed_42
hi_138,hi,ताकि तुम इस तरह पैसे उडाओ. भोसड़ीकी बाप का पैसा है क्या ?,ताकि तुम इस तरह पैसे उडाओ. तुम्हारे बाप का पैसा है क्या ?,ताकि तुम इस तरह पैसे उडाओ. भोसड़ीकी बाप का पैसा है क्या ?,1.0,0.7509218232346422,True,1.0,0.9169739410782141,mt5_seed_42
hi_139,hi,तुझे तो तेरी औकात जनता ने दिखा दी |,तुझे तो तेरा स्तर जनता ने दिखा दिया |,तुझे तो तेरी औकात जनता ने दिखा दी |,1.0,0.5860494574037736,True,1.0,0.8620164858012579,mt5_seed_42
hi_140,hi,तुम अब विनाश काले विपरीत बुद्धि हो,तुम्हारी सोच अब खराब हो गई है,तुम अब विनाश काले विपरीत बुद्धि हो,1.0,0.13408599328381998,True,1.0,0.7113619977612733,mt5_seed_42
hi_141,hi,तुम को संस्कृत से विरोध है तो कान में लूंड़  ठूस  लो ।,तुमको संस्कृत से विरोध है तो अपने कान बंद कर लो |,तुम को संस्कृत से विरोध है तो कान में लूंड़ ठूस लो ।,1.0,0.6183864066757481,False,1.0,0.8727954688919161,mt5_seed_42
hi_142,hi,तू जेएनयू में झांठ नहीं उखाड़ता भोसडीके,तू जेएनयू में कुछ नहीं कर पाता समझे,तू जेएनयू में झांठ नहीं उखाड़ता,0.95800614,0.4287286211693886,False,1.0,0.7955782549131115,mt5_seed_42
hi_143,hi,देखिए आज की रिपोर्ट अमीश भड़वा से,देखिए आज की रिपोर्ट बेकार अमीश से,देखिए आज की रिपोर्ट अमीश भड़वा से,1.0,0.6379489243982,True,1.0,0.8793163081327333,mt5_seed_42
hi_144,hi,दोनों एक नंबर के हरामि हो,दोनों एक नंबर के बेकार आदमी हो,दोनों एक नंबर के हरामि हो,1.0,0.547305688535153,True,1.0,0.8491018961783844,mt5_seed_42
hi_145,hi,फिर लग जाते हो किसी की भी भड़वा गिरी करने,फिर लग जाते हो किसी की भी चाटुकारिता करने,फिर लग जाते हो किसी की भी भड़वा गिरी करने,1.0,0.6108076252534647,True,1.0,0.8702692084178215,mt5_seed_42
hi_146,hi,भाजपा लेटी हुई है और पत्रकार अपने-अपने हिसाब से दूध पी रहे हैं ।,पत्रकार अपने-अपने हिसाब से भाजपा की चाटुकारिकता कर रहे हैं ।,भाजपा लेटी हुई है और पत्रकार अपने-अपने हिसाब से दूध पी रहे हैं ।,1.0,0.5866866375642796,True,1.0,0.8622288791880933,mt5_seed_42
hi_147,hi,भोसड़ी के तू अच्छा नहीं नाच रहा है ।,तू अच्छा नहीं नाच रहा है ।,भोसड़ी के तू अच्छा नहीं नाच रहा है ।,1.0,0.9157240196937341,True,1.0,0.9719080065645781,mt5_seed_42
hi_148,hi,मादर चोदो समाचार दिखाना जैसे हुआ वैसे,समाचार दिखाना जैसे हुआ वैसे,मादर चोदो समाचार दिखाना जैसे हुआ वैसे,1.0000001,0.927264100605548,True,1.0,0.9757547399382792,mt5_seed_42
hi_149,hi,मूर्खो! ये घर में बैठकर कमेंट में किसी को गाली देना कौन सी बहादुरी है?,ये घर में बैठकर कमेंट में किसी को गाली देना कौन सी बहादुरी है?,ये घर में बैठकर कमेंट में किसी को गाली देना कौन सी बहादुरी है?,0.9146672,1.0,False,1.0,0.9715557297070821,mt5_seed_42
hi_150,hi,ये हराम की खाने वाले पुलिस वाले जो गुनहगार उसको तो पकड़ नही पाती,ये भ्रष्ट पुलिस वाले जो गुनहगार उसको तो पकड़ नही पाती,ये पुलिस वाले जो गुनहगार उसको तो पकड़ नही पाती,0.8757947,0.8387102662433132,False,1.0,0.9048349916573679,mt5_seed_42
hi_151,hi,ये हरामखोरो को पता नही है ?,ये धोखेबाजों को पता नही है ?,ये लोगों को पता नही है ?,0.85742354,0.5896652409671124,False,1.0,0.8156962616323886,mt5_seed_42
hi_152,hi,रंडी रोना शुरू कर दे धोनी आज धागा खोल देगा ।,शिकायत करना शुरू कर दो धोनी आज धागा खोल देगा ।,रंडी रोना शुरू कर दे धोनी आज धागा खोल देगा ।,1.0000001,0.6704455907911165,True,1.0,0.8901485700001354,mt5_seed_42
hi_153,hi,समझा जरा रे सुअर हमको भी,समझा जरा हमको भी,समझा जरा रे हमको भी,0.8947004,0.701550472559514,False,1.0,0.8654169601804621,mt5_seed_42
hi_154,hi,साली चुतीया औरत नाम लेने से डरती है रंडी कही की ||,वह डरपोक औरत नाम लेने से डरती है ||,साली चुतीया औरत नाम लेने से डरती है रंडी कही की ||,1.0000002,0.6144366219496865,True,1.0,0.8714789534560885,mt5_seed_42
hi_155,hi,हमारे टुकड़ों पर पलने वाले सूअर नमक हराम भडवे,हमारे टुकड़ों पर पलने वाले धोखेबाज,हमारे टुकड़ों पर पलने वाले सूअर नमक हराम भडवे,1.0000001,0.7037354383782654,True,1.0,0.9012451858625182,mt5_seed_42
uk_156,uk,"""Приватбанк - професійно шлемо нахуй""Подзвони їм.",Приватбанк - професійно шлемо Подзвони їм.,"Приватбанк - професійно шлемо нахуй""Подзвони їм.",0.9658341,0.8938312351623203,False,1.0,0.9532217721117545,mt5_seed_42
uk_157,uk,"' бля, ти пам''ятаєш, шо мені було потім?) я мацала так пити)'","'ти пам''ятаєш, шо мені було потім?) я мацала так пити)'","' бля, ти пам''ятаєш, шо мені було потім?) я мацала так пити)'",0.99999994,0.9636966753388062,True,1.0,0.9878988719113871,mt5_seed_42
uk_158,uk,"'Напиши тій людині ''Йди на хуй''Порада Ендрю, на любі випадкижиття'","'Напиши тій людині ''йди звідси''Порада Ендрю, на любі випадкижиття'","Напиши тій людині ''Йди на й''Порада Ендрю, на любі випадкижиття'",0.9622891,0.8038648725533871,False,1.0,0.9220513224927713,mt5_seed_42
uk_159,uk,"'Рубрика ""Всім похуй на ті всраті діалоги"":Итс соу світ вен після п''янки всі звітують, що дома.'","'Рубрика ""Всім начхати  на ті всраті діалоги"":Итс соу світ вен після п''янки всі звітують, що дома.'","Всім похуй на ті всраті діалоги"":Итс соу світ вен після п''янки всі звітують, що дома.'",0.9029933,0.8001382339180322,False,1.0,0.9010438517789314,mt5_seed_42
uk_160,uk,"(Якшо якась сука, знову, не зіллє інфу)","(Якшо якась людина, знову, не зіллє інфу)","Якшо якась людина, знову, не зіллє інфу)",0.7881377,0.9751630502952796,False,1.0,0.921100241542315,mt5_seed_42
uk_161,uk,"-Ну как обичьно, нахуй))))Кежуал конверсейшнс віз  )))))","-------- Ну як завжди, Кежуал конверсейшнс віз)))))","Ну как обичьно, нахуй))))Кежуал конверсейшнс віз )))))",0.8363958,0.5701950851341417,False,1.0,0.8021969617492731,mt5_seed_42
uk_162,uk,Але це ж ТИИИ бля ігнориш Це обідно.,Але це ж ТИИИ ігнориш Це обідно.,Але це ж ТИИИ бля ігнориш Це обідно.,1.0,0.8656618660629981,True,1.0,0.9552206220209993,mt5_seed_42
uk_163,uk,"Бандіти, написав в бложик, про те як мусарку вогнеметами озброїли.","Бандіти, написав в бложик, про те як поліцейських вогнеметами озброїли.","Бандіти, написав в бложик, про те як людину вогнеметами озброїли.",0.93268406,0.7762978516282463,False,1.0,0.9029939718465614,mt5_seed_42
uk_164,uk,Всі збиратимутися та дрочитимуть на твої фоточки.,Всі збиратимутися та вонанувати на твої фоточки.,Всі збиратимутися та дрочитимуть на твої фоточки.,1.0,0.697493558871528,True,1.0,0.8991645196238426,mt5_seed_42
uk_165,uk,"Заходжу я в твітор, а тут Лєщєнко пиздить.","Заходжу я в твітор, а тут Лєщєнко каже.","Заходжу я в твітор, а тут Лєщєнко пиздить.",1.0,0.8184676987997923,True,1.0,0.9394892329332641,mt5_seed_42
uk_166,uk,"Можу допомогти, все рівно хуйї штурхаю","Можу допомогти, все рівно нічим не займаюсь","Можу допомогти, все рівно йї штурхаю",0.97079283,0.6032558478739911,False,1.0,0.8580162259547928,mt5_seed_42
uk_167,uk,Мужик що проходив мимо зацінив мою сраку.,Мужик що проходив мимо зацінив мою попу.,Мужик що проходив мимо зацінив мою сраку.,1.0,0.8502506853721437,True,1.0,0.9500835617907146,mt5_seed_42
uk_168,uk,На колір та смак товариш не всякДля когось і Хакслі - хуйовий автор,На колір та смак товариш не всяк для когось і хакслі- поганий автор,На колір та смак товариш не всякДля когось і Хакслі - йовий автор,0.98232615,0.7288984023478278,False,1.0,0.9037415174294395,mt5_seed_42
uk_169,uk,Не розумію чим я заслужила цю хуйову карму останнім часом,Не розумiю чим я заслужила цю карму останнiм часом,Не розумію чим я заслужила цю карму останнім часом,0.9454345,0.8187015920969708,False,1.0,0.921378700934942,mt5_seed_42
uk_170,uk,Ну вот сучка прямо як у мене),Ну вот прямо як у мене),Ну вот сучка прямо як у мене),1.0000001,0.7747487006884605,True,1.0,0.92491627329925,mt5_seed_42
uk_171,uk,"Очевидно, бог чистоти приготував, щоб пиздити мене, бо не прибираю.","Очевидно, бог чистоти приготував, щоб покарати мене, бо не прибираю.","Очевидно, бог чистоти приготував, щоб пиздити мене, бо не прибираю.",1.0,0.8692963732435879,True,1.0,0.9564321244145293,mt5_seed_42
uk_172,uk,Схуялі ти пишеш твіти з моєю картинкою?,навіщо ти пишеш твіти з моєю картинкою?,Схуялі ти пишеш твіти з моєю картинкою?,0.9999999,0.8077090325630372,True,1.0,0.9359029711179159,mt5_seed_42
uk_173,uk,"Хочу постити депресивну хуйню в інст, але там забагато знайомих","Хочу постити депресивну дурниці в інст, але там забагато знайомих","Хочу постити депресивну в інст, але там забагато знайомих",0.9808883,0.8432887232650327,False,1.0,0.9413923434532022,mt5_seed_42
uk_174,uk,"Хтіли ""паставіть падножку Порошєнка"", а вийшло дати в жопу тіко.","Хтіли ""паставіть падножку Порошєнка"", а вийшло наоборот тільки.","Хтіли ""паставіть падножку Порошєнка"", а вийшло дати в жопу тіко.",1.0,0.75196399464577,True,1.0,0.9173213315485901,mt5_seed_42
uk_175,uk,"Це не лєві) а тітка, яка сама ніхуя толком не прожила.","Це не лєві) а тітка, яка сама нічого толком не прожила.","Це не лєві) а тітка, яка сама ніхуя толком не прожила.",1.0000002,0.8491858067137394,True,1.0,0.949728681710773,mt5_seed_42
uk_176,uk,"Я: Рєбзь, може суші візьмем?","Я: Рєбзь, може суші візьмем?","Я: Рєбзь, може суші візьмем?",1.0000001,1.0,True,1.0,1.00000003973643,mt5_seed_42
uk_177,uk,звідки вони вобше блять вилізли?,звідки вони вобше вилізли?,звідки вони вобше блін вилізли?,0.9778737,0.8375891714601745,False,1.0,0.9384876181453145,mt5_seed_42
uk_178,uk,не лишайте пухнастих мудаків наодинці зі шкарпетками,не лишайте пухнастих наодинці зі шкарпетками,Не лишайте пухнастих мудаків наодинці зі шкарпетками,0.9741155,0.8684199545039916,False,1.0,0.9475118151391276,mt5_seed_42
uk_179,uk,"ніколи...чуєте, ніколи! не плутайте такі речі. це ж як хуй з пальцем порівнювати))","ніколи...чуєте, ніколи! не плутайте такі речі. це ж не можлiво порівнювати))","ніколи...чуєте, ніколи! не плутайте такі речі. це ж який з пальцем порівнювати))",0.99726546,0.8204359138073103,False,1.0,0.9392337906381018,mt5_seed_42
uk_180,uk,пмс - це ніхуя не весело,Пмс це взагалі не весело,Це ніхуя не весело,0.74791175,0.3436652055292413,False,1.0,0.6971923189331785,mt5_seed_42
uk_181,uk,"приміщенняХАБУдозвільного РОЗВИТКУгромадських організацій (ок і тут ГО)Азовського РУХУ (щто?)рекрутингового центру полку ""АЗОВ""Ух бля!","приміщенняХАБУдозвільного РОЗВИТКУгромадських організацій (ок і тут ГО)Азовського РУХУ (щто?)рекрутингового центру полку ""АЗОВ""Ух","приміщенняХАБУдозвільного РОЗВИТКУгромадських організацій (ок і тут ГО)Азовського РУХУ (щто?)рекрутингового центру полку ""АЗОВ""Ух бля!",1.0,0.9931197940497253,True,1.0,0.997706598016575,mt5_seed_42
xh_182,xh,"@username ahhh kodwa lol @username uzizwele rt @username : @username msebenzi womchamo, futsek nalowo msebenzi wakhe","@username ahhh kodwa lol @username uzizwele rt @username : @username umsebenzi ongafanelekanga, nceda shintsha lowo msebenzi wakhe","@username ahhh kodwa lol @username uzinzile rt @username : @username msebenzi womchamo, futsek nalowo msebenzi wakhe",0.9906945,0.690312350439735,False,1.0,0.8936689577658004,mt5_seed_42
xh_183,xh,ulahle imenemene lakho for imenemene elilahlwe limenemene lalo ngenxa yobumenemene kwawena ube ulimenemene 🙆🏾‍♂️🙆🏾‍♂️,"Ulahle into yakho ngenxa yokuziphatha kwakho, nceda ucinge ngakumbi 🙆🏾‍♂️🙆🏾‍♂️",ulahle imenemene lakho for imenemene elilahlwe limenemene lalo nxa yobumenemene kwawena 🙆🏾 ♂️🙆🏾 ♂️,0.8941674,0.21749523795456294,False,1.0,0.7038875537342847,mt5_seed_42
xh_184,xh,bayayinxila ikaka aba mama 😂😂,Bayayinxila kakhulu aba mama 😂😂,bayayinxila izinto ezingaqondakaliyo 😂😂,0.6612252,0.3586532636737947,False,1.0,0.6732928211243988,mt5_seed_42
xh_185,xh,@username ukujwayela kabi? lowo mgodoyi.,@username ukujwayela kabi? lowo mntu.,@username ukujwaye kabi? lowo mntu.,0.9453954,0.8601111478550084,False,1.0,0.9351688526386304,mt5_seed_42
xh_186,xh,heeeeeeee wavela umthakathi sembonile mulimisi#muvhango,"heeeeeeee kwavela umntu obonakala ngathi ungumthakathi, ndimbone umlimisi #muvhango",heeeeeeee wavela umthakathi sembonile #muvhango,0.9823562,0.4204668571831461,False,1.0,0.8009410159548679,mt5_seed_42
xh_187,xh,heeeeeeee wavela umthakathi sembonile mulimisi#muvhango,heeeeeeee wavela umntu onezinto ezingaqhelekanga sembonile mulimisi#muvhango,heeeeeeee wavela umthakathi sembonile #muvhango,0.9823562,0.4642133057345293,False,1.0,0.8155231654719955,mt5_seed_42
xh_188,xh,heeeeeeee wavela umthakathi sembonile mulimisi#muvhango,heeeeeeee wavela umntu sembonile mulimisi#muvhango,heeeeeeee wavela umthakathi sembonile #muvhango,0.9823562,0.6483735850970125,False,1.0,0.87690992525949,mt5_seed_42
xh_189,xh,ikaka zisela zilahleke 😭,abantu bayalahleka 😭,ikaka zisela zilahleke 😭,1.0000001,0.25373251670058444,True,1.0,0.7512442119699579,mt5_seed_42
xh_190,xh,uthethe ikaka oku kwakhe ke lo thembi URL,Uthethe into engachanekanga. Oku kukwaThembi.,uthethe izinto ezingaqondakaliyo ke lo thembi URL,0.80841446,0.2957506133172518,False,1.0,0.7013883575152557,mt5_seed_42
xh_191,xh,kanti ubani lochampagne pipi ocasula abantu bethu?? athi ngyombheka URL,"Kanti ngubani lo ""Champagne Pipi"" okhathaza abantu bethu?? Uthi ndiyambheka URL",kanti ubani lochampagne pipi ocasula abantu bethu?? athi ngyombheka URL,1.0,0.5175311287852039,True,1.0,0.8391770429284012,mt5_seed_42
xh_192,xh,lp: izingane zoma - isifebe sendoda. #ingomabusuku,lp: izingane zoma - umuntu ongaziphathi kahle. #ingomabusuku,lp: izingane zoma - isifebe sendoda. #ingomabusuku,1.0,0.5310502006235263,True,1.0,0.843683400207842,mt5_seed_42
xh_193,xh,🙏mayibanjwe injakazi engenambheko izodibana nontaga bayo pha etrongweni. URL,"🙏Makaphathwe ngokomthetho umntu ongenambeko, aze adibane nontanga yakhe etrongweni.",🙏mayibanjwe injakazi engenambheko izodibana nontaga bayo pha etrongweni. URL,1.0,0.3490325638887185,True,1.0,0.7830108546295729,mt5_seed_42
xh_194,xh,🙏mayibanjwe injakazi engenambheko izodibana nontaga bayo pha etrongweni. URL,🙏mabanjwe umntu onetyala aze adibane nomahluleli wakhe etrongweni. URL,🙏mayibanjwe injakazi engenambheko izodibana nontaga bayo pha etrongweni. URL,1.0,0.38432415982760043,True,1.0,0.7947747199425335,mt5_seed_42
xh_195,xh,@USER yee wena tumi... in xhosa sukuphambana!!! unxilile kwedini,"Tumi, nceda sukuphambana. Unxilile kwedini",@USER yee wena tumi... in xhosa siphuma!!! unxibelelana neengxaki.,0.8578299,0.18420078373867382,False,1.0,0.680676904045602,mt5_seed_42
xh_196,xh,bethuna xa ningayazi into nibovele nithule endaweni ba nithethe ikaka.,Nithule xa ningayazi into endaweni yokuthetha izinto ezingachanekanga.,bethuna xa ningayazi into nibovele nithule endaweni ba nithethe ikaka.,1.0000001,0.457787947363353,True,1.0,0.8192626888575475,mt5_seed_42
xh_197,xh,"@username lmao, spi ntwana uyabheda. futsek.","lmao, spi ntwana ubonakala udidekile. Ndicela uhambe.","@username lmao, spi ntwana uyabheda. futsek.",0.99999994,0.3676762333537668,True,1.0,0.7892253912497074,mt5_seed_42
xh_198,xh,"@username lmao, spi ntwana uyabheda. futsek.","lmao, ntwana, uyakhathaza. ndicela undishiye.","@username lmao, spi ntwana uyabheda. futsek.",0.99999994,0.24891350060102915,True,1.0,0.7496378136654614,mt5_seed_42
xh_199,xh,@username xa uzakuloqa inkukuma ingathi ngosowulele ngoku 🙃 URL,"@username xa uza kuthetha into engalunganga, kubonakala ngathi usesulelekile ngoku 🙃 URL",@username xa uziphatha kakubi ngosowulele ngoku 🙃 URL,0.90065855,0.3820304784898555,False,1.0,0.760896342122707,mt5_seed_42
xh_200,xh,uyanuka phu ! URL,Unuka kancinci.,uyanuka phu ! URL,1.0,0.16563991563991565,True,1.0,0.7218799718799719,mt5_seed_42
xh_201,xh,uyanuka phu ! URL,"Kukho ivumba, phu!",uyanuka phu ! URL,1.0,0.1688721539936912,True,1.0,0.7229573846645637,mt5_seed_42
xh_202,xh,Andifuni ukuba kwizihlangu zakho ngoku.,Andisithandi isikhundla sakho.,Andifuni ukuba kwizihlangu zakho ngoku.,1.0000001,0.20315458846056234,True,1.0,0.7343849025566174,mt5_seed_42
xh_203,xh,"Ndinqumle, kwaye uya kuzisola.",Ndiyakubongoza ukuba uqwalasele kwakhona iziphumo zakho ngezizenzo.,"Ndinqumle, kwaye uya kuzisola.",1.0,0.12736678658009637,True,1.0,0.7091222621933655,mt5_seed_42
xh_204,xh,Ndiza kwenza ubomi bakho bube lusizi.,Andonwababga yindlela ondiphethe ngayo.,Ndiza kwenza ubomi bakho bube lusizi.,1.0,0.09998563150011439,True,1.0,0.6999952105000381,mt5_seed_42
xh_205,xh,Ngaba inyuka inyusi yakho phakathi komgangatho?,Ngaba uziva ulungile?,Ngaba inyuka inyusi yakho phakathi komgangatho?,1.0,0.1765779879783346,True,1.0,0.7255259959927782,mt5_seed_42
xh_206,xh,Ngaba uwile ngaphandle komthi wobudenge wabetha onke amasebe ngasendleleni?,Ndiyathemba ukuba uyalunga.,Ngaba uziphathe ngaphandle komthi wobudenge wabetha onke amasebe ngasendleleni?,0.9685322,0.15867303096213464,False,1.0,0.7090684118633751,mt5_seed_42
xh_207,xh,UnguKumkanikazi weDrama / inkosi.,Uthanda ukuphuphuma.,UnguKumkanikazi weDrama / inkosi.,1.0000001,0.1033703841439059,True,1.0,0.7011235011177318,mt5_seed_42
xh_208,xh,Ungumgangatho weparasite.,Izenzo zakho ziyingozi kwabanye.,Umgangatho weparasite.,0.5636424,0.09824568182696393,False,1.0,0.5539626881495764,mt5_seed_42
xh_209,xh,Ungumntu we-sandwich enye yepikniki.,Uzisa umbono ohlukileyo.,Ungumntu we-sandwich enye yepikniki.,0.99999994,0.12515545577463974,True,1.0,0.708385132056665,mt5_seed_42
xh_210,xh,Utywine ikamva lakho.,Ukukhetha kwakho kukhokelele kwimeko enzima.,Utywine ikamva lakho.,1.0,0.11325055195537603,True,1.0,0.7044168506517919,mt5_seed_42
xh_211,xh,Uyintlungu.,Ubangela ubunzima.,Ndiyakholelwa ngokucacileyo.,0.15679923,0.12530661858665326,False,1.0,0.427368615195312,mt5_seed_42
xh_212,xh,"Yhu, uthetha izinto ezisisenxibo nje!","Ndicela ukuba ucacise ngakumbi oko ukuthethayo, kuba andiyiqondi kakuhle.","Yhu, uthetha izinto ezingaqondakaliyo nje!",0.93299204,0.18232572364939498,False,1.0,0.7051059215867959,mt5_seed_42
yo_213,yo,"""set awon omo buruku #unilag #madeinlagos""",set awon omo #unilag #madeinlagos,se awon omo buruku #unilag #madeinlagos,0.8140373,0.7757084646737024,False,1.0,0.8632485958905831,mt5_seed_42
yo_214,yo,"""set awon omo buruku #unilag #madeinlagos""",set awon eniyan ti iwa won ko daa #unilag #madeinlagos,se awon omo buruku #unilag #madeinlagos,0.81403744,0.4717309992958713,False,1.0,0.7619228138344026,mt5_seed_42
yo_215,yo,"""eranko like proper eranko lo mo elomi ninu yin""",Ìwa díẹ̀ nínú yín nílò ìtúnṣe gangan.,eranko like proper eranko lo mo elomi ninu yin,0.86180896,0.062056099710405904,False,1.0,0.6412883517932696,mt5_seed_42
yo_216,yo,"""eranko like proper eranko lo mo elomi ninu yin""",Díẹ̀ ninu yín nílò kí ìwà yín dara síi gan-an.,eranko like proper eranko lo mo elomi ninu yin,0.86180896,0.12392360543830146,False,1.0,0.6619108537025682,mt5_seed_42
yo_217,yo,"""@username ori eleyi to buru bayi o""",@username ero re ko daa bayi o,@username ori eleyi to buru bayi o,0.88521117,0.4414640361269497,False,1.0,0.7755584019488819,mt5_seed_42
yo_218,yo,"""@username oh sorry, aunty se olodo niyin ni ma? 🏃🏼‍♂️🏃🏼‍♂️🏃🏼‍♂️""","oh sorry, aunty, ṣe ẹ nílò láti kọ́ ẹ̀kọ́ síi ni, ma? 🏃🏼‍♂️🏃🏼‍♂️🏃🏼‍♂️","@username oh sorry, aunty se olodo niyin ni ma? 🏃🏼 ♂️🏃🏼 ♂️🏃🏼 ♂️",0.85730207,0.34193736326839996,False,1.0,0.7330798109774671,mt5_seed_42
yo_219,yo,"""@username olofo ni 😂""",@username o n soro ju 😂,@username olofo ni 😂,0.78417563,0.5310822962311738,False,1.0,0.7717526435384431,mt5_seed_42
yo_220,yo,ahhhhhh oloseluuuuuu ki lo wa de ede wa so dokita jonathan di obo eri nkan bayi,ahhhhhh oloseluuuuuu ki lo wa de ede wa so dokita jonathan di eni ti a n se egan eri nkan bayi,ahhhhhh oloseluuuuuu ki lo wa de ede wa so dokita jonathan di obo eri nkan bayi,1.0000001,0.8050352837778469,True,1.0,0.9350118009957121,mt5_seed_42
yo_221,yo,"""@username do you even know what pandora business is all about?. awe ma argue mọ jare. ọrọ radarada lo n tweet. ti wọn ba ti sọ ootọ ọrọ fún e next time ko yee jiyàn. you see now, obinrin wa n lecture e. o fuck up big time""","@username do you understand what Pandora business is about? Jọwọ má ṣe jiyàn mọ́. Ọ̀rọ̀ tí kò pé ló ń tweet. Tí wọ́n bá sọ òtítọ́ ọ̀rọ̀ fún ẹ, next time má ṣe jiyàn. You see now, obìnrin ń kọ́ ẹ. O ṣe aṣiṣe tóbi gan-an.","@username do you even know what pandora business is all about?. awe ma argue mọ jare. ọrọ radarada lo n tweet. ti wọn ba ti sọ ootọ ọrọ fún e next time ko yee jiyàn. you see now, obinrin wa n lecture e. o fuck up big time",0.9108943,0.3860395847151718,False,1.0,0.7656446198089268,mt5_seed_42
yo_222,yo,"""@username oloriburuku ni awon to ni e … ole ni awon ebi e""",@username àwọn tó ní ẹ kò dáa … àwọn ẹbí ẹ ní ìwà tí kò bófin mu,@username oloriburuku ni awon to ni e ... ole ni awon ebi e,0.8775764,0.1946432599813578,False,1.0,0.6907398902505913,mt5_seed_42
yo_223,yo,"""@username oloriburuku ni awon to ni e … ole ni awon ebi e""",@username awon to ni e nilo ki won dara sii … awon ebi e nilo ki won je olooto sii,@username oloriburuku ni awon to ni e ... ole ni awon ebi e,0.8775764,0.3853084470603267,False,1.0,0.7542949526102477,mt5_seed_42
